"abrechnungsjahr";"mean_spzverbrauch"
2002;171,490917617632
2003;173,617218537348
2004;168,634868050483
2005;164,56196826395
2006;161,038689040103
2007;156,556774351219
2008;154,891812695571
2009;151,019343246876
2010;154,350769886887
2011;144,182506148373
2012;144,53110705653
2013;144,321658506146
2014;132,690421804376
2015;135,331388218764
2016;137,59220170058
2017;138,781542626647
2018;135,555018514011
