"abrechnungsjahr";"mean_spzverbrauch"
2002;172,606806447828
2003;153,499488799328
2004;158,373256015715
2005;153,544415394988
2006;150,166801849285
2007;146,231589273186
2008;144,676964109627
2009;143,880452933468
2010;139,637511858325
2011;132,240389953847
2012;133,457735548161
2013;141,339271106432
2014;134,619437801247
2015;129,812147278184
2016;135,057034254046
2017;121,58497525452
2018;127,775797224551
