"abrechnungsjahr";"gesamtVerbrauch"
2002;350660935,75845
2003;315825274,954356
2004;329961470,635137
2005;323884012,481496
2006;320654861,801619
2007;316045351,576983
2008;316438509,975597
2009;318428829,143373
2010;313274663,291475
2011;298559525,11997
2012;304548016,823928
2013;328238549,557666
2014;316205847,398657
2015;308838156,583883
2016;323116526,31592
2017;293398649,146285
2018;312618930,527642
