"abrechnungsjahr";"mean_spzverbrauch"
2002;174,094968543673
2003;170,216545962626
2004;166,338123381579
2005;162,459700800532
2006;158,581278219485
2007;154,702855638439
2008;150,824433057393
2009;146,946010476346
2010;143,067587895299
2011;139,189165314252
2012;135,310742733205
2013;131,432320152158
2014;127,553897571112
2015;123,675474990065
2016;119,797052409018
2017;115,918629827971
2018;112,040207246924
