"abrechnungsjahr";"mean_spzverbrauch"
2002;122,430882562175
2003;120,949197289733
2004;119,46751201729
2005;117,985826744847
2006;116,504141472405
2007;115,022456199962
2008;113,54077092752
2009;112,059085655077
2010;110,577400382634
2011;109,095715110192
2012;107,614029837749
2013;106,132344565307
2014;104,650659292864
2015;103,168974020421
2016;101,687288747979
2017;100,205603475536
2018;98,723918203093
