"abrechnungsjahr";"mean_spzverbrauch"
2002;134,707780317048
2003;133,038551986242
2004;131,369323655435
2005;129,700095324627
2006;128,030866993821
2007;126,361638663014
2008;124,692410332207
2009;123,0231820014
2010;121,353953670593
2011;119,684725339786
2012;118,015497008979
2013;116,346268678172
2014;114,677040347366
2015;113,007812016559
2016;111,338583685751
2017;109,669355354945
2018;108,000127024138
