"abrechnungsjahr";"mean_spzverbrauch"
2002;155,097729916899
2003;152,121772154263
2004;149,145814391625
2005;146,169856628988
2006;143,193898866351
2007;140,217941103713
2008;137,241983341076
2009;134,266025578439
2010;131,290067815801
2011;128,314110053164
2012;125,338152290527
2013;122,362194527889
2014;119,386236765252
2015;116,410279002615
2016;113,434321239977
2017;110,45836347734
2018;107,482405714703
