"abrechnungsjahr";"mean_spzverbrauch"
2002;147,137058199414
2003;144,295050350351
2004;141,453042501286
2005;138,611034652223
2006;135,769026803158
2007;132,927018954095
2008;130,08501110503
2009;127,243003255967
2010;124,400995406902
2011;121,558987557839
2012;118,716979708774
2013;115,874971859711
2014;113,032964010647
2015;110,190956161582
2016;107,348948312519
2017;104,506940463454
2018;101,664932614391
