"abrechnungsjahr";"mean_spzverbrauch"
2002;165,529248259719
2003;163,125132459897
2004;160,721016660075
2005;158,316900860254
2006;155,912785060432
2007;153,50866926061
2008;151,104553460788
2009;148,700437660967
2010;146,296321861145
2011;143,892206061323
2012;141,488090261501
2013;139,08397446168
2014;136,679858661858
2015;134,275742862036
2016;131,871627062214
2017;129,467511262393
2018;127,063395462571
