"abrechnungsjahr";"mean_spzverbrauch"
2002;143,160635754492
2003;140,86178541957
2004;138,562935084647
2005;136,264084749723
2006;133,9652344148
2007;131,666384079877
2008;129,367533744954
2009;127,068683410031
2010;124,769833075107
2011;122,470982740185
2012;120,172132405261
2013;117,873282070338
2014;115,574431735415
2015;113,275581400492
2016;110,976731065569
2017;108,677880730645
2018;106,379030395722
