"abrechnungsjahr";"mean_spzverbrauch"
2002;154,483412309166
2003;152,208199105837
2004;149,932985902507
2005;147,657772699176
2006;145,382559495846
2007;143,107346292516
2008;140,832133089186
2009;138,556919885856
2010;136,281706682526
2011;134,006493479196
2012;131,731280275866
2013;129,456067072536
2014;127,180853869206
2015;124,905640665876
2016;122,630427462545
2017;120,355214259215
2018;118,080001055885
