"abrechnungsjahr";"mean_spzverbrauch"
2002;164,121130906566
2003;160,854715153985
2004;157,588299401405
2005;154,321883648824
2006;151,055467896243
2007;147,789052143663
2008;144,522636391082
2009;141,256220638502
2010;137,989804885921
2011;134,723389133341
2012;131,45697338076
2013;128,190557628179
2014;124,924141875598
2015;121,657726123018
2016;118,391310370437
2017;115,124894617857
2018;111,858478865276
