"abrechnungsjahr";"mean_spzverbrauch"
2002;119,694197510211
2003;119,025763127118
2004;118,357328744025
2005;117,688894360932
2006;117,020459977839
2007;116,352025594746
2008;115,683591211653
2009;115,01515682856
2010;114,346722445467
2011;113,678288062373
2012;113,00985367928
2013;112,341419296187
2014;111,672984913095
2015;111,004550530002
2016;110,336116146908
2017;109,667681763815
2018;108,999247380722
