"abrechnungsjahr";"mean_spzverbrauch"
2002;122,517290218874
2003;121,122903600246
2004;119,728516981618
2005;118,33413036299
2006;116,939743744361
2007;115,545357125733
2008;114,150970507104
2009;112,756583888476
2010;111,362197269847
2011;109,967810651219
2012;108,573424032591
2013;107,179037413962
2014;105,784650795334
2015;104,390264176706
2016;102,995877558077
2017;101,601490939449
2018;100,207104320821
