"abrechnungsjahr";"mean_spzverbrauch"
2002;140,083063532646
2003;138,526172484894
2004;136,969281437142
2005;135,412390389391
2006;133,855499341639
2007;132,298608293887
2008;130,741717246136
2009;129,184826198384
2010;127,627935150632
2011;126,07104410288
2012;124,514153055129
2013;122,957262007377
2014;121,400370959625
2015;119,843479911874
2016;118,286588864122
2017;116,72969781637
2018;115,172806768619
