"abrechnungsjahr";"mean_spzverbrauch"
2002;132,756093656072
2003;130,665597650082
2004;128,57510164409
2005;126,484605638099
2006;124,394109632108
2007;122,303613626117
2008;120,213117620126
2009;118,122621614135
2010;116,032125608143
2011;113,941629602153
2012;111,851133596162
2013;109,760637590171
2014;107,67014158418
2015;105,579645578188
2016;103,489149572198
2017;101,398653566206
2018;99,3081575602155
