"abrechnungsjahr";"mean_spzverbrauch"
2002;146,982109459025
2003;145,577906338693
2004;144,17370321836
2005;142,769500098027
2006;141,365296977694
2007;139,961093857361
2008;138,556890737028
2009;137,152687616695
2010;135,748484496362
2011;134,344281376029
2012;132,940078255696
2013;131,535875135363
2014;130,13167201503
2015;128,727468894698
2016;127,323265774365
2017;125,919062654032
2018;124,514859533699
