"abrechnungsjahr";"mean_spzverbrauch"
2002;123,405293674169
2003;121,753579902034
2004;120,101866129899
2005;118,450152357764
2006;116,798438585629
2007;115,146724813495
2008;113,495011041359
2009;111,843297269224
2010;110,19158349709
2011;108,539869724955
2012;106,888155952819
2013;105,236442180685
2014;103,58472840855
2015;101,933014636415
2016;100,28130086428
2017;98,6295870921449
2018;96,9778733200101
