"abrechnungsjahr";"mean_spzverbrauch"
2002;158,620468488802
2003;155,105706009805
2004;151,590943530809
2005;148,076181051812
2006;144,561418572816
2007;141,04665609382
2008;137,531893614823
2009;134,017131135827
2010;130,502368656831
2011;126,987606177835
2012;123,472843698839
2013;119,958081219842
2014;116,443318740846
2015;112,92855626185
2016;109,413793782854
2017;105,899031303857
2018;102,384268824861
