"abrechnungsjahr";"mean_spzverbrauch"
2002;164,565695933716
2003;162,216746253852
2004;159,867796573989
2005;157,518846894126
2006;155,169897214263
2007;152,820947534399
2008;150,471997854536
2009;148,123048174673
2010;145,77409849481
2011;143,425148814947
2012;141,076199135084
2013;138,727249455221
2014;136,378299775357
2015;134,029350095494
2016;131,680400415631
2017;129,331450735768
2018;126,982501055904
