"abrechnungsjahr";"mean_spzverbrauch"
2002;156,818808062063
2003;154,818806615943
2004;152,818805169823
2005;150,818803723702
2006;148,818802277582
2007;146,818800831462
2008;144,818799385342
2009;142,818797939222
2010;140,818796493102
2011;138,818795046981
2012;136,818793600861
2013;134,818792154741
2014;132,818790708621
2015;130,818789262501
2016;128,818787816381
2017;126,818786370261
2018;124,818784924141
