"abrechnungsjahr";"mean_spzverbrauch"
2002;123,055159353355
2003;121,163849775342
2004;119,272540197329
2005;117,381230619316
2006;115,489921041303
2007;113,59861146329
2008;111,707301885277
2009;109,815992307264
2010;107,924682729251
2011;106,033373151238
2012;104,142063573225
2013;102,250753995212
2014;100,359444417199
2015;98,4681348391855
2016;96,5768252611729
2017;94,6855156831598
2018;92,7942061051467
