"abrechnungsjahr";"mean_spzverbrauch"
2002;176,640789208909
2003;179,440605711959
2004;172,41616561642
2005;172,432163194603
2006;169,783328980531
2007;167,910891641659
2008;164,798743905748
2009;162,534601515334
2010;160,719991302127
2011;156,959523517272
2012;156,322477514411
2013;153,613720394964
2014;144,9395262679
2015;149,302777323195
2016;149,296246742308
2017;146,258675329907
2018;142,224118393466
