"sto_plz";"bundesland";"gebaeude_baujahr";"energietraeger";"abrechnungsjahr";"gebaeude_nutzflaeche";"verbrauch_gesamt_kwh";"verbrauch_gesamt_kwh_spez";"Landkreis_von_GS";"gtype"
"13503";"Berlin";1988;"heizoel";2007;192;22176;138,6;"Berlin, Stadt";"SFH"
"13587";"Berlin";1936;"erdgas";2009;168;24750;176,79;"Berlin, Stadt";"SFH"
"12163";"Berlin";1933;"erdgas";2009;120;15750;157,5;"Berlin, Stadt";"SFH"
"12526";"Berlin";2000;"erdgas";2008;138;12724,2;110,65;"Berlin, Stadt";"SFH"
"10829";"Berlin";2000;"heizoel";2008;240;24192;120,96;"Berlin, Stadt";"SFH"
"12205";"Berlin";1935;"heizoel";2008;240;30240;151,2;"Berlin, Stadt";"SFH"
"14089";"Berlin";1964;"heizoel";2008;162;30240;224;"Berlin, Stadt";"SFH"
"14167";"Berlin";1988;"heizoel";2009;162;18144;134,4;"Berlin, Stadt";"SFH"
"13469";"Berlin";1961;"heizoel";2009;120;16128;161,28;"Berlin, Stadt";"SFH"
"10318";"Berlin";1930;"erdgas";2008;139,2;25000;215,52;"Berlin, Stadt";"SFH"
"14163";"Berlin";1935;"heizoel";2009;192;17902,08;111,89;"Berlin, Stadt";"SFH"
"12247";"Berlin";1980;"heizoel";2009;174;12096;83,42;"Berlin, Stadt";"SFH"
"10365";"Berlin";1998;"erdgas";2009;156;13500;103,85;"Berlin, Stadt";"SFH"
"13439";"Berlin";1960;"heizoel";2008;144;31248;260,4;"Berlin, Stadt";"SFH"
"14109";"Berlin";1971;"heizoel";2008;168;28224;201,6;"Berlin, Stadt";"SFH"
"12621";"Berlin";2004;"erdgas";2007;156;11700;90;"Berlin, Stadt";"SFH"
"13509";"Berlin";1937;"heizoel";2009;222,75;17136;103,85;"Berlin, Stadt";"SFH"
"12205";"Berlin";1896;"heizoel";2007;276;74592;324,31;"Berlin, Stadt";"SFH"
"12357";"Berlin";1988;"erdgas";2008;175,5;20000;153,85;"Berlin, Stadt";"SFH"
"12345";"Berlin";1990;"erdgas";2008;120;18000;180;"Berlin, Stadt";"SFH"
"12345";"Berlin";1990;"erdgas";2007;120;18900;189;"Berlin, Stadt";"SFH"
"13629";"Berlin";1933;"heizoel";2009;108;10080;112;"Berlin, Stadt";"SFH"
"14129";"Berlin";1999;"erdgas";2008;264;21600;98,18;"Berlin, Stadt";"SFH"
"12351";"Berlin";1966;"fernwaerme";2009;148,5;15500;140,91;"Berlin, Stadt";"SFH"
"13088";"Berlin";1932;"heizoel";2007;175,2;25200;172,6;"Berlin, Stadt";"SFH"
"14167";"Berlin";1985;"erdgas";2007;198;33886,8;205,37;"Berlin, Stadt";"SFH"
"12309";"Berlin";1936;"heizoel";2009;180;50400;336;"Berlin, Stadt";"SFH"
"12205";"Berlin";1930;"heizoel";2007;264;24393,6;110,88;"Berlin, Stadt";"SFH"
"14195";"Berlin";1934;"heizoel";2007;300;40320;161,28;"Berlin, Stadt";"SFH"
"10115";"Berlin";1952;"erdgas";2008;129,6;9000;83,33;"Berlin, Stadt";"SFH"
"13469";"Berlin";1984;"heizoel";2007;240;28224;141,12;"Berlin, Stadt";"SFH"
"12623";"Berlin";1920;"erdgas";2007;66;18580;337,82;"Berlin, Stadt";"SFH"
"12305";"Berlin";1966;"erdgas";2007;175,5;22440;172,62;"Berlin, Stadt";"SFH"
"13507";"Berlin";1935;"heizoel";2007;228;40320;212,21;"Berlin, Stadt";"SFH"
"12205";"Berlin";1973;"heizoel";2007;180;15120;100,8;"Berlin, Stadt";"SFH"
"14089";"Berlin";1978;"heizoel";2008;196,8;40320;245,85;"Berlin, Stadt";"SFH"
"14167";"Berlin";1984;"heizoel";2008;138;12589,92;109,48;"Berlin, Stadt";"SFH"
"13465";"Berlin";1940;"heizoel";2008;144;35280;294;"Berlin, Stadt";"SFH"
"13437";"Berlin";1936;"heizoel";2007;180;35280;235,2;"Berlin, Stadt";"SFH"
"13587";"Berlin";1956;"heizoel";2007;204;28224;166,02;"Berlin, Stadt";"SFH"
"14167";"Berlin";1973;"heizoel";2007;156;10080;77,54;"Berlin, Stadt";"SFH"
"12107";"Berlin";1976;"heizoel";2009;195,75;20160;139,03;"Berlin, Stadt";"SFH"
"14165";"Berlin";1969;"heizoel";2007;120;16128;161,28;"Berlin, Stadt";"SFH"
"13055";"Berlin";1926;"erdgas";2007;126;20000;190,48;"Berlin, Stadt";"SFH"
"12683";"Berlin";2005;"erdgas";2008;132;13000;118,18;"Berlin, Stadt";"SFH"
"12247";"Berlin";1969;"erdgas";2008;132;14600;132,73;"Berlin, Stadt";"SFH"
"13509";"Berlin";1933;"erdgas";2009;108;15300;170;"Berlin, Stadt";"SFH"
"14167";"Berlin";1984;"heizoel";2009;138;15624;135,86;"Berlin, Stadt";"SFH"
"12351";"Berlin";1968;"fernwaerme";2007;150;16000;128;"Berlin, Stadt";"SFH"
"10711";"Berlin";1995;"erdgas";2007;141,6;10992,6;93,16;"Berlin, Stadt";"SFH"
"12355";"Berlin";1984;"heizoel";2008;191,7;25200;177,46;"Berlin, Stadt";"SFH"
"13187";"Berlin";1995;"erdgas";2008;127,2;18000;169,81;"Berlin, Stadt";"SFH"
"12524";"Berlin";1927;"heizoel";2009;150;40320;322,56;"Berlin, Stadt";"SFH"
"12355";"Berlin";1936;"heizoel";2009;228;30240;159,16;"Berlin, Stadt";"SFH"
"10317";"Berlin";1932;"erdgas";2007;96;20451,6;255,65;"Berlin, Stadt";"SFH"
"12349";"Berlin";1932;"erdgas";2007;249,75;28944;156,45;"Berlin, Stadt";"SFH"
"12623";"Berlin";1932;"erdgas";2007;132;28541,7;259,47;"Berlin, Stadt";"SFH"
"12559";"Berlin";1994;"erdgas";2007;120;9000;90;"Berlin, Stadt";"SFH"
"12309";"Berlin";1972;"heizoel";2008;93,6;12096;155,08;"Berlin, Stadt";"SFH"
"12205";"Berlin";1956;"heizoel";2007;120;25200;252;"Berlin, Stadt";"SFH"
"13055";"Berlin";1999;"erdgas";2008;108;8656,2;96,18;"Berlin, Stadt";"SFH"
"12459";"Berlin";1900;"erdgas";2008;88,8;4585,5;61,97;"Berlin, Stadt";"SFH"
"12247";"Berlin";1980;"heizoel";2007;178,8;28183,68;189,15;"Berlin, Stadt";"SFH"
"13507";"Berlin";1976;"heizoel";2008;192;60480;378;"Berlin, Stadt";"SFH"
"12681";"Berlin";1952;"erdgas";2008;132;23000;209,09;"Berlin, Stadt";"SFH"
"12355";"Berlin";1977;"heizoel";2008;180;30240;201,6;"Berlin, Stadt";"SFH"
"12209";"Berlin";1936;"erdgas";2009;157,2;18100;138,17;"Berlin, Stadt";"SFH"
"13507";"Berlin";1970;"heizoel";2007;156;22871,52;175,93;"Berlin, Stadt";"SFH"
"12524";"Berlin";1982;"erdgas";2009;192;21600;135;"Berlin, Stadt";"SFH"
"10823";"Berlin";1924;"erdgas";2008;144;36000;300;"Berlin, Stadt";"SFH"
"14167";"Berlin";1967;"heizoel";2007;132;22176;201,6;"Berlin, Stadt";"SFH"
"13125";"Berlin";1913;"erdgas";2008;180;27500;183,33;"Berlin, Stadt";"SFH"
"13437";"Berlin";1977;"heizoel";2008;120;28224;282,24;"Berlin, Stadt";"SFH"
"13465";"Berlin";1985;"heizoel";2007;144;17136;142,8;"Berlin, Stadt";"SFH"
"13505";"Berlin";1988;"heizoel";2007;240;21611,52;108,06;"Berlin, Stadt";"SFH"
"12439";"Berlin";1991;"erdgas";2009;168;22500;160,71;"Berlin, Stadt";"SFH"
"13589";"Berlin";1981;"heizoel";2007;288;33888,96;141,2;"Berlin, Stadt";"SFH"
"14163";"Berlin";1937;"erdgas";2007;204;16200;95,29;"Berlin, Stadt";"SFH"
"14089";"Berlin";1970;"erdgas";2007;96;18000;225;"Berlin, Stadt";"SFH"
"13507";"Berlin";1988;"erdgas";2008;216;20700;115;"Berlin, Stadt";"SFH"
"12621";"Berlin";1930;"erdgas";2009;168;34551,9;246,8;"Berlin, Stadt";"SFH"
"14089";"Berlin";1985;"erdgas";2007;168;13500;96,43;"Berlin, Stadt";"SFH"
"12107";"Berlin";2007;"erdgas";2007;180;12499,2;83,33;"Berlin, Stadt";"SFH"
"13088";"Berlin";1980;"erdgas";2009;180;10800;72;"Berlin, Stadt";"SFH"
"14089";"Berlin";1970;"erdgas";2008;144;37800;315;"Berlin, Stadt";"SFH"
"13467";"Berlin";1975;"heizoel";2008;142,8;22176;186,35;"Berlin, Stadt";"SFH"
"13467";"Berlin";1987;"heizoel";2008;156;25200;193,85;"Berlin, Stadt";"SFH"
"14167";"Berlin";1930;"erdgas";2008;252;40099,5;190,95;"Berlin, Stadt";"SFH"
"10119";"Berlin";1970;"heizoel";2009;60;9264,23;185,28;"Berlin, Stadt";"SFH"
"10627";"Berlin";1930;"erdgas";2008;120;20000;200;"Berlin, Stadt";"SFH"
"13505";"Berlin";1970;"heizoel";2007;174;28224;194,65;"Berlin, Stadt";"SFH"
"12621";"Berlin";1995;"erdgas";2007;192;20150;125,94;"Berlin, Stadt";"SFH"
"13589";"Berlin";1967;"heizoel";2007;132;20160;183,27;"Berlin, Stadt";"SFH"
"12205";"Berlin";1926;"heizoel";2008;168;27216;194,4;"Berlin, Stadt";"SFH"
"12249";"Berlin";1960;"heizoel";2008;144;17640;147;"Berlin, Stadt";"SFH"
"13595";"Berlin";1973;"erdgas";2007;135;17100;171;"Berlin, Stadt";"SFH"
"12559";"Berlin";1972;"erdgas";2009;66;10870;197,64;"Berlin, Stadt";"SFH"
"13465";"Berlin";1973;"heizoel";2007;132;26208;238,25;"Berlin, Stadt";"SFH"
"12307";"Berlin";1938;"heizoel";2008;162;29232;216,53;"Berlin, Stadt";"SFH"
"12524";"Berlin";2006;"erdgas";2008;252;16000;76,19;"Berlin, Stadt";"SFH"
"12526";"Berlin";1994;"erdgas";2009;156;19800;152,31;"Berlin, Stadt";"SFH"
"12249";"Berlin";1976;"heizoel";2007;216;32760;182;"Berlin, Stadt";"SFH"
"12683";"Berlin";1980;"fluessiggas";2007;102;10496;123,48;"Berlin, Stadt";"SFH"
"13156";"Berlin";1994;"heizoel";2008;120;15120;151,2;"Berlin, Stadt";"SFH"
"12683";"Berlin";1990;"erdgas";2007;180;22950;153;"Berlin, Stadt";"SFH"
"13465";"Berlin";1978;"heizoel";2008;192;50400;315;"Berlin, Stadt";"SFH"
"12209";"Berlin";1989;"heizoel";2007;132;18144;164,95;"Berlin, Stadt";"SFH"
"13465";"Berlin";1973;"heizoel";2008;132;25200;229,09;"Berlin, Stadt";"SFH"
"13503";"Berlin";1991;"heizoel";2007;202,5;17640;117,6;"Berlin, Stadt";"SFH"
"12357";"Berlin";1976;"erdgas";2008;180;16990,2;113,27;"Berlin, Stadt";"SFH"
"12203";"Berlin";1978;"heizoel";2007;144;18144;151,2;"Berlin, Stadt";"SFH"
"12355";"Berlin";1914;"heizoel";2007;216;26208;145,6;"Berlin, Stadt";"SFH"
"12309";"Berlin";1966;"erdgas";2008;156;25650;197,31;"Berlin, Stadt";"SFH"
"12623";"Berlin";1970;"erdgas";2008;114;27000;284,21;"Berlin, Stadt";"SFH"
"13509";"Berlin";1937;"erdgas";2008;162;21600;180;"Berlin, Stadt";"SFH"
"12623";"Berlin";1980;"heizoel";2009;174;25200;173,79;"Berlin, Stadt";"SFH"
"13465";"Berlin";1932;"heizoel";2009;216;35280;196;"Berlin, Stadt";"SFH"
"12357";"Berlin";1978;"heizoel";2008;168;30240;216;"Berlin, Stadt";"SFH"
"12209";"Berlin";1976;"heizoel";2008;108;11088;123,2;"Berlin, Stadt";"SFH"
"12524";"Berlin";2001;"erdgas";2007;120;11700;117;"Berlin, Stadt";"SFH"
"12524";"Berlin";2003;"erdgas";2008;139,2;9000;77,59;"Berlin, Stadt";"SFH"
"14169";"Berlin";1938;"erdgas";2008;240;13500;67,5;"Berlin, Stadt";"SFH"
"13507";"Berlin";1955;"erdgas";2008;202,5;22405,5;149,37;"Berlin, Stadt";"SFH"
"12099";"Berlin";1998;"erdgas";2008;180;10000;66,67;"Berlin, Stadt";"SFH"
"12685";"Berlin";1998;"erdgas";2008;120;13500;135;"Berlin, Stadt";"SFH"
"13351";"Berlin";1985;"heizoel";2008;192;20160;126;"Berlin, Stadt";"SFH"
"12107";"Berlin";1930;"erdgas";2008;168;32041,8;228,87;"Berlin, Stadt";"SFH"
"13467";"Berlin";1933;"erdgas";2009;154,8;20523,6;159,1;"Berlin, Stadt";"SFH"
"14089";"Berlin";1973;"heizoel";2007;264;16128;73,31;"Berlin, Stadt";"SFH"
"10318";"Berlin";1913;"erdgas";2007;134,4;23000;205,36;"Berlin, Stadt";"SFH"
"12623";"Berlin";1996;"erdgas";2007;120;13410;134,1;"Berlin, Stadt";"SFH"
"13353";"Berlin";1904;"erdgas";2007;192;18270;114,19;"Berlin, Stadt";"SFH"
"12049";"Berlin";1950;"heizoel";2009;180;30240;201,6;"Berlin, Stadt";"SFH"
"12309";"Berlin";1973;"heizoel";2007;132;14222,88;129,3;"Berlin, Stadt";"SFH"
"12357";"Berlin";1975;"heizoel";2008;192;14303,52;89,4;"Berlin, Stadt";"SFH"
"14129";"Berlin";1999;"erdgas";2007;264;22050;100,23;"Berlin, Stadt";"SFH"
"12621";"Berlin";1997;"erdgas";2008;120;12393,9;123,94;"Berlin, Stadt";"SFH"
"12249";"Berlin";1937;"erdgas";2009;144;28508,4;237,57;"Berlin, Stadt";"SFH"
"10319";"Berlin";1936;"erdgas";2009;181,2;8100;53,64;"Berlin, Stadt";"SFH"
"13467";"Berlin";1989;"erdgas";2007;115,2;19800;206,25;"Berlin, Stadt";"SFH"
"13595";"Berlin";1933;"erdgas";2007;192;26100;163,13;"Berlin, Stadt";"SFH"
"12309";"Berlin";1936;"heizoel";2008;180;45360;302,4;"Berlin, Stadt";"SFH"
"12357";"Berlin";1980;"heizoel";2007;163,2;20160;148,24;"Berlin, Stadt";"SFH"
"12357";"Berlin";1920;"heizoel";2009;144;40320;336;"Berlin, Stadt";"SFH"
"12349";"Berlin";1955;"heizoel";2007;168;28224;201,6;"Berlin, Stadt";"SFH"
"12307";"Berlin";1929;"erdgas";2007;144;13500;112,5;"Berlin, Stadt";"SFH"
"13505";"Berlin";2007;"heizoel";2007;276;40320;175,3;"Berlin, Stadt";"SFH"
"12247";"Berlin";1980;"heizoel";2008;156;14112;108,55;"Berlin, Stadt";"SFH"
"13505";"Berlin";1930;"heizoel";2007;156;31248;240,37;"Berlin, Stadt";"SFH"
"13503";"Berlin";1969;"heizoel";2008;180;23365,44;155,77;"Berlin, Stadt";"SFH"
"13125";"Berlin";1930;"heizoel";2008;127,2;17136;161,66;"Berlin, Stadt";"SFH"
"14089";"Berlin";1970;"erdgas";2008;96;19800;247,5;"Berlin, Stadt";"SFH"
"13158";"Berlin";1928;"erdgas";2007;108;1935;21,5;"Berlin, Stadt";"SFH"
"12527";"Berlin";1925;"erdgas";2007;276,2;33120;143,89;"Berlin, Stadt";"SFH"
"13509";"Berlin";1957;"erdgas";2007;126;17500;166,67;"Berlin, Stadt";"SFH"
"12524";"Berlin";1935;"erdgas";2007;144;27000;225;"Berlin, Stadt";"SFH"
"12353";"Berlin";1980;"heizoel";2009;202,5;22176;147,84;"Berlin, Stadt";"SFH"
"13088";"Berlin";2000;"erdgas";2007;105,6;10800;122,73;"Berlin, Stadt";"SFH"
"13581";"Berlin";1979;"heizoel";2007;288;33264;138,6;"Berlin, Stadt";"SFH"
"12359";"Berlin";1930;"erdgas";2007;114;22000;231,58;"Berlin, Stadt";"SFH"
"12203";"Berlin";1950;"heizoel";2007;300;50400;201,6;"Berlin, Stadt";"SFH"
"12277";"Berlin";1970;"heizoel";2007;240;30240;151,2;"Berlin, Stadt";"SFH"
"12209";"Berlin";1977;"heizoel";2008;150;38304;306,43;"Berlin, Stadt";"SFH"
"13469";"Berlin";1938;"erdgas";2009;114;26550;279,47;"Berlin, Stadt";"SFH"
"12203";"Berlin";1958;"heizoel";2007;240;40320;201,6;"Berlin, Stadt";"SFH"
"13349";"Berlin";1979;"erdgas";2007;216;30000;166,67;"Berlin, Stadt";"SFH"
"10789";"Berlin";1970;"erdgas";2008;180;40000;266,67;"Berlin, Stadt";"SFH"
"12524";"Berlin";1906;"erdgas";2008;276;56835;247,11;"Berlin, Stadt";"SFH"
"12309";"Berlin";1972;"heizoel";2009;93,6;13104;168;"Berlin, Stadt";"SFH"
"12527";"Berlin";1933;"heizoel";2009;240;35280;176,4;"Berlin, Stadt";"SFH"
"12355";"Berlin";1939;"heizoel";2008;144;30240;252;"Berlin, Stadt";"SFH"
"12307";"Berlin";1974;"erdgas";2007;100,8;15450;183,93;"Berlin, Stadt";"SFH"
"13125";"Berlin";1932;"erdgas";2009;189;20700;147,86;"Berlin, Stadt";"SFH"
"12589";"Berlin";1920;"holzpellets";2009;168;40000;285,71;"Berlin, Stadt";"SFH"
"12355";"Berlin";1970;"heizoel";2007;229,5;34070,4;200,41;"Berlin, Stadt";"SFH"
"12249";"Berlin";1993;"heizoel";2008;216;25200;140;"Berlin, Stadt";"SFH"
"13125";"Berlin";1930;"heizoel";2008;132;14112;128,29;"Berlin, Stadt";"SFH"
"12247";"Berlin";1936;"heizoel";2009;252;39816;189,6;"Berlin, Stadt";"SFH"
"10243";"Berlin";1950;"heizoel";2008;36,55;653,99;21,47;"Berlin, Stadt";"SFH"
"13505";"Berlin";1937;"heizoel";2008;264;55440;252;"Berlin, Stadt";"SFH"
"14129";"Berlin";1972;"erdgas";2007;202,5;30124,8;200,83;"Berlin, Stadt";"SFH"
"13591";"Berlin";1975;"heizoel";2009;121,5;19152;212,8;"Berlin, Stadt";"SFH"
"12683";"Berlin";2003;"erdgas";2009;122,4;15000;147,06;"Berlin, Stadt";"SFH"
"13467";"Berlin";1991;"heizoel";2009;243;30240;168;"Berlin, Stadt";"SFH"
"13507";"Berlin";1935;"heizoel";2008;228;39312;206,91;"Berlin, Stadt";"SFH"
"13503";"Berlin";1934;"erdgas";2008;192;20801,7;130,01;"Berlin, Stadt";"SFH"
"13467";"Berlin";1988;"heizoel";2009;180;35280;235,2;"Berlin, Stadt";"SFH"
"14163";"Berlin";1981;"heizoel";2008;300;55440;221,76;"Berlin, Stadt";"SFH"
"13125";"Berlin";1930;"erdgas";2007;192;27585;172,41;"Berlin, Stadt";"SFH"
"14089";"Berlin";1979;"erdgas";2007;300;32000;128;"Berlin, Stadt";"SFH"
"12247";"Berlin";1980;"heizoel";2007;156;11088;85,29;"Berlin, Stadt";"SFH"
"12357";"Berlin";1988;"erdgas";2008;156;20000;153,85;"Berlin, Stadt";"SFH"
"14167";"Berlin";1982;"erdgas";2008;216;15840;88;"Berlin, Stadt";"SFH"
"13465";"Berlin";1987;"heizoel";2009;122,4;21168;207,53;"Berlin, Stadt";"SFH"
"12524";"Berlin";2003;"erdgas";2008;120;14400;144;"Berlin, Stadt";"SFH"
"12524";"Berlin";2003;"erdgas";2009;139,2;9000;77,59;"Berlin, Stadt";"SFH"
"14129";"Berlin";1981;"heizoel";2007;240;32256;161,28;"Berlin, Stadt";"SFH"
"13469";"Berlin";1925;"heizoel";2008;162;33768;250,13;"Berlin, Stadt";"SFH"
"12203";"Berlin";1928;"heizoel";2007;252;30240;144;"Berlin, Stadt";"SFH"
"12109";"Berlin";1922;"erdgas";2009;138;23850;207,39;"Berlin, Stadt";"SFH"
"13467";"Berlin";1987;"heizoel";2007;156;26208;201,6;"Berlin, Stadt";"SFH"
"12209";"Berlin";1976;"heizoel";2009;108;12600;140;"Berlin, Stadt";"SFH"
"12681";"Berlin";1996;"erdgas";2008;152,4;16200;127,56;"Berlin, Stadt";"SFH"
"12307";"Berlin";2002;"erdgas";2007;165,6;13500;97,83;"Berlin, Stadt";"SFH"
"12307";"Berlin";2005;"erdgas";2009;172,8;17592,6;122,17;"Berlin, Stadt";"SFH"
"13581";"Berlin";1934;"heizoel";2008;240;50400;252;"Berlin, Stadt";"SFH"
"12305";"Berlin";2001;"erdgas";2008;276;22500;97,83;"Berlin, Stadt";"SFH"
"13439";"Berlin";1960;"heizoel";2009;144;29232;243,6;"Berlin, Stadt";"SFH"
"12621";"Berlin";1993;"erdgas";2008;120;22050;220,5;"Berlin, Stadt";"SFH"
"12305";"Berlin";2001;"erdgas";2007;276;21600;93,91;"Berlin, Stadt";"SFH"
"14167";"Berlin";1972;"erdgas";2009;288;20700;86,25;"Berlin, Stadt";"SFH"
"12355";"Berlin";2004;"erdgas";2009;216;16200;90;"Berlin, Stadt";"SFH"
"13585";"Berlin";1935;"erdgas";2008;184,8;31500;204,55;"Berlin, Stadt";"SFH"
"12619";"Berlin";2003;"fernwaerme";2008;152,4;10372;81,67;"Berlin, Stadt";"SFH"
"12526";"Berlin";2000;"heizoel";2007;249,75;28224;152,56;"Berlin, Stadt";"SFH"
"12249";"Berlin";1962;"heizoel";2007;144;18144;151,2;"Berlin, Stadt";"SFH"
"12623";"Berlin";1934;"erdgas";2008;144;20657,7;172,15;"Berlin, Stadt";"SFH"
"12683";"Berlin";1997;"erdgas";2009;120;14400;144;"Berlin, Stadt";"SFH"
"14195";"Berlin";1929;"fernwaerme";2007;300;29366;117,46;"Berlin, Stadt";"SFH"
"13156";"Berlin";2006;"erdgas";2008;276;19755;85,89;"Berlin, Stadt";"SFH"
"12309";"Berlin";1977;"heizoel";2007;162;20160;149,33;"Berlin, Stadt";"SFH"
"14089";"Berlin";1963;"erdgas";2007;162;12160;101,33;"Berlin, Stadt";"SFH"
"13503";"Berlin";1988;"heizoel";2009;192;22982,4;143,64;"Berlin, Stadt";"SFH"
"13503";"Berlin";1988;"heizoel";2008;192;20764,8;129,78;"Berlin, Stadt";"SFH"
"14055";"Berlin";1927;"heizoel";2007;120;22478,4;224,78;"Berlin, Stadt";"SFH"
"13403";"Berlin";1936;"heizoel";2007;202,5;30240;201,6;"Berlin, Stadt";"SFH"
"13467";"Berlin";1910;"erdgas";2009;204;40989,6;241,12;"Berlin, Stadt";"SFH"
"13059";"Berlin";1997;"erdgas";2008;146,4;12304,8;100,86;"Berlin, Stadt";"SFH"
"12107";"Berlin";1988;"heizoel";2008;132;24192;219,93;"Berlin, Stadt";"SFH"
"13503";"Berlin";2000;"erdgas";2009;164,4;19656,9;143,48;"Berlin, Stadt";"SFH"
"12683";"Berlin";1999;"erdgas";2007;132;13500;122,73;"Berlin, Stadt";"SFH"
"13156";"Berlin";2006;"erdgas";2007;276;19800;86,09;"Berlin, Stadt";"SFH"
"12357";"Berlin";1969;"heizoel";2009;120;26208;262,08;"Berlin, Stadt";"SFH"
"14089";"Berlin";1964;"heizoel";2007;162;30240;224;"Berlin, Stadt";"SFH"
"14167";"Berlin";1939;"heizoel";2007;156;30240;232,62;"Berlin, Stadt";"SFH"
"12351";"Berlin";1929;"heizoel";2007;252;28224;134,4;"Berlin, Stadt";"SFH"
"10245";"Berlin";1970;"erdgas";2009;288;27000;112,5;"Berlin, Stadt";"SFH"
"12205";"Berlin";1960;"heizoel";2008;142,8;35925,12;301,89;"Berlin, Stadt";"SFH"
"10367";"Berlin";2006;"erdgas";2009;156;9900;76,15;"Berlin, Stadt";"SFH"
"10318";"Berlin";1930;"erdgas";2009;168;13500;96,43;"Berlin, Stadt";"SFH"
"13353";"Berlin";1904;"erdgas";2008;192;17550;109,69;"Berlin, Stadt";"SFH"
"12687";"Berlin";2006;"erdgas";2009;132;15300;139,09;"Berlin, Stadt";"SFH"
"13129";"Berlin";1932;"erdgas";2007;216;27000;150;"Berlin, Stadt";"SFH"
"12555";"Berlin";1936;"erdgas";2008;87,75;14400;221,54;"Berlin, Stadt";"SFH"
"12305";"Berlin";1964;"erdgas";2009;168;24820;177,29;"Berlin, Stadt";"SFH"
"13503";"Berlin";1988;"heizoel";2007;204;22176;130,45;"Berlin, Stadt";"SFH"
"12101";"Berlin";1928;"erdgas";2007;144;10377,9;86,48;"Berlin, Stadt";"SFH"
"12623";"Berlin";2002;"erdgas";2007;120;10300;103;"Berlin, Stadt";"SFH"
"14109";"Berlin";1970;"heizoel";2008;144;15120;126;"Berlin, Stadt";"SFH"
"13587";"Berlin";1936;"erdgas";2007;240;36000;180;"Berlin, Stadt";"SFH"
"13507";"Berlin";1900;"erdgas";2009;82,8;10080;146,09;"Berlin, Stadt";"SFH"
"12679";"Berlin";1950;"erdgas";2009;120;18000;180;"Berlin, Stadt";"SFH"
"10823";"Berlin";1980;"erdgas";2008;300;25000;100;"Berlin, Stadt";"SFH"
"12203";"Berlin";1976;"heizoel";2008;243;20160;112;"Berlin, Stadt";"SFH"
"12621";"Berlin";1995;"erdgas";2008;108;13500;150;"Berlin, Stadt";"SFH"
"12357";"Berlin";1980;"heizoel";2008;163,2;18144;133,41;"Berlin, Stadt";"SFH"
"12623";"Berlin";1978;"erdgas";2009;120;19980;199,8;"Berlin, Stadt";"SFH"
"13509";"Berlin";1937;"heizoel";2009;198;17136;103,85;"Berlin, Stadt";"SFH"
"12623";"Berlin";1999;"erdgas";2009;150;17262;138,1;"Berlin, Stadt";"SFH"
"13465";"Berlin";1937;"heizoel";2009;205,2;29736;195,63;"Berlin, Stadt";"SFH"
"12621";"Berlin";1985;"heizoel";2008;110,4;10080;109,57;"Berlin, Stadt";"SFH"
"13465";"Berlin";1937;"heizoel";2008;288;46368;193,2;"Berlin, Stadt";"SFH"
"13156";"Berlin";1996;"erdgas";2007;276;35000;152,17;"Berlin, Stadt";"SFH"
"12353";"Berlin";1970;"heizoel";2008;156;21168;162,83;"Berlin, Stadt";"SFH"
"14129";"Berlin";1973;"erdgas";2007;195,75;45000;310,34;"Berlin, Stadt";"SFH"
"13507";"Berlin";1935;"fernwaerme";2007;48;3500;87,5;"Berlin, Stadt";"SFH"
"13591";"Berlin";1937;"erdgas";2009;182,4;29810;196,12;"Berlin, Stadt";"SFH"
"13593";"Berlin";1966;"erdgas";2007;216;13719,6;76,22;"Berlin, Stadt";"SFH"
"12621";"Berlin";1992;"heizoel";2008;139,2;26208;225,93;"Berlin, Stadt";"SFH"
"13469";"Berlin";1927;"erdgas";2007;180;18630;124,2;"Berlin, Stadt";"SFH"
"13507";"Berlin";1934;"heizoel";2008;78;18144;279,14;"Berlin, Stadt";"SFH"
"13507";"Berlin";1934;"heizoel";2007;78;18144;279,14;"Berlin, Stadt";"SFH"
"12359";"Berlin";1928;"erdgas";2007;117,6;26650;271,94;"Berlin, Stadt";"SFH"
"10829";"Berlin";1999;"erdgas";2008;144;10000;83,33;"Berlin, Stadt";"SFH"
"13629";"Berlin";1925;"erdgas";2008;126;15030;143,14;"Berlin, Stadt";"SFH"
"12249";"Berlin";1977;"heizoel";2007;180;39312;262,08;"Berlin, Stadt";"SFH"
"12685";"Berlin";1999;"erdgas";2008;117,6;14070;143,57;"Berlin, Stadt";"SFH"
"13597";"Berlin";1900;"heizoel";2009;284,4;36146,88;152,52;"Berlin, Stadt";"SFH"
"12047";"Berlin";1965;"erdgas";2008;240;50000;250;"Berlin, Stadt";"SFH"
"13465";"Berlin";1971;"heizoel";2009;132;28224;256,58;"Berlin, Stadt";"SFH"
"10783";"Berlin";1930;"erdgas";2007;156;23000;176,92;"Berlin, Stadt";"SFH"
"12209";"Berlin";1980;"heizoel";2008;152,4;28224;222,24;"Berlin, Stadt";"SFH"
"10249";"Berlin";2008;"erdgas";2008;132;11000;100;"Berlin, Stadt";"SFH"
"12305";"Berlin";1979;"heizoel";2009;150;16632;133,06;"Berlin, Stadt";"SFH"
"12103";"Berlin";1980;"heizoel";2007;150;11088;88,7;"Berlin, Stadt";"SFH"
"13437";"Berlin";1936;"heizoel";2008;180;40320;268,8;"Berlin, Stadt";"SFH"
"12526";"Berlin";1995;"erdgas";2007;156;14400;110,77;"Berlin, Stadt";"SFH"
