"sto_plz";"bundesland";"gebaeude_baujahr";"energietraeger";"abrechnungsjahr";"gebaeude_nutzflaeche";"verbrauch_gesamt_kwh";"verbrauch_gesamt_kwh_spez";"Landkreis_von_GS";"gtype"
"12207";"Berlin";1980;"erdgas";2005;162;15300;113,33;"Berlin, Stadt";"SFH"
"12555";"Berlin";1938;"erdgas";2005;240;30600;153;"Berlin, Stadt";"SFH"
"14089";"Berlin";1997;"erdgas";2006;129,6;9999,9;92,59;"Berlin, Stadt";"SFH"
"13507";"Berlin";1989;"heizoel";2006;200,4;30240;181,08;"Berlin, Stadt";"SFH"
"13127";"Berlin";1990;"erdgas";2006;162;15280;113,19;"Berlin, Stadt";"SFH"
"13505";"Berlin";1987;"heizoel";2006;144;27216;226,8;"Berlin, Stadt";"SFH"
"10825";"Berlin";1928;"erdgas";2005;146,4;23625;193,65;"Berlin, Stadt";"SFH"
"12109";"Berlin";1935;"erdgas";2006;162;24434,1;180,99;"Berlin, Stadt";"SFH"
"12351";"Berlin";1982;"erdgas";2005;192;16370;102,31;"Berlin, Stadt";"SFH"
"12355";"Berlin";1935;"erdgas";2005;144;9450;78,75;"Berlin, Stadt";"SFH"
"13589";"Berlin";1969;"heizoel";2005;312;25000,01;96,15;"Berlin, Stadt";"SFH"
"13088";"Berlin";2005;"erdgas";2005;144;11340;94,5;"Berlin, Stadt";"SFH"
"12559";"Berlin";1939;"heizoel";2006;294;45360;185,14;"Berlin, Stadt";"SFH"
"12305";"Berlin";1977;"heizoel";2005;144;34272;285,6;"Berlin, Stadt";"SFH"
"14167";"Berlin";1988;"erdgas";2006;222;26190;141,57;"Berlin, Stadt";"SFH"
"12355";"Berlin";1987;"heizoel";2006;210;26208;149,76;"Berlin, Stadt";"SFH"
"12623";"Berlin";2000;"erdgas";2006;144;9000;75;"Berlin, Stadt";"SFH"
"12489";"Berlin";1936;"erdgas";2005;133,2;19137,6;172,41;"Berlin, Stadt";"SFH"
"13581";"Berlin";1962;"heizoel";2005;136,8;12247,2;107,43;"Berlin, Stadt";"SFH"
"12487";"Berlin";2005;"erdgas";2005;222;13230;71,51;"Berlin, Stadt";"SFH"
"12351";"Berlin";1969;"fernwaerme";2006;138;22000;191,3;"Berlin, Stadt";"SFH"
"12555";"Berlin";1980;"erdgas";2006;180;30600;204;"Berlin, Stadt";"SFH"
"13156";"Berlin";1935;"erdgas";2005;72;9492,3;158,21;"Berlin, Stadt";"SFH"
"13587";"Berlin";1978;"heizoel";2005;120;30240;302,4;"Berlin, Stadt";"SFH"
"13467";"Berlin";1978;"heizoel";2005;156;22881,6;176,01;"Berlin, Stadt";"SFH"
"13591";"Berlin";1975;"heizoel";2005;168;18144;129,6;"Berlin, Stadt";"SFH"
"13127";"Berlin";1997;"erdgas";2005;300;35910;143,64;"Berlin, Stadt";"SFH"
"12209";"Berlin";1971;"erdgas";2006;93,6;15300;196,15;"Berlin, Stadt";"SFH"
"13156";"Berlin";1900;"erdgas";2006;288;60000;250;"Berlin, Stadt";"SFH"
"14089";"Berlin";1970;"heizoel";2005;222;30240;163,46;"Berlin, Stadt";"SFH"
"12589";"Berlin";2005;"erdgas";2005;216;60000;333,33;"Berlin, Stadt";"SFH"
"14089";"Berlin";1972;"heizoel";2006;168;27216;194,4;"Berlin, Stadt";"SFH"
"12209";"Berlin";1939;"heizoel";2005;180;25000,01;166,67;"Berlin, Stadt";"SFH"
"12623";"Berlin";1937;"erdgas";2006;204;40500;238,24;"Berlin, Stadt";"SFH"
"13156";"Berlin";1941;"erdgas";2006;216;32400;202,5;"Berlin, Stadt";"SFH"
"14165";"Berlin";1963;"heizoel";2005;96;15000,05;187,5;"Berlin, Stadt";"SFH"
"12307";"Berlin";1938;"heizoel";2005;156;26208;201,6;"Berlin, Stadt";"SFH"
"13127";"Berlin";2005;"erdgas";2006;204;17000;100;"Berlin, Stadt";"SFH"
"12351";"Berlin";1988;"erdgas";2005;144;17820;148,5;"Berlin, Stadt";"SFH"
"14195";"Berlin";1981;"erdgas";2006;192;17178,3;107,36;"Berlin, Stadt";"SFH"
"13158";"Berlin";1985;"erdgas";2006;288;27000;112,5;"Berlin, Stadt";"SFH"
"12623";"Berlin";1997;"erdgas";2005;156;14301,9;110,01;"Berlin, Stadt";"SFH"
"13587";"Berlin";1938;"erdgas";2005;216;22500;125;"Berlin, Stadt";"SFH"
"13509";"Berlin";1923;"erdgas";2006;73,2;10630,8;174,28;"Berlin, Stadt";"SFH"
"13591";"Berlin";1991;"heizoel";2005;144;15120;126;"Berlin, Stadt";"SFH"
"12247";"Berlin";1936;"heizoel";2005;264;33264;151,2;"Berlin, Stadt";"SFH"
"12683";"Berlin";1998;"erdgas";2006;144;8910;74,25;"Berlin, Stadt";"SFH"
"12357";"Berlin";1981;"heizoel";2006;229,5;30240;177,88;"Berlin, Stadt";"SFH"
"12209";"Berlin";1930;"heizoel";2006;276;49392;214,75;"Berlin, Stadt";"SFH"
"13589";"Berlin";1936;"fluessiggas";2006;132;13120;119,27;"Berlin, Stadt";"SFH"
"12355";"Berlin";1979;"heizoel";2006;192;25200;157,5;"Berlin, Stadt";"SFH"
"14165";"Berlin";1961;"heizoel";2005;108;25000,01;277,78;"Berlin, Stadt";"SFH"
"12683";"Berlin";1932;"fluessiggas";2006;72;19680;328;"Berlin, Stadt";"SFH"
"12349";"Berlin";1979;"heizoel";2005;144;21712,32;180,94;"Berlin, Stadt";"SFH"
"14165";"Berlin";1961;"heizoel";2006;144;23587,2;196,56;"Berlin, Stadt";"SFH"
"13503";"Berlin";2003;"erdgas";2006;216;17407,8;96,71;"Berlin, Stadt";"SFH"
"13407";"Berlin";1960;"erdgas";2006;81,6;12390;182,21;"Berlin, Stadt";"SFH"
"12107";"Berlin";1966;"erdgas";2005;396;37800;114,55;"Berlin, Stadt";"SFH"
"12589";"Berlin";1990;"heizoel";2006;300;30240;120,96;"Berlin, Stadt";"SFH"
"14089";"Berlin";1973;"heizoel";2005;108;23000,04;255,56;"Berlin, Stadt";"SFH"
"14163";"Berlin";1910;"erdgas";2006;300;54000;216;"Berlin, Stadt";"SFH"
"10969";"Berlin";1910;"erdgas";2005;103,2;16953,3;197,13;"Berlin, Stadt";"SFH"
"12621";"Berlin";1976;"erdgas";2005;151,2;12600;100;"Berlin, Stadt";"SFH"
"13437";"Berlin";1979;"erdgas";2006;120;12000;120;"Berlin, Stadt";"SFH"
"13599";"Berlin";1955;"heizoel";2006;102;11088;130,45;"Berlin, Stadt";"SFH"
"13465";"Berlin";1936;"heizoel";2005;144;19656;163,8;"Berlin, Stadt";"SFH"
"12587";"Berlin";1930;"erdgas";2005;216;30907,8;171,71;"Berlin, Stadt";"SFH"
"13627";"Berlin";1968;"heizoel";2005;108;15120;168;"Berlin, Stadt";"SFH"
"10829";"Berlin";1950;"heizoel";2006;192;38304;239,4;"Berlin, Stadt";"SFH"
"12487";"Berlin";1925;"erdgas";2005;120;19538,1;195,38;"Berlin, Stadt";"SFH"
"14109";"Berlin";1900;"heizoel";2006;300;30240;120,96;"Berlin, Stadt";"SFH"
"13437";"Berlin";2000;"heizoel";2005;144;29000,16;241,67;"Berlin, Stadt";"SFH"
"13129";"Berlin";1994;"erdgas";2006;168;15300;109,29;"Berlin, Stadt";"SFH"
"14165";"Berlin";1962;"heizoel";2005;110,4;30240;328,7;"Berlin, Stadt";"SFH"
"12683";"Berlin";1983;"erdgas";2005;180;18900;126;"Berlin, Stadt";"SFH"
"13125";"Berlin";1934;"erdgas";2005;132;18000;163,64;"Berlin, Stadt";"SFH"
"12623";"Berlin";1929;"erdgas";2005;156;42525;327,12;"Berlin, Stadt";"SFH"
"12623";"Berlin";1932;"erdgas";2005;120;20000;200;"Berlin, Stadt";"SFH"
"13407";"Berlin";1959;"heizoel";2005;240;35280;176,4;"Berlin, Stadt";"SFH"
"13129";"Berlin";1997;"erdgas";2006;168;11700;83,57;"Berlin, Stadt";"SFH"
"14089";"Berlin";1998;"heizoel";2006;444;74944,8;202,55;"Berlin, Stadt";"SFH"
"12681";"Berlin";1939;"erdgas";2005;168;13365;95,46;"Berlin, Stadt";"SFH"
"12623";"Berlin";1937;"erdgas";2006;204;45000;264,71;"Berlin, Stadt";"SFH"
"13465";"Berlin";1965;"erdgas";2006;240;33300;166,5;"Berlin, Stadt";"SFH"
"12309";"Berlin";1938;"erdgas";2005;132;33000;300;"Berlin, Stadt";"SFH"
"12526";"Berlin";1986;"erdgas";2006;247,2;33300;161,65;"Berlin, Stadt";"SFH"
"14089";"Berlin";1959;"heizoel";2005;96;20000,03;250;"Berlin, Stadt";"SFH"
"13503";"Berlin";1985;"fernwaerme";2005;224,4;35000;187,17;"Berlin, Stadt";"SFH"
"13465";"Berlin";1987;"heizoel";2005;156;26560,8;204,31;"Berlin, Stadt";"SFH"
"12623";"Berlin";1996;"erdgas";2006;132;20000;181,82;"Berlin, Stadt";"SFH"
"13403";"Berlin";1937;"heizoel";2005;168;28999,96;207,14;"Berlin, Stadt";"SFH"
"12309";"Berlin";1977;"heizoel";2006;156;25200;193,85;"Berlin, Stadt";"SFH"
"13465";"Berlin";1987;"heizoel";2006;156;29604,96;227,73;"Berlin, Stadt";"SFH"
"14129";"Berlin";1972;"heizoel";2005;300;60480;241,92;"Berlin, Stadt";"SFH"
"12307";"Berlin";1913;"heizoel";2006;240;30240;151,2;"Berlin, Stadt";"SFH"
"14089";"Berlin";1982;"heizoel";2006;292,95;34272;157,94;"Berlin, Stadt";"SFH"
"12555";"Berlin";2000;"heizoel";2005;240;50400;252;"Berlin, Stadt";"SFH"
"12203";"Berlin";1998;"erdgas";2006;150;16200;129,6;"Berlin, Stadt";"SFH"
"10365";"Berlin";1970;"fernwaerme";2006;62,4;5000;96,15;"Berlin, Stadt";"SFH"
"13509";"Berlin";1937;"heizoel";2005;156;22000;169,23;"Berlin, Stadt";"SFH"
"13053";"Berlin";1995;"erdgas";2005;144;18559,8;154,67;"Berlin, Stadt";"SFH"
"12555";"Berlin";1933;"erdgas";2005;180;35854,2;239,03;"Berlin, Stadt";"SFH"
"13465";"Berlin";1968;"heizoel";2006;160,8;9737,28;72,67;"Berlin, Stadt";"SFH"
"12555";"Berlin";1933;"erdgas";2006;180;33810,3;225,4;"Berlin, Stadt";"SFH"
"14163";"Berlin";1982;"heizoel";2005;144;33264;277,2;"Berlin, Stadt";"SFH"
"13053";"Berlin";1928;"erdgas";2005;132;18000;163,64;"Berlin, Stadt";"SFH"
"10119";"Berlin";1927;"erdgas";2005;192;11340;70,88;"Berlin, Stadt";"SFH"
"14089";"Berlin";1995;"erdgas";2005;168;14389,2;102,78;"Berlin, Stadt";"SFH"
"13353";"Berlin";1989;"heizoel";2006;132;38304;348,22;"Berlin, Stadt";"SFH"
"12559";"Berlin";1954;"fluessiggas";2006;108;20336;225,96;"Berlin, Stadt";"SFH"
"14109";"Berlin";1994;"heizoel";2006;187,2;20160;129,23;"Berlin, Stadt";"SFH"
"13589";"Berlin";1983;"heizoel";2006;163,2;30240;222,35;"Berlin, Stadt";"SFH"
"12359";"Berlin";1979;"heizoel";2006;198;20160;122,18;"Berlin, Stadt";"SFH"
"12589";"Berlin";1938;"erdgas";2006;120;14000;140;"Berlin, Stadt";"SFH"
"13359";"Berlin";1970;"heizoel";2006;156;9072;69,78;"Berlin, Stadt";"SFH"
"13467";"Berlin";1990;"heizoel";2005;300;34000,04;136;"Berlin, Stadt";"SFH"
"13587";"Berlin";1932;"heizoel";2006;337,5;20160;80,64;"Berlin, Stadt";"SFH"
"12209";"Berlin";1970;"heizoel";2005;174;28728;198,12;"Berlin, Stadt";"SFH"
"12526";"Berlin";1990;"heizoel";2006;103,2;15120;175,81;"Berlin, Stadt";"SFH"
"12355";"Berlin";1975;"heizoel";2005;240;30000;150;"Berlin, Stadt";"SFH"
"13583";"Berlin";1936;"erdgas";2005;72;14619,1;243,65;"Berlin, Stadt";"SFH"
"12247";"Berlin";1967;"heizoel";2006;98,4;8265,6;100,8;"Berlin, Stadt";"SFH"
"13503";"Berlin";1935;"erdgas";2005;120;10395;103,95;"Berlin, Stadt";"SFH"
"14163";"Berlin";2000;"erdgas";2006;192;15000;93,75;"Berlin, Stadt";"SFH"
"12305";"Berlin";1973;"heizoel";2005;108;21540,96;239,34;"Berlin, Stadt";"SFH"
"12621";"Berlin";1936;"erdgas";2006;108;14400;160;"Berlin, Stadt";"SFH"
"12589";"Berlin";1923;"erdgas";2005;96;11146,5;139,33;"Berlin, Stadt";"SFH"
"14089";"Berlin";1981;"heizoel";2005;168;20160;144;"Berlin, Stadt";"SFH"
"13158";"Berlin";1990;"erdgas";2005;144;18000;150;"Berlin, Stadt";"SFH"
"12247";"Berlin";1970;"heizoel";2006;240;63836,64;319,18;"Berlin, Stadt";"SFH"
"12623";"Berlin";1912;"erdgas";2005;120;16290;162,9;"Berlin, Stadt";"SFH"
"13581";"Berlin";2004;"erdgas";2005;132;16528,1;150,26;"Berlin, Stadt";"SFH"
"12347";"Berlin";1981;"heizoel";2005;216;36999,95;205,56;"Berlin, Stadt";"SFH"
"13587";"Berlin";1978;"heizoel";2006;120;30240;302,4;"Berlin, Stadt";"SFH"
"10965";"Berlin";1900;"erdgas";2005;90;22500;300;"Berlin, Stadt";"SFH"
"12623";"Berlin";1999;"erdgas";2006;128,4;6420;60;"Berlin, Stadt";"SFH"
"14197";"Berlin";1990;"heizoel";2006;78;25200;387,69;"Berlin, Stadt";"SFH"
"12351";"Berlin";1929;"heizoel";2006;252;30240;144;"Berlin, Stadt";"SFH"
"12524";"Berlin";1969;"erdgas";2006;168;27000;192,86;"Berlin, Stadt";"SFH"
"12623";"Berlin";1978;"heizoel";2005;168;25200;180;"Berlin, Stadt";"SFH"
"14109";"Berlin";1908;"heizoel";2005;114;15999,98;168,42;"Berlin, Stadt";"SFH"
"13465";"Berlin";1985;"heizoel";2006;144;17136;142,8;"Berlin, Stadt";"SFH"
"12524";"Berlin";1934;"heizoel";2005;96;14616;182,7;"Berlin, Stadt";"SFH"
"13589";"Berlin";1990;"heizoel";2006;132;28224;256,58;"Berlin, Stadt";"SFH"
"12555";"Berlin";1931;"erdgas";2005;156;22167,9;170,52;"Berlin, Stadt";"SFH"
"13503";"Berlin";1975;"heizoel";2006;264;65520;297,82;"Berlin, Stadt";"SFH"
"14167";"Berlin";1984;"heizoel";2006;138;18144;157,77;"Berlin, Stadt";"SFH"
"14169";"Berlin";1926;"erdgas";2006;138;27000;234,78;"Berlin, Stadt";"SFH"
"12309";"Berlin";1974;"heizoel";2006;180;25200;168;"Berlin, Stadt";"SFH"
"14109";"Berlin";1929;"heizoel";2005;288;38092,32;158,72;"Berlin, Stadt";"SFH"
"14055";"Berlin";1959;"heizoel";2005;192;34999,98;218,75;"Berlin, Stadt";"SFH"
"13055";"Berlin";1936;"erdgas";2005;120;22300;223;"Berlin, Stadt";"SFH"
"12349";"Berlin";1986;"heizoel";2006;180;19152;127,68;"Berlin, Stadt";"SFH"
"13127";"Berlin";1985;"heizoel";2006;108;15120;168;"Berlin, Stadt";"SFH"
"10405";"Berlin";1930;"heizoel";2005;300;20000,03;80;"Berlin, Stadt";"SFH"
"14167";"Berlin";1939;"heizoel";2006;156;30744;236,49;"Berlin, Stadt";"SFH"
"14165";"Berlin";1967;"heizoel";2005;129,6;20734,56;191,99;"Berlin, Stadt";"SFH"
"12101";"Berlin";1936;"erdgas";2005;139,2;23000;198,28;"Berlin, Stadt";"SFH"
"13591";"Berlin";1999;"heizoel";2006;300;25200;100,8;"Berlin, Stadt";"SFH"
"12305";"Berlin";1979;"heizoel";2005;180;25000,01;166,67;"Berlin, Stadt";"SFH"
"13053";"Berlin";1940;"erdgas";2006;156;23400;180;"Berlin, Stadt";"SFH"
"14163";"Berlin";1937;"erdgas";2006;204;21213;124,78;"Berlin, Stadt";"SFH"
"13437";"Berlin";1924;"erdgas";2006;192;16640;104;"Berlin, Stadt";"SFH"
"12357";"Berlin";1981;"heizoel";2006;240;25200;126;"Berlin, Stadt";"SFH"
"13467";"Berlin";1935;"heizoel";2005;144;35280;294;"Berlin, Stadt";"SFH"
"14165";"Berlin";1937;"erdgas";2006;297;55800;253,64;"Berlin, Stadt";"SFH"
"13467";"Berlin";1936;"heizoel";2005;228;50400;265,26;"Berlin, Stadt";"SFH"
"14169";"Berlin";1929;"erdgas";2006;132;16606,8;150,97;"Berlin, Stadt";"SFH"
"13509";"Berlin";1958;"erdgas";2006;144;13500;112,5;"Berlin, Stadt";"SFH"
"12683";"Berlin";1933;"heizoel";2005;192;42336;264,6;"Berlin, Stadt";"SFH"
"12161";"Berlin";2005;"fernwaerme";2006;192;16000;100;"Berlin, Stadt";"SFH"
"13156";"Berlin";2002;"erdgas";2005;162;8835,8;65,45;"Berlin, Stadt";"SFH"
"12305";"Berlin";1940;"heizoel";2006;138;27216;236,66;"Berlin, Stadt";"SFH"
"12683";"Berlin";1998;"erdgas";2006;144;14400;120;"Berlin, Stadt";"SFH"
"12555";"Berlin";1975;"erdgas";2006;120;21600;216;"Berlin, Stadt";"SFH"
"12587";"Berlin";1993;"erdgas";2005;160,8;33496,2;249,97;"Berlin, Stadt";"SFH"
"12351";"Berlin";1988;"heizoel";2006;180;24192;161,28;"Berlin, Stadt";"SFH"
"12527";"Berlin";2000;"erdgas";2005;231,6;55150,2;285,75;"Berlin, Stadt";"SFH"
"13437";"Berlin";1929;"heizoel";2006;144;30240;252;"Berlin, Stadt";"SFH"
"14129";"Berlin";1980;"erdgas";2006;192;24000;150;"Berlin, Stadt";"SFH"
"12205";"Berlin";1955;"erdgas";2005;198;36297;219,98;"Berlin, Stadt";"SFH"
"13129";"Berlin";1936;"erdgas";2006;240;26000;130;"Berlin, Stadt";"SFH"
"14195";"Berlin";1926;"heizoel";2006;300;80640;322,56;"Berlin, Stadt";"SFH"
"13407";"Berlin";1975;"erdgas";2005;1200;90000;90;"Berlin, Stadt";"SFH"
"12309";"Berlin";1979;"heizoel";2005;114;18144;190,99;"Berlin, Stadt";"SFH"
"13465";"Berlin";1930;"heizoel";2006;168;35280;252;"Berlin, Stadt";"SFH"
"13127";"Berlin";1974;"erdgas";2006;240;45000;225;"Berlin, Stadt";"SFH"
"12559";"Berlin";1999;"fernwaerme";2005;216;13000;72,22;"Berlin, Stadt";"SFH"
"12524";"Berlin";1999;"erdgas";2005;264;12600;57,27;"Berlin, Stadt";"SFH"
"13465";"Berlin";1936;"heizoel";2005;138;15000,05;130,44;"Berlin, Stadt";"SFH"
"13437";"Berlin";1936;"erdgas";2005;240;21420;107,1;"Berlin, Stadt";"SFH"
"13127";"Berlin";1999;"erdgas";2005;144;11700;97,5;"Berlin, Stadt";"SFH"
"14165";"Berlin";1937;"erdgas";2005;264;55800;253,64;"Berlin, Stadt";"SFH"
"13437";"Berlin";1908;"erdgas";2006;140,4;25335;216,54;"Berlin, Stadt";"SFH"
"10247";"Berlin";1990;"erdgas";2005;240;22500;112,5;"Berlin, Stadt";"SFH"
"12277";"Berlin";1936;"heizoel";2006;120;18144;181,44;"Berlin, Stadt";"SFH"
"13589";"Berlin";1979;"heizoel";2005;144;31248;260,4;"Berlin, Stadt";"SFH"
"12621";"Berlin";1997;"erdgas";2005;156;21300;163,85;"Berlin, Stadt";"SFH"
"12524";"Berlin";1930;"heizoel";2005;264;20000,03;90,91;"Berlin, Stadt";"SFH"
"12357";"Berlin";1989;"heizoel";2005;132;23000,04;209,09;"Berlin, Stadt";"SFH"
"12249";"Berlin";1936;"erdgas";2005;132;27000;245,45;"Berlin, Stadt";"SFH"
"12307";"Berlin";1936;"heizoel";2005;156;28999,96;223,08;"Berlin, Stadt";"SFH"
"12353";"Berlin";1974;"heizoel";2006;105,6;12096;137,45;"Berlin, Stadt";"SFH"
"12359";"Berlin";1930;"erdgas";2005;120;27000;270;"Berlin, Stadt";"SFH"
"13591";"Berlin";1983;"heizoel";2006;126;25200;240;"Berlin, Stadt";"SFH"
"12555";"Berlin";1975;"erdgas";2005;144;27900;232,5;"Berlin, Stadt";"SFH"
"13593";"Berlin";1978;"heizoel";2005;216;30240;168;"Berlin, Stadt";"SFH"
"13129";"Berlin";1936;"erdgas";2006;90;26000;346,67;"Berlin, Stadt";"SFH"
"13127";"Berlin";1997;"erdgas";2005;132;9280,8;84,37;"Berlin, Stadt";"SFH"
"12683";"Berlin";2004;"erdgas";2005;150;8100;64,8;"Berlin, Stadt";"SFH"
"13509";"Berlin";1974;"erdgas";2006;150;24300;194,4;"Berlin, Stadt";"SFH"
"10117";"Berlin";1928;"erdgas";2006;216;12600;70;"Berlin, Stadt";"SFH"
"12353";"Berlin";1974;"heizoel";2005;105,6;11108,16;126,23;"Berlin, Stadt";"SFH"
"12205";"Berlin";1935;"heizoel";2005;276;59999,99;260,87;"Berlin, Stadt";"SFH"
"13503";"Berlin";1980;"erdgas";2006;168;20000;142,86;"Berlin, Stadt";"SFH"
"12555";"Berlin";1920;"erdgas";2006;144;24560;204,67;"Berlin, Stadt";"SFH"
"13129";"Berlin";1981;"erdgas";2005;210,36;36950;210,78;"Berlin, Stadt";"SFH"
"13507";"Berlin";1937;"erdgas";2005;234;48080;246,56;"Berlin, Stadt";"SFH"
"13465";"Berlin";1972;"heizoel";2005;90;20000,03;266,67;"Berlin, Stadt";"SFH"
"13156";"Berlin";2000;"erdgas";2005;216;18985,5;105,48;"Berlin, Stadt";"SFH"
"12209";"Berlin";1938;"erdgas";2006;192;37000;231,25;"Berlin, Stadt";"SFH"
"12587";"Berlin";1937;"erdgas";2005;126;20700;197,14;"Berlin, Stadt";"SFH"
"13467";"Berlin";2002;"erdgas";2006;204;19320;113,65;"Berlin, Stadt";"SFH"
"12305";"Berlin";1973;"heizoel";2006;216;42336;235,2;"Berlin, Stadt";"SFH"
"13125";"Berlin";1924;"erdgas";2006;240;38000;190;"Berlin, Stadt";"SFH"
"13125";"Berlin";1939;"erdgas";2005;136,8;21468,6;188,32;"Berlin, Stadt";"SFH"
"13125";"Berlin";1939;"erdgas";2006;136,8;15019,2;131,75;"Berlin, Stadt";"SFH"
"14163";"Berlin";1936;"heizoel";2005;166,8;30240;217,55;"Berlin, Stadt";"SFH"
"10997";"Berlin";1961;"heizoel";2005;120;30240;302,4;"Berlin, Stadt";"SFH"
"13593";"Berlin";1978;"heizoel";2006;156;20160;155,08;"Berlin, Stadt";"SFH"
"12305";"Berlin";1964;"erdgas";2006;216;14000;77,78;"Berlin, Stadt";"SFH"
"10317";"Berlin";1935;"erdgas";2006;96;30000;375;"Berlin, Stadt";"SFH"
"12279";"Berlin";1978;"heizoel";2005;156;25000,01;192,31;"Berlin, Stadt";"SFH"
"13437";"Berlin";1960;"fernwaerme";2005;120;12000;120;"Berlin, Stadt";"SFH"
"12209";"Berlin";1979;"heizoel";2005;156;23184;178,34;"Berlin, Stadt";"SFH"
"12685";"Berlin";1995;"erdgas";2006;168;17820;127,29;"Berlin, Stadt";"SFH"
"13505";"Berlin";1937;"erdgas";2005;126;31000;295,24;"Berlin, Stadt";"SFH"
"12355";"Berlin";1975;"heizoel";2005;240;39999,96;200;"Berlin, Stadt";"SFH"
"12621";"Berlin";1932;"erdgas";2006;117,6;16382,7;167,17;"Berlin, Stadt";"SFH"
"12557";"Berlin";1988;"erdgas";2006;180;13500;90;"Berlin, Stadt";"SFH"
"14089";"Berlin";1973;"heizoel";2006;180;21168;141,12;"Berlin, Stadt";"SFH"
"13591";"Berlin";1938;"erdgas";2005;182,4;35250;231,91;"Berlin, Stadt";"SFH"
"13591";"Berlin";1938;"erdgas";2006;182,4;32970;216,91;"Berlin, Stadt";"SFH"
"13581";"Berlin";1973;"heizoel";2005;192;18144;113,4;"Berlin, Stadt";"SFH"
"13435";"Berlin";1990;"heizoel";2006;144;30240;252;"Berlin, Stadt";"SFH"
"13156";"Berlin";1929;"erdgas";2005;132;31680;288;"Berlin, Stadt";"SFH"
"12524";"Berlin";2001;"erdgas";2006;202,5;11250;75;"Berlin, Stadt";"SFH"
"12589";"Berlin";1929;"erdgas";2005;108;9000;100;"Berlin, Stadt";"SFH"
"14055";"Berlin";1957;"heizoel";2005;156;20160;155,08;"Berlin, Stadt";"SFH"
"13509";"Berlin";1940;"heizoel";2005;204;29292,48;172,31;"Berlin, Stadt";"SFH"
"13503";"Berlin";1985;"heizoel";2006;156;17136;131,82;"Berlin, Stadt";"SFH"
"13595";"Berlin";1934;"erdgas";2005;174;22680;156,41;"Berlin, Stadt";"SFH"
"13469";"Berlin";1959;"heizoel";2005;132;12000,04;109,09;"Berlin, Stadt";"SFH"
"13591";"Berlin";1936;"heizoel";2006;120;14112;141,12;"Berlin, Stadt";"SFH"
"12621";"Berlin";1992;"erdgas";2005;300;53800;215,2;"Berlin, Stadt";"SFH"
"12209";"Berlin";1976;"heizoel";2005;198;20160;122,18;"Berlin, Stadt";"SFH"
"13591";"Berlin";1999;"erdgas";2005;144;13230;110,25;"Berlin, Stadt";"SFH"
"13587";"Berlin";1932;"erdgas";2006;96;13250,7;165,63;"Berlin, Stadt";"SFH"
"14089";"Berlin";1964;"heizoel";2006;180;17136;114,24;"Berlin, Stadt";"SFH"
"14167";"Berlin";1974;"heizoel";2005;144;30240;252;"Berlin, Stadt";"SFH"
"13469";"Berlin";1940;"erdgas";2006;156;13500;103,85;"Berlin, Stadt";"SFH"
"12207";"Berlin";1962;"heizoel";2006;126;12096;115,2;"Berlin, Stadt";"SFH"
"13189";"Berlin";1965;"erdgas";2005;174;32400;223,45;"Berlin, Stadt";"SFH"
"12349";"Berlin";1933;"heizoel";2006;300;62496;249,98;"Berlin, Stadt";"SFH"
"13507";"Berlin";1995;"heizoel";2005;108;25000,01;277,78;"Berlin, Stadt";"SFH"
"12355";"Berlin";1974;"heizoel";2006;168;16128;115,2;"Berlin, Stadt";"SFH"
"13509";"Berlin";1962;"heizoel";2005;108;15120;168;"Berlin, Stadt";"SFH"
"12621";"Berlin";1940;"erdgas";2005;240;40000;200;"Berlin, Stadt";"SFH"
"12249";"Berlin";1982;"heizoel";2005;156;30000;230,77;"Berlin, Stadt";"SFH"
"10715";"Berlin";1910;"erdgas";2005;180;27000;180;"Berlin, Stadt";"SFH"
"12309";"Berlin";1937;"heizoel";2005;120;12096;120,96;"Berlin, Stadt";"SFH"
"12487";"Berlin";2005;"erdgas";2006;120;9900;99;"Berlin, Stadt";"SFH"
"13407";"Berlin";1930;"erdgas";2006;100,8;20840;248,1;"Berlin, Stadt";"SFH"
"13125";"Berlin";1999;"erdgas";2005;139,2;20248,2;174,55;"Berlin, Stadt";"SFH"
"12205";"Berlin";1981;"heizoel";2005;270;25200;112;"Berlin, Stadt";"SFH"
"13591";"Berlin";1995;"heizoel";2005;108;15120;168;"Berlin, Stadt";"SFH"
"14195";"Berlin";1958;"heizoel";2006;192;24222,24;151,39;"Berlin, Stadt";"SFH"
"13357";"Berlin";1978;"erdgas";2005;36;3052,4;101,75;"Berlin, Stadt";"SFH"
"12307";"Berlin";1988;"erdgas";2005;288;48366,9;201,53;"Berlin, Stadt";"SFH"
"13593";"Berlin";1972;"heizoel";2006;144;28334,88;236,12;"Berlin, Stadt";"SFH"
"13439";"Berlin";1980;"heizoel";2006;108;8064;89,6;"Berlin, Stadt";"SFH"
"14129";"Berlin";1932;"heizoel";2006;288;50400;210;"Berlin, Stadt";"SFH"
"12309";"Berlin";1984;"heizoel";2006;144;19152;159,6;"Berlin, Stadt";"SFH"
"12355";"Berlin";1983;"heizoel";2005;180;21168;141,12;"Berlin, Stadt";"SFH"
"13503";"Berlin";1962;"heizoel";2005;192;44352;277,2;"Berlin, Stadt";"SFH"
"12277";"Berlin";1995;"erdgas";2006;337,5;49500;198;"Berlin, Stadt";"SFH"
