"sto_plz";"bundesland";"gebaeude_baujahr";"energietraeger";"abrechnungsjahr";"gebaeude_nutzflaeche";"verbrauch_gesamt_kwh";"verbrauch_gesamt_kwh_spez";"Landkreis_von_GS";"gtype"
"10367";"Berlin";1958;"erdgas";2011;1148,76;124890;130,46;"Berlin, Stadt";"MFH"
"10825";"Berlin";1964;"heizoel";2006;1344;181742,4;162,27;"Berlin, Stadt";"MFH"
"14197";"Berlin";1920;"heizoel";2005;1041,6;2e+05;230,41;"Berlin, Stadt";"MFH"
"10179";"Berlin";2000;"heizoel";2003;1200;28999,96;29;"Berlin, Stadt";"MFH"
"12587";"Berlin";1905;"erdgas";2007;2018,5;155115;92,22;"Berlin, Stadt";"MFH"
"12557";"Berlin";1998;"fernwaerme";2008;3696,85;367020;119,13;"Berlin, Stadt";"MFH"
"10365";"Berlin";1975;"erdgas";2005;14601,22;973638;80,02;"Berlin, Stadt";"MFH"
"10711";"Berlin";1901;"fernwaerme";2007;3393,6;223295;78,96;"Berlin, Stadt";"MFH"
"13086";"Berlin";1997;"erdgas";2004;2176,19;176250,6;97,19;"Berlin, Stadt";"MFH"
"13503";"Berlin";1968;"heizoel";2006;600;82656;165,31;"Berlin, Stadt";"MFH"
"10555";"Berlin";1960;"heizoel";2003;1729,2;270053,28;187,41;"Berlin, Stadt";"MFH"
"12587";"Berlin";1908;"erdgas";2008;666;76760;138,31;"Berlin, Stadt";"MFH"
"13125";"Berlin";1910;"fernwaerme";2012;1443,6;144000;119,7;"Berlin, Stadt";"MFH"
"10115";"Berlin";1950;"fernwaerme";2008;5829,6;609000;125,36;"Berlin, Stadt";"MFH"
"10247";"Berlin";1996;"fernwaerme";2004;3588,86;224136;74,94;"Berlin, Stadt";"MFH"
"12051";"Berlin";1910;"heizoel";2011;2898;403240,32;166,97;"Berlin, Stadt";"MFH"
"12207";"Berlin";1990;"heizoel";2008;3343,39;473971,68;170,12;"Berlin, Stadt";"MFH"
"10115";"Berlin";1959;"erdgas";2009;2770,08;272549,7;118,07;"Berlin, Stadt";"MFH"
"13599";"Berlin";1913;"fernwaerme";2010;14164,8;1463070;123,95;"Berlin, Stadt";"MFH"
"10719";"Berlin";1912;"fernwaerme";2009;3000;270681;108,27;"Berlin, Stadt";"MFH"
"12459";"Berlin";1920;"erdgas";2012;1246,8;174836,7;168,27;"Berlin, Stadt";"MFH"
"12109";"Berlin";1964;"heizoel";2013;4800;403200;100,8;"Berlin, Stadt";"MFH"
"10827";"Berlin";1910;"heizoel";2010;2611,2;266162,4;122,32;"Berlin, Stadt";"MFH"
"10709";"Berlin";1973;"heizoel";2004;2293,76;432239,98;226,13;"Berlin, Stadt";"MFH"
"10247";"Berlin";1904;"erdgas";2006;2450,4;322200;157,79;"Berlin, Stadt";"MFH"
"10587";"Berlin";1950;"heizoel";2005;2149,2;254671,2;142,19;"Berlin, Stadt";"MFH"
"10627";"Berlin";1920;"heizoel";2009;3441,6;357164,64;124,53;"Berlin, Stadt";"MFH"
"12163";"Berlin";1900;"erdgas";2011;977;81415,8;100;"Berlin, Stadt";"MFH"
"10829";"Berlin";1918;"erdgas";2006;1201,2;180000;179,82;"Berlin, Stadt";"MFH"
"13189";"Berlin";1995;"erdgas";2010;336;16714,8;59,7;"Berlin, Stadt";"MFH"
"14052";"Berlin";1928;"erdgas";2015;384;64170;200,53;"Berlin, Stadt";"MFH"
"12277";"Berlin";1975;"fernwaerme";2010;10310,4;1096000;127,56;"Berlin, Stadt";"MFH"
"12557";"Berlin";1980;"fernwaerme";2009;3252;259000;95,57;"Berlin, Stadt";"MFH"
"13595";"Berlin";1900;"heizoel";2007;958,8;106787,52;133,65;"Berlin, Stadt";"MFH"
"13597";"Berlin";1957;"fernwaerme";2012;3109,2;463140;178,75;"Berlin, Stadt";"MFH"
"12169";"Berlin";1961;"heizoel";2002;2071,2;389449,97;225,64;"Berlin, Stadt";"MFH"
"13409";"Berlin";1950;"heizoel";2012;1554;214603,2;165,72;"Berlin, Stadt";"MFH"
"12559";"Berlin";1997;"fernwaerme";2003;817,46;93450;137,18;"Berlin, Stadt";"MFH"
"12353";"Berlin";1995;"erdgas";2011;16540,8;2419750;175,55;"Berlin, Stadt";"MFH"
"12207";"Berlin";1966;"heizoel";2005;575,28;81809,99;170,65;"Berlin, Stadt";"MFH"
"12524";"Berlin";1996;"fernwaerme";2004;17246,53;1861560;129,53;"Berlin, Stadt";"MFH"
"10829";"Berlin";1920;"heizoel";2012;808,8;131040;194,42;"Berlin, Stadt";"MFH"
"12207";"Berlin";1928;"heizoel";2007;360;50400;168;"Berlin, Stadt";"MFH"
"13088";"Berlin";1919;"fernwaerme";2008;6477,49;813610;150,73;"Berlin, Stadt";"MFH"
"12349";"Berlin";1975;"heizoel";2008;4990,8;740799,36;178,12;"Berlin, Stadt";"MFH"
"10829";"Berlin";2000;"heizoel";2007;1200;100800;100,8;"Berlin, Stadt";"MFH"
"12353";"Berlin";1970;"fernwaerme";2006;3622,46;468980;155,36;"Berlin, Stadt";"MFH"
"10999";"Berlin";1900;"fernwaerme";2011;2725,2;154400;67,99;"Berlin, Stadt";"MFH"
"10437";"Berlin";1900;"erdgas";2008;3312;266562,9;96,58;"Berlin, Stadt";"MFH"
"12589";"Berlin";1900;"erdgas";2008;414;41400;120;"Berlin, Stadt";"MFH"
"13088";"Berlin";1929;"fernwaerme";2009;6476,4;790000;146,38;"Berlin, Stadt";"MFH"
"12167";"Berlin";1956;"fernwaerme";2007;5852,54;616000;126,3;"Berlin, Stadt";"MFH"
"12524";"Berlin";1991;"fernwaerme";2005;37198,5;3721560;120,06;"Berlin, Stadt";"MFH"
"12679";"Berlin";1982;"fernwaerme";2007;8398,8;508810;72,7;"Berlin, Stadt";"MFH"
"13407";"Berlin";2000;"fernwaerme";2009;3491,88;354980;121,99;"Berlin, Stadt";"MFH"
"12167";"Berlin";1961;"fernwaerme";2007;725,17;66120;109,41;"Berlin, Stadt";"MFH"
"13407";"Berlin";1984;"heizoel";2009;5833,2;757804,32;155,89;"Berlin, Stadt";"MFH"
"10781";"Berlin";1906;"erdgas";2010;3708;408484,8;132,2;"Berlin, Stadt";"MFH"
"12209";"Berlin";1991;"erdgas";2011;870,66;110323,8;152,06;"Berlin, Stadt";"MFH"
"13409";"Berlin";1973;"heizoel";2008;540;70560;156,8;"Berlin, Stadt";"MFH"
"12051";"Berlin";1897;"heizoel";2005;946,8;81999,99;103,93;"Berlin, Stadt";"MFH"
"12627";"Berlin";1989;"fernwaerme";2005;9111,01;589420;77,63;"Berlin, Stadt";"MFH"
"12159";"Berlin";1930;"fernwaerme";2015;9988,8;855100;102,72;"Berlin, Stadt";"MFH"
"10243";"Berlin";1991;"erdgas";2010;12883,2;1282493,7;119,46;"Berlin, Stadt";"MFH"
"10587";"Berlin";1904;"fernwaerme";2007;2823,6;371320;157,81;"Berlin, Stadt";"MFH"
"13187";"Berlin";1910;"fernwaerme";2009;2570,4;269000;125,58;"Berlin, Stadt";"MFH"
"13507";"Berlin";1930;"heizoel";2006;300;37296;149,18;"Berlin, Stadt";"MFH"
"12353";"Berlin";1970;"fernwaerme";2007;8853,38;776679;105,27;"Berlin, Stadt";"MFH"
"13467";"Berlin";1904;"heizoel";2006;540;70560;156,8;"Berlin, Stadt";"MFH"
"12527";"Berlin";1998;"erdgas";2005;480;6000;15;"Berlin, Stadt";"MFH"
"14199";"Berlin";1980;"fernwaerme";2006;4738,8;532513;134,85;"Berlin, Stadt";"MFH"
"12169";"Berlin";1935;"heizoel";2004;29463,6;5316000,48;216,51;"Berlin, Stadt";"MFH"
"10243";"Berlin";1911;"erdgas";2011;2512,8;218790;104,48;"Berlin, Stadt";"MFH"
"14129";"Berlin";1929;"erdgas";2012;8349,96;1372301,1;197,22;"Berlin, Stadt";"MFH"
"14163";"Berlin";1905;"heizoel";2008;1373,78;299043,36;261,21;"Berlin, Stadt";"MFH"
"13125";"Berlin";2004;"erdgas";2006;396;18000;54,55;"Berlin, Stadt";"MFH"
"13187";"Berlin";1900;"erdgas";2005;2093,87;274520;157,33;"Berlin, Stadt";"MFH"
"10555";"Berlin";1940;"fernwaerme";2003;8655,6;1500000;207,96;"Berlin, Stadt";"MFH"
"10997";"Berlin";1918;"erdgas";2009;1767,6;172490,4;117,1;"Berlin, Stadt";"MFH"
"13187";"Berlin";1960;"fernwaerme";2007;2049,6;145520;85,2;"Berlin, Stadt";"MFH"
"13347";"Berlin";1900;"fernwaerme";2004;13313,6;1208000;108,88;"Berlin, Stadt";"MFH"
"13189";"Berlin";1908;"erdgas";2004;1083,6;90000;99,67;"Berlin, Stadt";"MFH"
"10437";"Berlin";1900;"heizoel";2014;2400;60480;30,24;"Berlin, Stadt";"MFH"
"10318";"Berlin";1920;"erdgas";2004;2111,1;250641;142,47;"Berlin, Stadt";"MFH"
"14129";"Berlin";1904;"heizoel";2011;600;90720;181,44;"Berlin, Stadt";"MFH"
"13088";"Berlin";1950;"fernwaerme";2010;6476,4;912000;168,98;"Berlin, Stadt";"MFH"
"14195";"Berlin";1912;"heizoel";2003;3600;740000,02;246,67;"Berlin, Stadt";"MFH"
"10781";"Berlin";1953;"erdgas";2007;1980;250000;151,52;"Berlin, Stadt";"MFH"
"13156";"Berlin";1997;"erdgas";2009;2934;266438,7;108,97;"Berlin, Stadt";"MFH"
"12249";"Berlin";2000;"erdgas";2009;960;225000;281,25;"Berlin, Stadt";"MFH"
"13158";"Berlin";1997;"fernwaerme";2006;1163,27;108000;111,41;"Berlin, Stadt";"MFH"
"12589";"Berlin";1997;"erdgas";2005;678,02;59990;106,17;"Berlin, Stadt";"MFH"
"12353";"Berlin";1970;"fernwaerme";2006;10350,53;940856;109,08;"Berlin, Stadt";"MFH"
"12349";"Berlin";1975;"heizoel";2007;4990,8;471058,56;113,26;"Berlin, Stadt";"MFH"
"12349";"Berlin";1979;"heizoel";2007;300;36136,8;144,55;"Berlin, Stadt";"MFH"
"14109";"Berlin";1932;"erdgas";2009;1164;202690;208,96;"Berlin, Stadt";"MFH"
"13053";"Berlin";1930;"erdgas";2003;5284,8;593874;134,85;"Berlin, Stadt";"MFH"
"12589";"Berlin";1995;"erdgas";2008;903,6;132468,3;175,92;"Berlin, Stadt";"MFH"
"10997";"Berlin";1900;"heizoel";2011;1557,6;141240,96;108,81;"Berlin, Stadt";"MFH"
"12101";"Berlin";1954;"heizoel";2007;5461,2;472620,96;103,85;"Berlin, Stadt";"MFH"
"10437";"Berlin";2001;"erdgas";2008;1101,59;69492,6;75,7;"Berlin, Stadt";"MFH"
"12687";"Berlin";1979;"fernwaerme";2008;7209,6;653703;108,81;"Berlin, Stadt";"MFH"
"10247";"Berlin";1965;"fernwaerme";2008;5287,15;261551;59,36;"Berlin, Stadt";"MFH"
"10961";"Berlin";1905;"heizoel";2007;2160;312480;173,6;"Berlin, Stadt";"MFH"
"12557";"Berlin";1998;"erdgas";2009;1682,66;227620;162,33;"Berlin, Stadt";"MFH"
"10829";"Berlin";1910;"heizoel";2005;1201,2;250000,03;249,75;"Berlin, Stadt";"MFH"
"12309";"Berlin";1973;"heizoel";2010;1938;212425,92;131,53;"Berlin, Stadt";"MFH"
"12163";"Berlin";1976;"heizoel";2007;744,48;166592,16;268,52;"Berlin, Stadt";"MFH"
"10437";"Berlin";1900;"erdgas";2006;3036,12;306000;120,94;"Berlin, Stadt";"MFH"
"12489";"Berlin";1994;"erdgas";2012;2422,12;262870;130,23;"Berlin, Stadt";"MFH"
"10437";"Berlin";1910;"erdgas";2008;3093,6;268674,3;104,22;"Berlin, Stadt";"MFH"
"12359";"Berlin";1956;"heizoel";2007;1596,23;202678,56;152,37;"Berlin, Stadt";"MFH"
"14165";"Berlin";1952;"erdgas";2003;30087,6;3607462,8;143,88;"Berlin, Stadt";"MFH"
"12249";"Berlin";1970;"heizoel";2004;399,38;47779,2;143,56;"Berlin, Stadt";"MFH"
"10243";"Berlin";2005;"fernwaerme";2011;2914,8;97792;40,26;"Berlin, Stadt";"MFH"
"10365";"Berlin";1904;"erdgas";2008;978,6;34920;42,82;"Berlin, Stadt";"MFH"
"12683";"Berlin";1995;"erdgas";2007;1393,54;188735,4;162,52;"Berlin, Stadt";"MFH"
"12247";"Berlin";1910;"heizoel";2006;1492,8;205964,64;165,57;"Berlin, Stadt";"MFH"
"14165";"Berlin";1930;"erdgas";2005;1440;152031,6;126,69;"Berlin, Stadt";"MFH"
"12207";"Berlin";1928;"heizoel";2006;1902;163316,16;103,04;"Berlin, Stadt";"MFH"
"10997";"Berlin";1867;"erdgas";2012;553,2;27743,4;60,18;"Berlin, Stadt";"MFH"
"12165";"Berlin";1902;"fernwaerme";2006;1560;234000;180;"Berlin, Stadt";"MFH"
"10963";"Berlin";1956;"heizoel";2012;756;60480;96;"Berlin, Stadt";"MFH"
"13505";"Berlin";1993;"erdgas";2007;1610,4;295783,2;220,4;"Berlin, Stadt";"MFH"
"12307";"Berlin";1983;"heizoel";2002;480;85000;212,5;"Berlin, Stadt";"MFH"
"10405";"Berlin";1996;"heizoel";2008;1201,2;151200;151,05;"Berlin, Stadt";"MFH"
"14059";"Berlin";1900;"erdgas";2009;862,8;117000;162,73;"Berlin, Stadt";"MFH"
"10435";"Berlin";1980;"erdgas";2002;1201,2;212500,85;212,29;"Berlin, Stadt";"MFH"
"14193";"Berlin";1978;"heizoel";2004;2001,6;299999,95;179,86;"Berlin, Stadt";"MFH"
"12161";"Berlin";1904;"fernwaerme";2008;2024,4;220000;130,41;"Berlin, Stadt";"MFH"
"12555";"Berlin";1976;"fernwaerme";2004;2499,6;235000;112,82;"Berlin, Stadt";"MFH"
"10439";"Berlin";1918;"erdgas";2007;2126,54;180050;101,6;"Berlin, Stadt";"MFH"
"10319";"Berlin";1964;"fernwaerme";2009;9137,41;603030;79,19;"Berlin, Stadt";"MFH"
"10551";"Berlin";1912;"fernwaerme";2012;3766,8;331547;105,62;"Berlin, Stadt";"MFH"
"12305";"Berlin";1965;"heizoel";2011;2400;231840;115,92;"Berlin, Stadt";"MFH"
"10967";"Berlin";1900;"heizoel";2011;4207,2;456190,56;130,12;"Berlin, Stadt";"MFH"
"12209";"Berlin";1968;"heizoel";2008;715,2;132975,36;223,11;"Berlin, Stadt";"MFH"
"10965";"Berlin";1895;"heizoel";2006;2214;187921,44;101,85;"Berlin, Stadt";"MFH"
"10405";"Berlin";1998;"erdgas";2004;1722;202891,5;141,39;"Berlin, Stadt";"MFH"
"12169";"Berlin";1965;"erdgas";2009;932,4;138051;177,67;"Berlin, Stadt";"MFH"
"10961";"Berlin";1890;"erdgas";2009;2520;270000;128,57;"Berlin, Stadt";"MFH"
"10553";"Berlin";1920;"fernwaerme";2003;2286;234516;123,11;"Berlin, Stadt";"MFH"
"14057";"Berlin";1918;"fernwaerme";2006;2619,6;137758;63,1;"Berlin, Stadt";"MFH"
"12103";"Berlin";1994;"fernwaerme";2007;3120;249000;95,77;"Berlin, Stadt";"MFH"
"10559";"Berlin";1895;"erdgas";2005;2059,2;361982,2;210,95;"Berlin, Stadt";"MFH"
"10245";"Berlin";1918;"fernwaerme";2012;3285,6;364172;133,01;"Berlin, Stadt";"MFH"
"12435";"Berlin";1918;"fernwaerme";2014;2096,4;168284;96,33;"Berlin, Stadt";"MFH"
"13595";"Berlin";1950;"heizoel";2004;558;110000,02;236,56;"Berlin, Stadt";"MFH"
"13585";"Berlin";1910;"erdgas";2002;1050,02;187554,2;214,34;"Berlin, Stadt";"MFH"
"10553";"Berlin";1983;"fernwaerme";2015;2451,6;239353;117,16;"Berlin, Stadt";"MFH"
"10437";"Berlin";1920;"nahwaerme";2009;3224,98;306634;114,09;"Berlin, Stadt";"MFH"
"13189";"Berlin";2010;"fernwaerme";2011;2673,6;151853;68,16;"Berlin, Stadt";"MFH"
"10115";"Berlin";1905;"erdgas";2012;1719,6;232624,8;162,33;"Berlin, Stadt";"MFH"
"12163";"Berlin";1996;"erdgas";2004;1148,4;96692,4;101,04;"Berlin, Stadt";"MFH"
"10961";"Berlin";1978;"heizoel";2003;1147,2;2e+05;209,21;"Berlin, Stadt";"MFH"
"12679";"Berlin";1998;"fernwaerme";2005;15433,2;1e+06;77,75;"Berlin, Stadt";"MFH"
"13051";"Berlin";1984;"fernwaerme";2011;11566,8;730000;75,73;"Berlin, Stadt";"MFH"
"12524";"Berlin";1985;"fluessiggas";2009;448,8;113455,2;303,36;"Berlin, Stadt";"MFH"
"14195";"Berlin";1921;"erdgas";2005;720;90000;150;"Berlin, Stadt";"MFH"
"12619";"Berlin";1980;"fernwaerme";2009;3816;428000;134,59;"Berlin, Stadt";"MFH"
"12159";"Berlin";1895;"heizoel";2011;420;45360;129,6;"Berlin, Stadt";"MFH"
"10999";"Berlin";1916;"erdgas";2002;3110,4;312791,51;120,68;"Berlin, Stadt";"MFH"
"14163";"Berlin";1910;"heizoel";2012;998,4;197195,04;237,01;"Berlin, Stadt";"MFH"
"10315";"Berlin";1930;"fernwaerme";2008;8006,75;786060;117,81;"Berlin, Stadt";"MFH"
"14165";"Berlin";1965;"heizoel";2010;1800;100800;67,2;"Berlin, Stadt";"MFH"
"13189";"Berlin";1929;"fernwaerme";2008;11625,6;1283430;132,47;"Berlin, Stadt";"MFH"
"12167";"Berlin";1970;"erdgas";2003;1200;212500;212,5;"Berlin, Stadt";"MFH"
"12555";"Berlin";1996;"fernwaerme";2010;6774,28;679007;120,28;"Berlin, Stadt";"MFH"
"10243";"Berlin";2005;"fernwaerme";2010;2914,8;139628;57,48;"Berlin, Stadt";"MFH"
"10717";"Berlin";1972;"fernwaerme";2006;1200;98000;98;"Berlin, Stadt";"MFH"
"10559";"Berlin";1908;"fernwaerme";2004;1200;1e+05;100;"Berlin, Stadt";"MFH"
"13088";"Berlin";1908;"erdgas";2004;1782;222860;150,07;"Berlin, Stadt";"MFH"
"13405";"Berlin";1954;"erdgas";2012;1311,83;154639,72;141,46;"Berlin, Stadt";"MFH"
"10999";"Berlin";1889;"erdgas";2006;2016,06;170346,6;101,39;"Berlin, Stadt";"MFH"
"12351";"Berlin";1964;"fernwaerme";2005;3604,22;561290;186,88;"Berlin, Stadt";"MFH"
"10119";"Berlin";1880;"erdgas";2004;16080;1413000;105,45;"Berlin, Stadt";"MFH"
"14129";"Berlin";1930;"fernwaerme";2013;5566,8;1085682;234,03;"Berlin, Stadt";"MFH"
"14059";"Berlin";1930;"erdgas";2005;2618,4;222974,1;102,19;"Berlin, Stadt";"MFH"
"13357";"Berlin";1954;"fernwaerme";2007;8176,8;456918;67,06;"Berlin, Stadt";"MFH"
"13189";"Berlin";1930;"fernwaerme";2007;6253,2;128000;24,56;"Berlin, Stadt";"MFH"
"12437";"Berlin";1930;"erdgas";2008;1800;232000;154,67;"Berlin, Stadt";"MFH"
"10629";"Berlin";1905;"fernwaerme";2009;2728,8;264941;116,51;"Berlin, Stadt";"MFH"
"13509";"Berlin";1911;"heizoel";2012;652,36;98844,48;181,82;"Berlin, Stadt";"MFH"
"10247";"Berlin";1950;"erdgas";2007;1080;118800;132;"Berlin, Stadt";"MFH"
"12437";"Berlin";1960;"erdgas";2007;2137,2;207320;116,41;"Berlin, Stadt";"MFH"
"10781";"Berlin";1901;"heizoel";2011;1732,8;219844,8;152,25;"Berlin, Stadt";"MFH"
"13509";"Berlin";1920;"fernwaerme";2016;1545,6;321646;249,72;"Berlin, Stadt";"MFH"
"10243";"Berlin";1900;"erdgas";2005;1311,6;71100;65,05;"Berlin, Stadt";"MFH"
"12621";"Berlin";1994;"erdgas";2009;652,72;121928,45;224,16;"Berlin, Stadt";"MFH"
"13189";"Berlin";1930;"erdgas";2009;2678,54;320348,7;143,51;"Berlin, Stadt";"MFH"
"13055";"Berlin";1991;"erdgas";2008;5160;598635,9;139,22;"Berlin, Stadt";"MFH"
"12587";"Berlin";2005;"erdgas";2004;960;110700;138,38;"Berlin, Stadt";"MFH"
"10318";"Berlin";1998;"erdgas";2002;685,2;82427,9;144,36;"Berlin, Stadt";"MFH"
"13593";"Berlin";1964;"heizoel";2011;5301,6;591363,36;133,85;"Berlin, Stadt";"MFH"
"10367";"Berlin";1930;"fernwaerme";2009;900;1e+05;133,33;"Berlin, Stadt";"MFH"
"12439";"Berlin";1930;"erdgas";2009;1126,7;121670;129,59;"Berlin, Stadt";"MFH"
"13189";"Berlin";1908;"erdgas";2005;1083,6;90000;99,67;"Berlin, Stadt";"MFH"
"13509";"Berlin";1933;"fernwaerme";2009;6931,92;790000;136,76;"Berlin, Stadt";"MFH"
"12247";"Berlin";1968;"heizoel";2010;1668;209936,16;151,03;"Berlin, Stadt";"MFH"
"10589";"Berlin";1912;"fernwaerme";2004;4026;458458;136,65;"Berlin, Stadt";"MFH"
"13357";"Berlin";1905;"erdgas";2010;4214,4;783430,2;223,07;"Berlin, Stadt";"MFH"
"12057";"Berlin";1977;"fernwaerme";2005;19863,83;4235000;255,84;"Berlin, Stadt";"MFH"
"12437";"Berlin";1900;"heizoel";2011;1246,08;203515,2;195,99;"Berlin, Stadt";"MFH"
"14167";"Berlin";1995;"erdgas";2008;950,4;123140;155,48;"Berlin, Stadt";"MFH"
"12247";"Berlin";1968;"heizoel";2011;1668;161804,16;116,41;"Berlin, Stadt";"MFH"
"13349";"Berlin";1965;"erdgas";2007;2460;662857,2;323,34;"Berlin, Stadt";"MFH"
"12555";"Berlin";1996;"erdgas";2004;557,74;72380,7;155,73;"Berlin, Stadt";"MFH"
"12459";"Berlin";1949;"fernwaerme";2011;780;31659;48,71;"Berlin, Stadt";"MFH"
"12047";"Berlin";1920;"heizoel";2005;1800;299999,95;200;"Berlin, Stadt";"MFH"
"10787";"Berlin";1969;"fernwaerme";2004;14987,14;3335549;267,07;"Berlin, Stadt";"MFH"
"13595";"Berlin";1936;"fernwaerme";2007;11716,8;1578000;161,61;"Berlin, Stadt";"MFH"
"13509";"Berlin";1927;"fernwaerme";2007;11038,8;983000;106,86;"Berlin, Stadt";"MFH"
"12355";"Berlin";1970;"heizoel";2002;2818,8;269999,96;114,94;"Berlin, Stadt";"MFH"
"12161";"Berlin";1906;"heizoel";2004;2300,4;511999,99;267,08;"Berlin, Stadt";"MFH"
"12209";"Berlin";1906;"erdgas";2005;480;106832,3;267,08;"Berlin, Stadt";"MFH"
"10779";"Berlin";1958;"heizoel";2005;1402,8;152268,48;130,26;"Berlin, Stadt";"MFH"
"10555";"Berlin";1900;"fernwaerme";2006;2287,2;210434;110,4;"Berlin, Stadt";"MFH"
"10119";"Berlin";1995;"erdgas";2011;1920;166360;103,98;"Berlin, Stadt";"MFH"
"13059";"Berlin";1985;"fernwaerme";2011;10249,2;685917;80,31;"Berlin, Stadt";"MFH"
"14169";"Berlin";1970;"heizoel";2004;1015,2;228820,03;270,47;"Berlin, Stadt";"MFH"
"12247";"Berlin";1973;"heizoel";2015;4536;808385,76;213,86;"Berlin, Stadt";"MFH"
"12627";"Berlin";1996;"fernwaerme";2007;2214;190780;103,4;"Berlin, Stadt";"MFH"
"13086";"Berlin";1933;"erdgas";2006;398,4;54430,2;163,95;"Berlin, Stadt";"MFH"
"12103";"Berlin";1958;"heizoel";2008;18922,12;2560642,56;162,39;"Berlin, Stadt";"MFH"
"10439";"Berlin";1920;"erdgas";2007;6306;407920,5;77,63;"Berlin, Stadt";"MFH"
"12203";"Berlin";1926;"fernwaerme";2005;1080;94890;105,43;"Berlin, Stadt";"MFH"
"10245";"Berlin";1903;"erdgas";2007;4218;420000;119,49;"Berlin, Stadt";"MFH"
"14163";"Berlin";1910;"heizoel";2009;1920;161280;100,8;"Berlin, Stadt";"MFH"
"12353";"Berlin";1968;"fernwaerme";2009;10150,21;890810;105,31;"Berlin, Stadt";"MFH"
"14050";"Berlin";1956;"erdgas";2010;667,2;202186,8;363,65;"Berlin, Stadt";"MFH"
"10117";"Berlin";1990;"fernwaerme";2010;1486,86;148938;120,2;"Berlin, Stadt";"MFH"
"13187";"Berlin";1903;"erdgas";2003;2817,6;286836,3;122,16;"Berlin, Stadt";"MFH"
"10553";"Berlin";1900;"fernwaerme";2004;3600;350000;116,67;"Berlin, Stadt";"MFH"
"14057";"Berlin";1900;"erdgas";2004;1363,4;110556;97,31;"Berlin, Stadt";"MFH"
"12555";"Berlin";1998;"fernwaerme";2003;19516,73;1777291;109,28;"Berlin, Stadt";"MFH"
"10623";"Berlin";1918;"fernwaerme";2004;2452,8;30088;14,72;"Berlin, Stadt";"MFH"
"14169";"Berlin";1906;"heizoel";2009;1200;81648;81,65;"Berlin, Stadt";"MFH"
"12559";"Berlin";1973;"fernwaerme";2009;2887,2;264000;109,73;"Berlin, Stadt";"MFH"
"12277";"Berlin";1995;"erdgas";2010;3004,8;416778,3;166,45;"Berlin, Stadt";"MFH"
"13409";"Berlin";1904;"heizoel";2007;1625,42;192296,16;141,97;"Berlin, Stadt";"MFH"
"12459";"Berlin";1908;"erdgas";2005;894;97027,2;130,24;"Berlin, Stadt";"MFH"
"12557";"Berlin";1998;"fernwaerme";2004;4387,2;355800;97,32;"Berlin, Stadt";"MFH"
"12627";"Berlin";1989;"fernwaerme";2005;12875,69;1015530;94,65;"Berlin, Stadt";"MFH"
"12167";"Berlin";1954;"fernwaerme";2009;11781,6;911239;92,81;"Berlin, Stadt";"MFH"
"12627";"Berlin";1989;"erdgas";2007;11413,2;1027323;108,01;"Berlin, Stadt";"MFH"
"10115";"Berlin";1860;"holzpellets";2011;2280;45010;23,69;"Berlin, Stadt";"MFH"
"14129";"Berlin";1965;"heizoel";2010;516;105940,8;246,37;"Berlin, Stadt";"MFH"
"10999";"Berlin";1912;"erdgas";2005;2020,8;210630;125,08;"Berlin, Stadt";"MFH"
"14199";"Berlin";1908;"erdgas";2008;1080;121500;135;"Berlin, Stadt";"MFH"
"12623";"Berlin";1996;"erdgas";2005;642,89;57843,5;107,97;"Berlin, Stadt";"MFH"
"14089";"Berlin";1965;"fernwaerme";2005;3137,26;293458;112,25;"Berlin, Stadt";"MFH"
"10409";"Berlin";1925;"fernwaerme";2009;6037,2;668000;132,78;"Berlin, Stadt";"MFH"
"13403";"Berlin";1967;"heizoel";2008;360;56448;188,16;"Berlin, Stadt";"MFH"
"12347";"Berlin";1961;"heizoel";2009;4794;777782,88;194,69;"Berlin, Stadt";"MFH"
"12247";"Berlin";1930;"heizoel";2012;410,4;48384;141,47;"Berlin, Stadt";"MFH"
"12527";"Berlin";1995;"erdgas";2009;1342,75;161409,6;144,25;"Berlin, Stadt";"MFH"
"10247";"Berlin";1930;"erdgas";2007;2191,2;184895,1;101,25;"Berlin, Stadt";"MFH"
"12524";"Berlin";1941;"erdgas";2004;360;54000;180;"Berlin, Stadt";"MFH"
"12105";"Berlin";1910;"heizoel";2011;1654,8;285798,24;207,25;"Berlin, Stadt";"MFH"
"13187";"Berlin";1920;"fernwaerme";2008;2157,04;209298;116,44;"Berlin, Stadt";"MFH"
"10825";"Berlin";1997;"fernwaerme";2003;3244,8;513817;190,02;"Berlin, Stadt";"MFH"
"10781";"Berlin";1920;"heizoel";2003;1440;119999,98;100;"Berlin, Stadt";"MFH"
"13125";"Berlin";1996;"fernwaerme";2004;14983,76;1218470;97,58;"Berlin, Stadt";"MFH"
"10435";"Berlin";1900;"erdgas";2008;2533,26;368113,5;174,37;"Berlin, Stadt";"MFH"
"13585";"Berlin";1919;"erdgas";2007;1513,2;188771,4;149,7;"Berlin, Stadt";"MFH"
"10365";"Berlin";1935;"fernwaerme";2003;3178,8;453000;171,01;"Berlin, Stadt";"MFH"
"14163";"Berlin";1932;"heizoel";2006;540;100800;224;"Berlin, Stadt";"MFH"
"14193";"Berlin";1956;"heizoel";2003;8685,6;1304620,03;180,25;"Berlin, Stadt";"MFH"
