"abrechnungsjahr";"gesamtVerbrauch"
2002;13526400,5825336
2003;13404249,2599991
2004;13282097,9374645
2005;13159946,61493
2006;13037795,2923954
2007;12915643,9698609
2008;12793492,6473264
2009;12671341,3247918
2010;12549190,0022573
2011;12427038,6797227
2012;12304887,3571882
2013;12182736,0346536
2014;12060584,712119
2015;11938433,3895845
2016;11816282,06705
2017;11694130,7445154
2018;11571979,4219809
