"abrechnungsjahr";"gesamtVerbrauch"
2002;2792611,00471215
2003;2768989,09295624
2004;2745367,18120033
2005;2721745,26944441
2006;2698123,35768851
2007;2674501,4459326
2008;2650879,53417668
2009;2627257,62242077
2010;2603635,71066487
2011;2580013,79890896
2012;2556391,88715304
2013;2532769,97539714
2014;2509148,06364123
2015;2485526,15188532
2016;2461904,2401294
2017;2438282,3283735
2018;2414660,41661759
