"abrechnungsjahr";"gesamtVerbrauch"
2002;9875722,18155009
2003;9779870,77231494
2004;9684019,36307979
2005;9588167,95384464
2006;9492316,54460946
2007;9396465,13537431
2008;9300613,72613916
2009;9204762,31690401
2010;9108910,90766886
2011;9013059,49843371
2012;8917208,08919853
2013;8821356,67996338
2014;8725505,27072823
2015;8629653,86149308
2016;8533802,45225793
2017;8437951,04302275
2018;8342099,6337876
