"abrechnungsjahr";"gesamtVerbrauch"
2002;7551540,63022822
2003;7522398,78505704
2004;7493256,93988585
2005;7464115,09471467
2006;7434973,24954349
2007;7405831,4043723
2008;7376689,55920112
2009;7347547,71402994
2010;7318405,86885875
2011;7289264,02368757
2012;7260122,17851639
2013;7230980,3333452
2014;7201838,48817402
2015;7172696,64300284
2016;7143554,79783165
2017;7114412,95266047
2018;7085271,10748929
