"abrechnungsjahr";"gesamtVerbrauch"
2002;3635083,05564345
2003;3608774,57420878
2004;3582466,09277411
2005;3556157,61133944
2006;3529849,12990477
2007;3503540,6484701
2008;3477232,16703543
2009;3450923,68560077
2010;3424615,20416609
2011;3398306,72273143
2012;3371998,24129675
2013;3345689,75986209
2014;3319381,27842741
2015;3293072,79699275
2016;3266764,31555808
2017;3240455,83412341
2018;3214147,35268874
