"abrechnungsjahr";"gesamtVerbrauch"
2002;3305035,0993177
2003;3267779,22054578
2004;3230523,34177388
2005;3193267,46300197
2006;3156011,58423007
2007;3118755,70545815
2008;3081499,82668625
2009;3044243,94791433
2010;3006988,06914243
2011;2969732,19037051
2012;2932476,31159861
2013;2895220,4328267
2014;2857964,55405478
2015;2820708,67528288
2016;2783452,79651096
2017;2746196,91773906
2018;2708941,03896715
