"abrechnungsjahr";"gesamtVerbrauch"
2002;74377,475573543
2003;72586,5023906603
2004;70795,5292077777
2005;69004,5560248946
2006;67213,5828420119
2007;65422,6096591293
2008;63631,6364762462
2009;61840,6632933635
2010;60049,6901104809
2011;58258,7169275978
2012;56467,7437447151
2013;54676,7705618325
2014;52885,7973789494
2015;51094,8241960667
2016;49303,8510131841
2017;47512,8778303014
2018;45721,9046474183
