"abrechnungsjahr";"gesamtVerbrauch"
2002;5049037,73564388
2003;5000692,80199321
2004;4952347,86834255
2005;4904002,93469188
2006;4855658,0010412
2007;4807313,06739053
2008;4758968,13373987
2009;4710623,2000892
2010;4662278,26643853
2011;4613933,33278786
2012;4565588,39913718
2013;4517243,46548653
2014;4468898,53183585
2015;4420553,59818518
2016;4372208,66453451
2017;4323863,73088384
2018;4275518,79723318
