plz;ort;bundesland;FW ja/nein?
64839;Münster (Hessen);Hessen;keine fernwaerme
56294;Münstermaifeld;Rheinland-Pfalz;keine fernwaerme
55424;Münster-Sarmsheim;Rheinland-Pfalz;keine fernwaerme
79244;Münstertal/Schwarzwald;Baden-Württemberg;keine fernwaerme
35516;Münzenberg;Hessen;keine fernwaerme
17390;Murchin;Mecklenburg-Vorpommern;keine fernwaerme
79730;Murg;Baden-Württemberg;keine fernwaerme
54570;Mürlenbach;Rheinland-Pfalz;keine fernwaerme
82418;Murnau am Staffelsee;Bayern;keine fernwaerme
71711;Murr;Baden-Württemberg;fernwaerme
71540;Murrhardt;Baden-Württemberg;keine fernwaerme
53533;Müsch;Rheinland-Pfalz;keine fernwaerme
57629;Müschenbach;Rheinland-Pfalz;keine fernwaerme
21516;Müssen;Schleswig-Holstein;keine fernwaerme
23911;Mustin;Schleswig-Holstein;keine fernwaerme
19406;Mustin;Mecklenburg-Vorpommern;fernwaerme
54534;Musweiler;Rheinland-Pfalz;keine fernwaerme
73557;Mutlangen;Baden-Württemberg;keine fernwaerme
55469;Mutterschied;Rheinland-Pfalz;keine fernwaerme
67112;Mutterstadt;Rheinland-Pfalz;keine fernwaerme
54608;Mützenich;Rheinland-Pfalz;keine fernwaerme
54673;Muxerath;Rheinland-Pfalz;keine fernwaerme
92507;Nabburg;Bayern;keine fernwaerme
58769;Nachrodt-Wiblingwerde;Nordrhein-Westfalen;keine fernwaerme
56729;Nachtsheim;Rheinland-Pfalz;keine fernwaerme
55234;Nack;Rheinland-Pfalz;keine fernwaerme
55299;Nackenheim;Rheinland-Pfalz;keine fernwaerme
17329;Nadrensee;Mecklenburg-Vorpommern;keine fernwaerme
95697;Nagel;Bayern;keine fernwaerme
72202;Nagold;Baden-Württemberg;fernwaerme
23866;Nahe;Schleswig-Holstein;keine fernwaerme
21369;Nahrendorf;Niedersachsen;keine fernwaerme
95119;Naila;Bayern;fernwaerme
66809;Nalbach;Saarland;keine fernwaerme
66640;Namborn;Saarland;keine fernwaerme
85395;Nandlstadt;Bayern;keine fernwaerme
85405;Nandlstadt;Bayern;keine fernwaerme
55469;Nannhausen;Rheinland-Pfalz;keine fernwaerme
66909;Nanzdietschweiler;Rheinland-Pfalz;keine fernwaerme
54673;Nasingen;Rheinland-Pfalz;keine fernwaerme
56377;Nassau;Rheinland-Pfalz;keine fernwaerme
85128;Nassenfels;Bayern;keine fernwaerme
56355;Nastätten;Rheinland-Pfalz;keine fernwaerme
29587;Natendorf;Niedersachsen;keine fernwaerme
54636;Nattenheim;Rheinland-Pfalz;fernwaerme
89564;Nattheim;Baden-Württemberg;keine fernwaerme
14641;Nauen;Brandenburg;fernwaerme
99448;Nauendorf;Thüringen;keine fernwaerme
64569;Nauheim;Hessen;fernwaerme
34311;Naumburg;Hessen;keine fernwaerme
6618;Naumburg (Saale);Sachsen-Anhalt;fernwaerme
6628;Naumburg (Saale);Sachsen-Anhalt;fernwaerme
4758;Naundorf;Sachsen;fernwaerme
4769;Naundorf;Sachsen;keine fernwaerme
56753;Naunheim;Rheinland-Pfalz;keine fernwaerme
4683;Naunhof;Sachsen;fernwaerme
56237;Nauort;Rheinland-Pfalz;keine fernwaerme
54340;Naurath (Eifel);Rheinland-Pfalz;keine fernwaerme
54426;Naurath (Wald);Rheinland-Pfalz;keine fernwaerme
57583;Nauroth;Rheinland-Pfalz;keine fernwaerme
6571;Nausitz;Thüringen;fernwaerme
7616;Nausnitz;Thüringen;keine fernwaerme
99826;Nazza;Thüringen;keine fernwaerme
25946;Nebel;Schleswig-Holstein;keine fernwaerme
1920;Nebelschütz - Njebjel?icy;Sachsen;fernwaerme
6642;Nebra (Unstrut);Sachsen-Anhalt;keine fernwaerme
74924;Neckarbischofsheim;Baden-Württemberg;keine fernwaerme
69151;Neckargemünd;Baden-Württemberg;keine fernwaerme
69437;Neckargerach;Baden-Württemberg;keine fernwaerme
69239;Neckarsteinach;Hessen;keine fernwaerme
74172;Neckarsulm;Baden-Württemberg;fernwaerme
72666;Neckartailfingen;Baden-Württemberg;keine fernwaerme
72654;Neckartenzlingen;Baden-Württemberg;keine fernwaerme
74382;Neckarwestheim;Baden-Württemberg;keine fernwaerme
74865;Neckarzimmern;Baden-Württemberg;fernwaerme
17039;Neddemin;Mecklenburg-Vorpommern;fernwaerme
56858;Neef;Rheinland-Pfalz;keine fernwaerme
89189;Neenstetten;Baden-Württemberg;keine fernwaerme
21398;Neetze;Niedersachsen;keine fernwaerme
17349;Neetzka;Mecklenburg-Vorpommern;keine fernwaerme
17391;Neetzow-Liepen;Mecklenburg-Vorpommern;keine fernwaerme
37643;Negenborn;Niedersachsen;fernwaerme
24625;Negenharrie;Schleswig-Holstein;keine fernwaerme
23795;Negernbötel;Schleswig-Holstein;fernwaerme
23813;Nehms;Schleswig-Holstein;keine fernwaerme
24326;Nehmten;Schleswig-Holstein;keine fernwaerme
56820;Nehren;Rheinland-Pfalz;keine fernwaerme
72147;Nehren;Baden-Württemberg;keine fernwaerme
54552;Neichen;Rheinland-Pfalz;keine fernwaerme
54657;Neidenbach;Rheinland-Pfalz;keine fernwaerme
67468;Neidenfels;Rheinland-Pfalz;keine fernwaerme
74933;Neidenstein;Baden-Württemberg;keine fernwaerme
36452;Neidhartshausen;Thüringen;keine fernwaerme
73272;Neidlingen;Baden-Württemberg;keine fernwaerme
2829;Neißeaue;Sachsen;keine fernwaerme
3159;Neiße-Malxetal;Brandenburg;keine fernwaerme
15898;Neißemünde;Brandenburg;keine fernwaerme
57638;Neitersen;Rheinland-Pfalz;keine fernwaerme
89191;Nellingen;Baden-Württemberg;keine fernwaerme
6268;Nemsdorf-Göhrendorf;Sachsen-Anhalt;fernwaerme
26556;Nenndorf;Niedersachsen;keine fernwaerme
14715;Nennhausen;Brandenburg;keine fernwaerme
91790;Nennslingen;Bayern;keine fernwaerme
36214;Nentershausen;Hessen;keine fernwaerme
56412;Nentershausen;Rheinland-Pfalz;fernwaerme
54552;Nerdlen;Rheinland-Pfalz;keine fernwaerme
89129;Nerenstetten;Baden-Württemberg;keine fernwaerme
73450;Neresheim;Baden-Württemberg;keine fernwaerme
23843;Neritz;Schleswig-Holstein;fernwaerme
54570;Neroth;Rheinland-Pfalz;keine fernwaerme
89278;Nersingen;Bayern;keine fernwaerme
67749;Nerzweiler;Rheinland-Pfalz;keine fernwaerme
2699;Neschwitz - Njeswa?id?o;Sachsen;fernwaerme
99192;Nesse-Apfelstädt;Thüringen;keine fernwaerme
87484;Nesselwang;Bayern;keine fernwaerme
57250;Netphen;Nordrhein-Westfalen;keine fernwaerme
24250;Nettelsee;Schleswig-Holstein;keine fernwaerme
53947;Nettersheim;Nordrhein-Westfalen;keine fernwaerme
41334;Nettetal;Nordrhein-Westfalen;keine fernwaerme
65623;Netzbach;Rheinland-Pfalz;keine fernwaerme
8491;Netzschkau;Sachsen;keine fernwaerme
95698;Neualbenreuth;Bayern;keine fernwaerme
61267;Neu-Anspach;Hessen;fernwaerme
55546;Neu-Bamberg;Rheinland-Pfalz;keine fernwaerme
18442;Neu Bartelshagen;Mecklenburg-Vorpommern;keine fernwaerme
24879;Neuberend;Schleswig-Holstein;keine fernwaerme
63543;Neuberg;Hessen;keine fernwaerme
83115;Neubeuern;Bayern;fernwaerme
85579;Neubiberg;Bayern;fernwaerme
17509;Neu Boltenhagen;Mecklenburg-Vorpommern;keine fernwaerme
26909;Neubörger;Niedersachsen;keine fernwaerme
17033;Neubrandenburg;Mecklenburg-Vorpommern;fernwaerme
17034;Neubrandenburg;Mecklenburg-Vorpommern;fernwaerme
17036;Neubrandenburg;Mecklenburg-Vorpommern;fernwaerme
97277;Neubrunn;Bayern;keine fernwaerme
98617;Neubrunn;Thüringen;fernwaerme
18233;Neubukow;Mecklenburg-Vorpommern;fernwaerme
75385;Neubulach;Baden-Württemberg;keine fernwaerme
75387;Neubulach;Baden-Württemberg;keine fernwaerme
23974;Neuburg;Mecklenburg-Vorpommern;fernwaerme
86476;Neuburg a.d.Kammel;Bayern;keine fernwaerme
94036;Neuburg a.Inn;Bayern;fernwaerme
94127;Neuburg a.Inn;Bayern;keine fernwaerme
76776;Neuburg am Rhein;Rheinland-Pfalz;keine fernwaerme
86633;Neuburg an der Donau;Bayern;fernwaerme
85467;Neuching;Bayern;keine fernwaerme
29490;Neu Darchau;Niedersachsen;keine fernwaerme
74861;Neudenau;Baden-Württemberg;keine fernwaerme
24214;Neudorf-Bornstein;Schleswig-Holstein;fernwaerme
95512;Neudrossenfeld;Bayern;keine fernwaerme
24791;Neu Duvenstedt;Schleswig-Holstein;keine fernwaerme
24794;Neu Duvenstedt;Schleswig-Holstein;keine fernwaerme
37249;Neu-Eichenberg;Hessen;keine fernwaerme
25361;Neuenbrook;Schleswig-Holstein;keine fernwaerme
25578;Neuenbrook;Schleswig-Holstein;keine fernwaerme
75305;Neuenbürg;Baden-Württemberg;keine fernwaerme
79395;Neuenburg am Rhein;Baden-Württemberg;fernwaerme
25436;Neuendeich;Schleswig-Holstein;fernwaerme
91564;Neuendettelsau;Bayern;keine fernwaerme
97788;Neuendorf;Bayern;keine fernwaerme
54597;Neuendorf;Rheinland-Pfalz;keine fernwaerme
25335;Neuendorf bei Elmshorn;Schleswig-Holstein;fernwaerme
25554;Neuendorf-Sachsenbande;Schleswig-Holstein;keine fernwaerme
7778;Neuengönna;Thüringen;keine fernwaerme
23818;Neuengörs;Schleswig-Holstein;keine fernwaerme
15366;Neuenhagen bei Berlin;Brandenburg;fernwaerme
49828;Neuenhaus;Niedersachsen;keine fernwaerme
48485;Neuenkirchen;Nordrhein-Westfalen;keine fernwaerme
25792;Neuenkirchen;Schleswig-Holstein;keine fernwaerme
21640;Neuenkirchen;Niedersachsen;keine fernwaerme
17498;Neuenkirchen;Mecklenburg-Vorpommern;fernwaerme
17039;Neuenkirchen;Mecklenburg-Vorpommern;fernwaerme
17392;Neuenkirchen;Mecklenburg-Vorpommern;keine fernwaerme
18569;Neuenkirchen;Mecklenburg-Vorpommern;keine fernwaerme
27251;Neuenkirchen;Niedersachsen;keine fernwaerme
21763;Neuenkirchen;Niedersachsen;keine fernwaerme
29643;Neuenkirchen;Niedersachsen;keine fernwaerme
49586;Neuenkirchen;Niedersachsen;keine fernwaerme
49434;Neuenkirchen-Vörden;Niedersachsen;keine fernwaerme
95339;Neuenmarkt;Bayern;keine fernwaerme
58809;Neuenrade;Nordrhein-Westfalen;fernwaerme
8541;Neuensalz;Sachsen;keine fernwaerme
74196;Neuenstadt am Kocher;Baden-Württemberg;fernwaerme
36286;Neuenstein;Hessen;keine fernwaerme
74632;Neuenstein;Baden-Württemberg;keine fernwaerme
34599;Neuental;Hessen;keine fernwaerme
54673;Neuerburg;Rheinland-Pfalz;keine fernwaerme
55471;Neuerkirch;Rheinland-Pfalz;keine fernwaerme
85375;Neufahrn bei Freising;Bayern;fernwaerme
85376;Neufahrn bei Freising;Bayern;keine fernwaerme
84088;Neufahrn in Niederbayern;Bayern;fernwaerme
25724;Neufeld;Schleswig-Holstein;keine fernwaerme
25724;Neufelderkoog;Schleswig-Holstein;keine fernwaerme
72639;Neuffen;Baden-Württemberg;keine fernwaerme
72419;Neufra;Baden-Württemberg;keine fernwaerme
84181;Neufraunhofen;Bayern;keine fernwaerme
19258;Neu Gülze;Mecklenburg-Vorpommern;fernwaerme
15320;Neuhardenberg;Brandenburg;keine fernwaerme
26427;Neuharlingersiel;Niedersachsen;keine fernwaerme
21785;Neuhaus;Niedersachsen;keine fernwaerme
91284;Neuhaus a.d.Pegnitz;Bayern;keine fernwaerme
94152;Neuhaus am Inn;Bayern;keine fernwaerme
98724;Neuhaus am Rennweg;Thüringen;fernwaerme
56335;Neuhäusel;Rheinland-Pfalz;keine fernwaerme
75242;Neuhausen;Baden-Württemberg;keine fernwaerme
73765;Neuhausen auf den Fildern;Baden-Württemberg;keine fernwaerme
9544;Neuhausen/Erzgebirge;Sachsen;fernwaerme
78579;Neuhausen ob Eck;Baden-Württemberg;keine fernwaerme
3058;Neuhausen/Spree;Brandenburg;keine fernwaerme
54597;Neuheilenbach;Rheinland-Pfalz;keine fernwaerme
67680;Neuhemsbach;Rheinland-Pfalz;keine fernwaerme
36119;Neuhof;Hessen;keine fernwaerme
90616;Neuhof a.d.Zenn;Bayern;fernwaerme
67141;Neuhofen;Rheinland-Pfalz;keine fernwaerme
97843;Neuhütten;Bayern;keine fernwaerme
54422;Neuhütten;Rheinland-Pfalz;keine fernwaerme
63263;Neu-Isenburg;Hessen;fernwaerme
17154;Neukalen;Mecklenburg-Vorpommern;keine fernwaerme
19294;Neu Kaliß;Mecklenburg-Vorpommern;keine fernwaerme
26835;Neukamperfehn;Niedersachsen;keine fernwaerme
4575;Neukieritzsch;Sachsen;fernwaerme
1936;Neukirch;Sachsen;fernwaerme
88099;Neukirch;Baden-Württemberg;keine fernwaerme
23779;Neukirchen;Schleswig-Holstein;keine fernwaerme
34626;Neukirchen;Hessen;keine fernwaerme
94362;Neukirchen;Bayern;fernwaerme
25927;Neukirchen;Schleswig-Holstein;keine fernwaerme
92445;Neukirchen-Balbini;Bayern;keine fernwaerme
93453;Neukirchen beim Heiligen Blut;Bayern;keine fernwaerme
92259;Neukirchen bei Sulzbach-Rosenberg;Bayern;keine fernwaerme
9221;Neukirchen/Erzgebirge;Sachsen;fernwaerme
8459;Neukirchen/Pleiße;Sachsen;keine fernwaerme
47506;Neukirchen-Vluyn;Nordrhein-Westfalen;fernwaerme
94154;Neukirchen vorm Wald;Bayern;keine fernwaerme
1904;Neukirch/Lausitz;Sachsen;keine fernwaerme
23992;Neukloster;Mecklenburg-Vorpommern;fernwaerme
17398;Neu Kosenow;Mecklenburg-Vorpommern;keine fernwaerme
26909;Neulehe;Niedersachsen;keine fernwaerme
67271;Neuleiningen;Rheinland-Pfalz;keine fernwaerme
73491;Neuler;Baden-Württemberg;keine fernwaerme
16259;Neulewin;Brandenburg;fernwaerme
75245;Neulingen;Baden-Württemberg;fernwaerme
68809;Neulußheim;Baden-Württemberg;keine fernwaerme
54347;Neumagen-Dhron;Rheinland-Pfalz;keine fernwaerme
8496;Neumark;Sachsen;keine fernwaerme
99439;Neumark;Thüringen;keine fernwaerme
92318;Neumarkt i.d.OPf.;Bayern;fernwaerme
92348;Neumarkt i.d.OPf.;Bayern;keine fernwaerme
84494;Neumarkt-Sankt Veit;Bayern;keine fernwaerme
7980;Neumühle/Elster;Thüringen;keine fernwaerme
24534;Neumünster;Schleswig-Holstein;fernwaerme
24536;Neumünster;Schleswig-Holstein;fernwaerme
24537;Neumünster;Schleswig-Holstein;fernwaerme
24539;Neumünster;Schleswig-Holstein;fernwaerme
92431;Neunburg vorm Wald;Bayern;keine fernwaerme
7356;Neundorf;Thüringen;fernwaerme
7924;Neundorf;Thüringen;keine fernwaerme
99947;Neunheilingen;Thüringen;fernwaerme
57520;Neunkhausen;Rheinland-Pfalz;keine fernwaerme
57290;Neunkirchen;Nordrhein-Westfalen;keine fernwaerme
63930;Neunkirchen;Bayern;keine fernwaerme
74867;Neunkirchen;Baden-Württemberg;keine fernwaerme
56479;Neunkirchen;Rheinland-Pfalz;keine fernwaerme
66538;Neunkirchen;Saarland;fernwaerme
66539;Neunkirchen;Saarland;fernwaerme
66540;Neunkirchen;Saarland;keine fernwaerme
54426;Neunkirchen;Rheinland-Pfalz;keine fernwaerme
91077;Neunkirchen a.Brand;Bayern;keine fernwaerme
66887;Neunkirchen am Potzberg;Rheinland-Pfalz;keine fernwaerme
91233;Neunkirchen a. Sand;Bayern;keine fernwaerme
53819;Neunkirchen-Seelscheid;Nordrhein-Westfalen;fernwaerme
84524;Neuötting;Bayern;keine fernwaerme
3103;Neupetershain;Brandenburg;keine fernwaerme
19399;Neu Poserin;Mecklenburg-Vorpommern;keine fernwaerme
76777;Neupotz;Rheinland-Pfalz;keine fernwaerme
94089;Neureichenau;Bayern;fernwaerme
82061;Neuried;Bayern;keine fernwaerme
82131;Neuried;Bayern;keine fernwaerme
77743;Neuried;Baden-Württemberg;keine fernwaerme
16816;Neuruppin;Brandenburg;fernwaerme
16818;Neuruppin;Brandenburg;fernwaerme
16827;Neuruppin;Brandenburg;fernwaerme
16833;Neuruppin;Brandenburg;keine fernwaerme
16835;Neuruppin;Brandenburg;fernwaerme
2742;Neusalza-Spremberg;Sachsen;keine fernwaerme
86356;Neusäß;Bayern;fernwaerme
94556;Neuschönau;Bayern;keine fernwaerme
26487;Neuschoo;Niedersachsen;keine fernwaerme
3103;Neu-Seeland;Brandenburg;keine fernwaerme
99338;Neusiß;Thüringen;keine fernwaerme
91616;Neusitz;Bayern;keine fernwaerme
95700;Neusorg;Bayern;keine fernwaerme
41460;Neuss;Nordrhein-Westfalen;fernwaerme
41462;Neuss;Nordrhein-Westfalen;fernwaerme
41464;Neuss;Nordrhein-Westfalen;fernwaerme
41466;Neuss;Nordrhein-Westfalen;fernwaerme
41468;Neuss;Nordrhein-Westfalen;fernwaerme
41469;Neuss;Nordrhein-Westfalen;keine fernwaerme
41470;Neuss;Nordrhein-Westfalen;fernwaerme
41472;Neuss;Nordrhein-Westfalen;keine fernwaerme
35279;Neustadt;Hessen;keine fernwaerme
93333;Neustadt a.d.Donau;Bayern;keine fernwaerme
97845;Neustadt a.Main;Bayern;keine fernwaerme
95514;Neustadt am Kulm;Bayern;keine fernwaerme
98701;Neustadt am Rennsteig;Thüringen;keine fernwaerme
31535;Neustadt am Rübenberge;Niedersachsen;fernwaerme
91413;Neustadt an der Aisch;Bayern;keine fernwaerme
7806;Neustadt an der Orla;Thüringen;fernwaerme
92660;Neustadt an der Waldnaab;Bayern;keine fernwaerme
67433;Neustadt an der Weinstraße;Rheinland-Pfalz;fernwaerme
67434;Neustadt an der Weinstraße;Rheinland-Pfalz;fernwaerme
67435;Neustadt an der Weinstraße;Rheinland-Pfalz;fernwaerme
96465;Neustadt b.Coburg;Bayern;keine fernwaerme
16845;Neustadt (Dosse);Brandenburg;fernwaerme
19306;Neustadt-Glewe;Mecklenburg-Vorpommern;fernwaerme
23730;Neustadt in Holstein;Schleswig-Holstein;fernwaerme
1844;Neustadt in Sachsen;Sachsen;fernwaerme
8223;Neustadt/Vogtland;Sachsen;fernwaerme
56479;Neustadt/ Westerwald;Rheinland-Pfalz;keine fernwaerme
53577;Neustadt (Wied);Rheinland-Pfalz;keine fernwaerme
72149;Neustetten;Baden-Württemberg;keine fernwaerme
17235;Neustrelitz;Mecklenburg-Vorpommern;fernwaerme
93073;Neutraubling;Bayern;keine fernwaerme
15320;Neutrebbin;Brandenburg;keine fernwaerme
89231;Neu-Ulm;Bayern;fernwaerme
89233;Neu-Ulm;Bayern;fernwaerme
75389;Neuweiler;Baden-Württemberg;keine fernwaerme
56564;Neuwied;Rheinland-Pfalz;keine fernwaerme
56566;Neuwied;Rheinland-Pfalz;keine fernwaerme
56567;Neuwied;Rheinland-Pfalz;keine fernwaerme
24161;Neuwittenbek;Schleswig-Holstein;fernwaerme
24214;Neuwittenbek;Schleswig-Holstein;fernwaerme
21629;Neu Wulmstorf;Niedersachsen;fernwaerme
15913;Neu Zauche;Brandenburg;keine fernwaerme
15898;Neuzelle;Brandenburg;keine fernwaerme
17039;Neverin;Mecklenburg-Vorpommern;fernwaerme
23816;Neversdorf;Schleswig-Holstein;keine fernwaerme
54309;Newel;Rheinland-Pfalz;keine fernwaerme
56283;Ney;Rheinland-Pfalz;keine fernwaerme
56645;Nickenich;Rheinland-Pfalz;keine fernwaerme
63667;Nidda;Hessen;keine fernwaerme
61194;Niddatal;Hessen;keine fernwaerme
61130;Nidderau;Hessen;keine fernwaerme
52385;Nideggen;Nordrhein-Westfalen;keine fernwaerme
25938;Nieblum;Schleswig-Holstein;fernwaerme
25899;Niebüll;Schleswig-Holstein;fernwaerme
24395;Nieby;Schleswig-Holstein;keine fernwaerme
17309;Nieden;Mecklenburg-Vorpommern;fernwaerme
34305;Niedenstein;Hessen;keine fernwaerme
56414;Niederahr;Rheinland-Pfalz;keine fernwaerme
84100;Niederaichbach;Bayern;keine fernwaerme
66887;Niederalben;Rheinland-Pfalz;keine fernwaerme
94557;Niederalteich;Bayern;fernwaerme
1689;Niederau;Sachsen;fernwaerme
36272;Niederaula;Hessen;keine fernwaerme
56357;Niederbachheim;Rheinland-Pfalz;keine fernwaerme
84494;Niederbergkirchen;Bayern;keine fernwaerme
99718;Niederbösa;Thüringen;keine fernwaerme
56589;Niederbreitbach;Rheinland-Pfalz;keine fernwaerme
55767;Niederbrombach;Rheinland-Pfalz;keine fernwaerme
55432;Niederburg;Rheinland-Pfalz;keine fernwaerme
9366;Niederdorf;Sachsen;fernwaerme
61138;Niederdorfelden;Hessen;keine fernwaerme
57520;Niederdreisbach;Rheinland-Pfalz;keine fernwaerme
56651;Niederdürenbach;Rheinland-Pfalz;keine fernwaerme
39326;Niedere Börde;Sachsen-Anhalt;fernwaerme
39345;Niedere Börde;Sachsen-Anhalt;keine fernwaerme
56412;Niederelbert;Rheinland-Pfalz;fernwaerme
56412;Niedererbach;Rheinland-Pfalz;fernwaerme
14913;Niederer Fläming;Brandenburg;fernwaerme
78078;Niedereschach;Baden-Württemberg;keine fernwaerme
56332;Niederfell;Rheinland-Pfalz;keine fernwaerme
16248;Niederfinow;Brandenburg;fernwaerme
57572;Niederfischbach;Rheinland-Pfalz;keine fernwaerme
9243;Niederfrohna;Sachsen;keine fernwaerme
96489;Niederfüllbach;Bayern;keine fernwaerme
99759;Niedergebra;Thüringen;fernwaerme
54675;Niedergeckler;Rheinland-Pfalz;keine fernwaerme
14913;Niedergörsdorf;Brandenburg;fernwaerme
55767;Niederhambach;Rheinland-Pfalz;keine fernwaerme
55585;Niederhausen;Rheinland-Pfalz;keine fernwaerme
67822;Niederhausen an der Appel;Rheinland-Pfalz;keine fernwaerme
55413;Niederheimbach;Rheinland-Pfalz;keine fernwaerme
55437;Nieder-Hilbersheim;Rheinland-Pfalz;keine fernwaerme
56316;Niederhofen;Rheinland-Pfalz;keine fernwaerme
76889;Niederhorbach;Rheinland-Pfalz;fernwaerme
55758;Niederhosenbach;Rheinland-Pfalz;keine fernwaerme
57589;Niederirsen;Rheinland-Pfalz;keine fernwaerme
53859;Niederkassel;Nordrhein-Westfalen;keine fernwaerme
67700;Niederkirchen;Rheinland-Pfalz;keine fernwaerme
67150;Niederkirchen bei Deidesheim;Rheinland-Pfalz;keine fernwaerme
55481;Nieder Kostenz;Rheinland-Pfalz;fernwaerme
41372;Niederkrüchten;Nordrhein-Westfalen;fernwaerme
55469;Niederkumbd;Rheinland-Pfalz;keine fernwaerme
49779;Niederlangen;Niedersachsen;keine fernwaerme
54614;Niederlauch;Rheinland-Pfalz;keine fernwaerme
97618;Niederlauer;Bayern;fernwaerme
66879;Niedermohr;Rheinland-Pfalz;keine fernwaerme
67822;Niedermoschel;Rheinland-Pfalz;keine fernwaerme
92545;Niedermurach;Bayern;keine fernwaerme
63843;Niedernberg;Bayern;keine fernwaerme
65629;Niederneisen;Rheinland-Pfalz;keine fernwaerme
74676;Niedernhall;Baden-Württemberg;keine fernwaerme
65527;Niedernhausen;Hessen;keine fernwaerme
31712;Niedernwöhren;Niedersachsen;keine fernwaerme
54533;Niederöfflingen;Rheinland-Pfalz;keine fernwaerme
55268;Nieder-Olm;Rheinland-Pfalz;fernwaerme
37355;Niederorschel;Thüringen;fernwaerme
76889;Niederotterbach;Rheinland-Pfalz;fernwaerme
54649;Niederpierscheid;Rheinland-Pfalz;keine fernwaerme
54675;Niederraden;Rheinland-Pfalz;keine fernwaerme
87767;Niederrieden;Bayern;keine fernwaerme
56479;Niederroßbach;Rheinland-Pfalz;keine fernwaerme
56244;Niedersayn;Rheinland-Pfalz;keine fernwaerme
54533;Niederscheidweiler;Rheinland-Pfalz;keine fernwaerme
76891;Niederschlettenbach;Rheinland-Pfalz;keine fernwaerme
86694;Niederschönenfeld;Bayern;keine fernwaerme
55487;Niedersohren;Rheinland-Pfalz;keine fernwaerme
54570;Niederstadtfeld;Rheinland-Pfalz;keine fernwaerme
66879;Niederstaufenbach;Rheinland-Pfalz;keine fernwaerme
54634;Niederstedem;Rheinland-Pfalz;keine fernwaerme
56593;Niedersteinebach;Rheinland-Pfalz;keine fernwaerme
97996;Niederstetten;Baden-Württemberg;keine fernwaerme
89168;Niederstotzingen;Baden-Württemberg;keine fernwaerme
56291;Niedert;Rheinland-Pfalz;keine fernwaerme
84494;Niedertaufkirchen;Bayern;keine fernwaerme
56368;Niedertiefenbach;Rheinland-Pfalz;keine fernwaerme
99518;Niedertrebra;Thüringen;keine fernwaerme
84183;Niederviehbach;Bayern;keine fernwaerme
56357;Niederwallmenach;Rheinland-Pfalz;keine fernwaerme
57614;Niederwambach;Rheinland-Pfalz;keine fernwaerme
54636;Niederweiler;Rheinland-Pfalz;fernwaerme
55491;Niederweiler;Rheinland-Pfalz;keine fernwaerme
54298;Niederweis;Rheinland-Pfalz;keine fernwaerme
54668;Niederweis;Rheinland-Pfalz;keine fernwaerme
97464;Niederwerrn;Bayern;keine fernwaerme
56179;Niederwerth;Rheinland-Pfalz;keine fernwaerme
9577;Niederwiesa;Sachsen;fernwaerme
55234;Nieder-Wiesen;Rheinland-Pfalz;keine fernwaerme
