"abrechnungsjahr";"mean_spzverbrauch"
2002;158,534494317927
2003;157,797934402849
2004;151,388378458809
2005;149,856187861651
2006;148,972168520518
2007;141,360926636403
2008;139,9273003292
2009;141,973490443571
2010;142,143974643313
2011;134,385747065758
2012;133,03622801567
2013;131,728484188061
2014;125,25866796429
2015;122,693317183295
2016;124,233918752391
2017;119,299517356081
2018;120,79299449176
