"abrechnungsjahr";"spez_co2"
2002;27,9579224028143
2003;30,3475366256877
2004;28,9461779026543
2005;29,8274797578959
2006;30,755970357232
2007;26,786931486201
2008;26,2368129732801
2009;25,8566458790829
2010;27,7037880459633
2011;27,7239285573282
2012;27,027379811062
2013;27,2050452155556
2014;22,0975336526671
2015;19,6410282112388
2016;20,4365249614232
2017;19,2552086746786
2018;20,2149706820942
