"abrechnungsjahr";"mean_spzverbrauch"
2002;141,137727617646
2003;142,763946187637
2004;137,638140329715
2005;136,981724375944
2006;134,678459349258
2007;132,879715939155
2008;130,544221035605
2009;128,392616377445
2010;127,978057977621
2011;123,034800357043
2012;123,262386378483
2013;122,293641112008
2014;113,429029340369
2015;117,418585852236
2016;118,620243360966
2017;116,08545513795
2018;113,196528598907
