"abrechnungsjahr";"mean_spzverbrauch"
2002;127,422039632204
2003;130,551969473675
2004;126,222841460918
2005;125,317012800859
2006;123,017931833685
2007;118,534487196538
2008;118,97277793601
2009;118,450405112537
2010;120,784901054157
2011;113,750293056858
2012;114,683158786579
2013;115,423874216286
2014;105,798804608709
2015;108,22898762766
2016;111,84033739658
2017;111,018049888619
2018;109,962858838023
