"sto_plz";"bundesland";"gebaeude_baujahr";"energietraeger";"abrechnungsjahr";"gebaeude_nutzflaeche";"verbrauch_gesamt_kwh";"verbrauch_gesamt_kwh_spez";"Landkreis_von_GS";"gtype"
68239;"Baden-Württemberg";1988;"erdgas";2015;336,53;40896,79;145,83;"Mannheim";"MFH"
68199;"Baden-Württemberg";1956;"waerme";2006;2209,2;232000;126,02;"Mannheim";"MFH"
68309;"Baden-Württemberg";1964;"waerme";2010;1876,8;2e+05;127,88;"Mannheim";"MFH"
68161;"Baden-Württemberg";1985;"waerme";2011;4170;412000;118,56;"Mannheim";"MFH"
68161;"Baden-Württemberg";1984;"waerme";2006;1344,44;140040;124,99;"Mannheim";"MFH"
68159;"Baden-Württemberg";1918;"waerme";2012;534;49210;110,58;"Mannheim";"MFH"
68165;"Baden-Württemberg";1960;"waerme";2004;1307,88;98980;90,82;"Mannheim";"MFH"
68163;"Baden-Württemberg";1937;"heizoel";2013;330;33163,2;120,59;"Mannheim";"MFH"
68199;"Baden-Württemberg";1989;"waerme";2011;432;36430;101,19;"Mannheim";"MFH"
68199;"Baden-Württemberg";1960;"heizoel";2002;360;20000,03;66,67;"Mannheim";"MFH"
68167;"Baden-Württemberg";1968;"waerme";2007;4071,6;391000;115,24;"Mannheim";"MFH"
68161;"Baden-Württemberg";1962;"waerme";2008;836,4;130930;187,85;"Mannheim";"MFH"
68169;"Baden-Württemberg";1995;"waerme";2007;521,05;30520;70,29;"Mannheim";"MFH"
68259;"Baden-Württemberg";1962;"heizoel";2008;343,2;37800;132,17;"Mannheim";"MFH"
68239;"Baden-Württemberg";1996;"waerme";2016;464,45;37740;97,51;"Mannheim";"MFH"
68259;"Baden-Württemberg";1974;"heizoel";2006;1731,6;231860,16;160,68;"Mannheim";"MFH"
68239;"Baden-Württemberg";1959;"heizoel";2005;324;36999,95;137,04;"Mannheim";"MFH"
68161;"Baden-Württemberg";1928;"heizoel";2006;636,82;100074,24;188,58;"Mannheim";"MFH"
68239;"Baden-Württemberg";1996;"waerme";2006;5417,38;455150;100,82;"Mannheim";"MFH"
68219;"Baden-Württemberg";1960;"heizoel";2006;412,8;56528,64;164,33;"Mannheim";"MFH"
68239;"Baden-Württemberg";1953;"erdgas";2006;600;67330,8;134,66;"Mannheim";"MFH"
68259;"Baden-Württemberg";1959;"heizoel";2009;331,2;40320;146,09;"Mannheim";"MFH"
68169;"Baden-Württemberg";1953;"heizoel";2008;420;50400;144;"Mannheim";"MFH"
68309;"Baden-Württemberg";1983;"waerme";2005;1854;185170;119,85;"Mannheim";"MFH"
68165;"Baden-Württemberg";1903;"waerme";2007;606;52900;104,75;"Mannheim";"MFH"
68307;"Baden-Württemberg";1956;"erdgas";2011;300;40000;160;"Mannheim";"MFH"
68219;"Baden-Württemberg";1960;"erdgas";2004;396;85320;258,55;"Mannheim";"MFH"
68199;"Baden-Württemberg";1977;"waerme";2005;1070,69;75210;84,3;"Mannheim";"MFH"
68199;"Baden-Württemberg";1983;"waerme";2014;4135,44;390450;113,3;"Mannheim";"MFH"
68165;"Baden-Württemberg";1983;"waerme";2006;877,2;68270;93,39;"Mannheim";"MFH"
68219;"Baden-Württemberg";1960;"erdgas";2011;1886,4;198714,6;126,41;"Mannheim";"MFH"
68259;"Baden-Württemberg";1983;"erdgas";2006;5655,36;639430;135,68;"Mannheim";"MFH"
68219;"Baden-Württemberg";1993;"erdgas";2016;1606,8;177240,6;132,37;"Mannheim";"MFH"
68199;"Baden-Württemberg";1995;"waerme";2015;801,6;107000;160,18;"Mannheim";"MFH"
68307;"Baden-Württemberg";1970;"erdgas";2009;796,8;32580;49,07;"Mannheim";"MFH"
68259;"Baden-Württemberg";1992;"erdgas";2006;582,01;78920;162,71;"Mannheim";"MFH"
68309;"Baden-Württemberg";2000;"waerme";2006;2500,57;193039;92,64;"Mannheim";"MFH"
68161;"Baden-Württemberg";1962;"waerme";2004;1325,04;149570;135,46;"Mannheim";"MFH"
68219;"Baden-Württemberg";1988;"waerme";2016;1101,62;55110;60,03;"Mannheim";"MFH"
68305;"Baden-Württemberg";1965;"waerme";2006;1656;180000;130,43;"Mannheim";"MFH"
68165;"Baden-Württemberg";1964;"waerme";2002;1420,8;208900;176,44;"Mannheim";"MFH"
68163;"Baden-Württemberg";1970;"erdgas";2009;390;70299;216,3;"Mannheim";"MFH"
68161;"Baden-Württemberg";1967;"waerme";2005;1248;192420;185,02;"Mannheim";"MFH"
68165;"Baden-Württemberg";1950;"waerme";2004;720;90000;150;"Mannheim";"MFH"
68259;"Baden-Württemberg";1960;"heizoel";2008;1731,6;231900,48;160,71;"Mannheim";"MFH"
68307;"Baden-Württemberg";1964;"erdgas";2004;1644;238896,9;174,38;"Mannheim";"MFH"
68239;"Baden-Württemberg";2004;"waerme";2006;1028,92;46290;53,99;"Mannheim";"MFH"
68239;"Baden-Württemberg";1977;"erdgas";2006;366;19590;64,23;"Mannheim";"MFH"
68199;"Baden-Württemberg";2007;"erdgas";2009;2689,18;136026;60,7;"Mannheim";"MFH"
68305;"Baden-Württemberg";1904;"erdgas";2007;564;90000;191,49;"Mannheim";"MFH"
68161;"Baden-Württemberg";1958;"waerme";2007;1696,86;164020;115,99;"Mannheim";"MFH"
68169;"Baden-Württemberg";1950;"waerme";2007;359,8;52900;176,43;"Mannheim";"MFH"
68219;"Baden-Württemberg";1978;"heizoel";2006;468;90720;232,62;"Mannheim";"MFH"
68219;"Baden-Württemberg";1993;"erdgas";2014;1806;140762,7;93,53;"Mannheim";"MFH"
68219;"Baden-Württemberg";1978;"waerme";2014;5175,17;418490;97,04;"Mannheim";"MFH"
68239;"Baden-Württemberg";1959;"heizoel";2003;348;34999,98;120,69;"Mannheim";"MFH"
68307;"Baden-Württemberg";1962;"erdgas";2008;300;48932,1;195,73;"Mannheim";"MFH"
68163;"Baden-Württemberg";1939;"heizoel";2004;900;99999,95;133,33;"Mannheim";"MFH"
68219;"Baden-Württemberg";1995;"erdgas";2007;1118,94;105042,6;112,66;"Mannheim";"MFH"
68199;"Baden-Württemberg";1991;"waerme";2007;792,26;60510;91,65;"Mannheim";"MFH"
68165;"Baden-Württemberg";1985;"waerme";2009;450;41000;109,33;"Mannheim";"MFH"
68259;"Baden-Württemberg";1960;"heizoel";2007;360;36792;122,64;"Mannheim";"MFH"
68163;"Baden-Württemberg";2000;"waerme";2007;1538,6;79370;61,9;"Mannheim";"MFH"
68167;"Baden-Württemberg";1974;"waerme";2004;3480;390320;134,59;"Mannheim";"MFH"
68305;"Baden-Württemberg";1965;"waerme";2011;1656;231270;167,59;"Mannheim";"MFH"
68199;"Baden-Württemberg";1988;"waerme";2006;721,67;85120;141,54;"Mannheim";"MFH"
68239;"Baden-Württemberg";1960;"heizoel";2011;475,2;71588,16;180,78;"Mannheim";"MFH"
68169;"Baden-Württemberg";1986;"waerme";2006;2977,58;234070;94,33;"Mannheim";"MFH"
68219;"Baden-Württemberg";1989;"erdgas";2007;300;15000;60;"Mannheim";"MFH"
68309;"Baden-Württemberg";2008;"waerme";2016;1491,6;68120;54,8;"Mannheim";"MFH"
68199;"Baden-Württemberg";1900;"waerme";2013;381,6;37900;119,18;"Mannheim";"MFH"
68239;"Baden-Württemberg";1996;"waerme";2005;3304,13;237670;86,32;"Mannheim";"MFH"
68167;"Baden-Württemberg";1985;"waerme";2015;1184,02;105280;106,7;"Mannheim";"MFH"
68259;"Baden-Württemberg";1986;"erdgas";2007;957,48;80020;100,29;"Mannheim";"MFH"
68239;"Baden-Württemberg";1960;"erdgas";2008;342;44083,8;154,68;"Mannheim";"MFH"
68165;"Baden-Württemberg";1928;"waerme";2005;348;64000;220,69;"Mannheim";"MFH"
68199;"Baden-Württemberg";1981;"heizoel";2007;624;57355,2;110,3;"Mannheim";"MFH"
68165;"Baden-Württemberg";1950;"waerme";2005;1343,8;203020;181,29;"Mannheim";"MFH"
68167;"Baden-Württemberg";1974;"waerme";2009;4086;42200;12,39;"Mannheim";"MFH"
68229;"Baden-Württemberg";1985;"erdgas";2006;301,19;29080,8;115,86;"Mannheim";"MFH"
68199;"Baden-Württemberg";1986;"waerme";2007;337,43;33240;118,21;"Mannheim";"MFH"
68163;"Baden-Württemberg";1989;"waerme";2005;6406,75;593020;111,07;"Mannheim";"MFH"
68239;"Baden-Württemberg";1984;"waerme";2007;441,82;33520;91,04;"Mannheim";"MFH"
68199;"Baden-Württemberg";1994;"waerme";2016;1160,45;126840;131,17;"Mannheim";"MFH"
68165;"Baden-Württemberg";1920;"waerme";2012;1129,2;1e+05;106,27;"Mannheim";"MFH"
68259;"Baden-Württemberg";1989;"erdgas";2008;780;103500;159,23;"Mannheim";"MFH"
68163;"Baden-Württemberg";2001;"erdgas";2007;2964,72;189625,5;76,75;"Mannheim";"MFH"
68219;"Baden-Württemberg";1994;"erdgas";2011;3493,21;281553,3;96,72;"Mannheim";"MFH"
68309;"Baden-Württemberg";1965;"waerme";2014;13514,4;2055000;182,47;"Mannheim";"MFH"
68309;"Baden-Württemberg";2014;"waerme";2012;420;15000;42,86;"Mannheim";"MFH"
68167;"Baden-Württemberg";1920;"heizoel";2006;300;15120;60,48;"Mannheim";"MFH"
68309;"Baden-Württemberg";1991;"waerme";2015;2064;266470;154,92;"Mannheim";"MFH"
68259;"Baden-Württemberg";1970;"heizoel";2010;4456,8;534633,12;143,95;"Mannheim";"MFH"
68165;"Baden-Württemberg";1900;"erdgas";2012;531,6;33183,9;74,91;"Mannheim";"MFH"
68309;"Baden-Württemberg";2011;"waerme";2016;606;42000;83,16;"Mannheim";"MFH"
68159;"Baden-Württemberg";1954;"waerme";2008;1005,6;75000;89,5;"Mannheim";"MFH"
68239;"Baden-Württemberg";1994;"waerme";2006;383,15;34710;108,71;"Mannheim";"MFH"
68165;"Baden-Württemberg";1958;"waerme";2004;898,8;102830;137,29;"Mannheim";"MFH"
68167;"Baden-Württemberg";1980;"waerme";2009;6428,4;657000;122,64;"Mannheim";"MFH"
68163;"Baden-Württemberg";1980;"waerme";2006;1368,72;110710;97,07;"Mannheim";"MFH"
68161;"Baden-Württemberg";1918;"erdgas";2004;858;123261,3;172,39;"Mannheim";"MFH"
68259;"Baden-Württemberg";1970;"erdgas";2016;590,4;54000;109,76;"Mannheim";"MFH"
68219;"Baden-Württemberg";1990;"erdgas";2006;748,14;86767,2;139,17;"Mannheim";"MFH"
68309;"Baden-Württemberg";1970;"waerme";2011;6296,4;380600;72,54;"Mannheim";"MFH"
68239;"Baden-Württemberg";1983;"waerme";2007;504,86;41410;98,43;"Mannheim";"MFH"
68165;"Baden-Württemberg";1960;"waerme";2004;2646;256000;116,1;"Mannheim";"MFH"
68199;"Baden-Württemberg";1986;"waerme";2005;337,43;40890;145,41;"Mannheim";"MFH"
68199;"Baden-Württemberg";1920;"waerme";2013;343,2;50000;174,83;"Mannheim";"MFH"
68199;"Baden-Württemberg";1685;"waerme";2005;424,8;24000;67,8;"Mannheim";"MFH"
68163;"Baden-Württemberg";1937;"heizoel";2004;330;41328;150,28;"Mannheim";"MFH"
68199;"Baden-Württemberg";1987;"erdgas";2004;432;49500;137,5;"Mannheim";"MFH"
68163;"Baden-Württemberg";1937;"heizoel";2012;330;34272;124,63;"Mannheim";"MFH"
68159;"Baden-Württemberg";1989;"waerme";2006;6936,84;630250;109,02;"Mannheim";"MFH"
68259;"Baden-Württemberg";1961;"heizoel";2006;342;43303,68;151,94;"Mannheim";"MFH"
68169;"Baden-Württemberg";1986;"waerme";2005;2977,58;302440;121,89;"Mannheim";"MFH"
68259;"Baden-Württemberg";1961;"heizoel";2006;350,4;47376;162,25;"Mannheim";"MFH"
68259;"Baden-Württemberg";1961;"heizoel";2007;325,2;85680;316,16;"Mannheim";"MFH"
68159;"Baden-Württemberg";1970;"heizoel";2015;3075,6;264348;103,14;"Mannheim";"MFH"
68199;"Baden-Württemberg";1950;"erdgas";2005;336;46170;164,89;"Mannheim";"MFH"
68167;"Baden-Württemberg";1900;"waerme";2004;838,8;52289;74,8;"Mannheim";"MFH"
68165;"Baden-Württemberg";1907;"waerme";2007;1113,6;84000;90,52;"Mannheim";"MFH"
68259;"Baden-Württemberg";2000;"erdgas";2007;1510,39;91503;72,7;"Mannheim";"MFH"
68229;"Baden-Württemberg";1996;"erdgas";2006;978,35;103764,6;127,28;"Mannheim";"MFH"
68163;"Baden-Württemberg";1964;"heizoel";2009;312;41328;158,95;"Mannheim";"MFH"
68219;"Baden-Württemberg";1960;"waerme";2014;576;57000;118,75;"Mannheim";"MFH"
68229;"Baden-Württemberg";1960;"heizoel";2014;427,68;50410,08;141,44;"Mannheim";"MFH"
68309;"Baden-Württemberg";1968;"erdgas";2008;883,2;116259,3;157,96;"Mannheim";"MFH"
68163;"Baden-Württemberg";1951;"waerme";2008;1444,44;136070;113,04;"Mannheim";"MFH"
68229;"Baden-Württemberg";1985;"erdgas";2006;316,36;43065;163,35;"Mannheim";"MFH"
68167;"Baden-Württemberg";1950;"waerme";2012;2509,2;165900;79,34;"Mannheim";"MFH"
68199;"Baden-Württemberg";1984;"waerme";2004;314,4;39760;151,76;"Mannheim";"MFH"
68259;"Baden-Württemberg";2001;"erdgas";2006;1448,21;86085,9;71,33;"Mannheim";"MFH"
68199;"Baden-Württemberg";1990;"waerme";2004;2649,97;171360;77,6;"Mannheim";"MFH"
68159;"Baden-Württemberg";1900;"waerme";2009;1173,6;123080;125,85;"Mannheim";"MFH"
68163;"Baden-Württemberg";1958;"erdgas";2004;400,8;31253,4;93,57;"Mannheim";"MFH"
68163;"Baden-Württemberg";1951;"waerme";2006;1444,2;150790;125,29;"Mannheim";"MFH"
68165;"Baden-Württemberg";1956;"waerme";2009;546;30000;65,93;"Mannheim";"MFH"
68259;"Baden-Württemberg";1980;"erdgas";2006;798,83;84715,2;127,26;"Mannheim";"MFH"
68161;"Baden-Württemberg";1975;"waerme";2005;3006;30100;12,02;"Mannheim";"MFH"
68161;"Baden-Württemberg";1950;"waerme";2006;739,2;57000;92,53;"Mannheim";"MFH"
68229;"Baden-Württemberg";1969;"heizoel";2005;319,2;53051,04;199,44;"Mannheim";"MFH"
68239;"Baden-Württemberg";1959;"heizoel";2005;348;34999,98;120,69;"Mannheim";"MFH"
68229;"Baden-Württemberg";1965;"erdgas";2007;1800;144000;96;"Mannheim";"MFH"
68163;"Baden-Württemberg";1955;"waerme";2004;740,16;63985;103,74;"Mannheim";"MFH"
68199;"Baden-Württemberg";2001;"waerme";2006;474,35;55280;139,85;"Mannheim";"MFH"
68259;"Baden-Württemberg";1897;"heizoel";2012;2400;252000;126;"Mannheim";"MFH"
68219;"Baden-Württemberg";1978;"erdgas";2004;5175,17;532870;123,56;"Mannheim";"MFH"
68161;"Baden-Württemberg";1900;"waerme";2006;480;23000;57,5;"Mannheim";"MFH"
68159;"Baden-Württemberg";1963;"waerme";2009;696,6;76280;131,4;"Mannheim";"MFH"
68167;"Baden-Württemberg";1984;"waerme";2011;875,86;69730;95,54;"Mannheim";"MFH"
68259;"Baden-Württemberg";2001;"erdgas";2005;1448,21;77051,7;63,85;"Mannheim";"MFH"
68309;"Baden-Württemberg";1980;"waerme";2009;1108,8;73690;79,75;"Mannheim";"MFH"
68309;"Baden-Württemberg";1961;"waerme";2009;7218,84;412730;68,61;"Mannheim";"MFH"
68167;"Baden-Württemberg";1974;"waerme";2006;3480;471130;162,45;"Mannheim";"MFH"
68307;"Baden-Württemberg";1970;"heizoel";2010;460,8;50400;131,25;"Mannheim";"MFH"
68229;"Baden-Württemberg";1986;"erdgas";2010;747,6;100620;161,51;"Mannheim";"MFH"
68167;"Baden-Württemberg";1900;"waerme";2003;838,8;52289;74,81;"Mannheim";"MFH"
68169;"Baden-Württemberg";1990;"waerme";2010;496,8;41000;99,03;"Mannheim";"MFH"
68239;"Baden-Württemberg";1996;"waerme";2007;464,45;26340;68,06;"Mannheim";"MFH"
68199;"Baden-Württemberg";2001;"waerme";2007;474,35;46520;117,69;"Mannheim";"MFH"
68167;"Baden-Württemberg";1980;"waerme";2004;320,4;38470;144,08;"Mannheim";"MFH"
68305;"Baden-Württemberg";1900;"erdgas";2009;504;35280;84;"Mannheim";"MFH"
68161;"Baden-Württemberg";1900;"waerme";2007;480;23000;57,5;"Mannheim";"MFH"
68305;"Baden-Württemberg";1965;"waerme";2009;350,88;36000;123,12;"Mannheim";"MFH"
68163;"Baden-Württemberg";1937;"heizoel";2007;330;44352;161,28;"Mannheim";"MFH"
68161;"Baden-Württemberg";1962;"heizoel";2002;1200;110000,02;110;"Mannheim";"MFH"
68239;"Baden-Württemberg";1996;"waerme";2007;5417,38;338450;74,97;"Mannheim";"MFH"
68167;"Baden-Württemberg";1910;"waerme";2005;703,2;75550;128,92;"Mannheim";"MFH"
68219;"Baden-Württemberg";1988;"waerme";2015;5074,81;406900;96,22;"Mannheim";"MFH"
68163;"Baden-Württemberg";2000;"waerme";2005;2083,2;118000;67,97;"Mannheim";"MFH"
68239;"Baden-Württemberg";1993;"waerme";2007;517,2;38064;88,31;"Mannheim";"MFH"
68239;"Baden-Württemberg";1890;"erdgas";2010;360;26100;87;"Mannheim";"MFH"
68165;"Baden-Württemberg";1928;"waerme";2006;348;56000;193,1;"Mannheim";"MFH"
68259;"Baden-Württemberg";1965;"erdgas";2009;480;64605,6;161,51;"Mannheim";"MFH"
68163;"Baden-Württemberg";1959;"erdgas";2006;400,8;22743;68,09;"Mannheim";"MFH"
68259;"Baden-Württemberg";1961;"heizoel";2009;300;36288;145,15;"Mannheim";"MFH"
68199;"Baden-Württemberg";1950;"heizoel";2011;590,28;100124,64;203,55;"Mannheim";"MFH"
68239;"Baden-Württemberg";1986;"waerme";2005;490,15;42864;104,94;"Mannheim";"MFH"
68163;"Baden-Württemberg";1937;"heizoel";2008;330;33264;120,96;"Mannheim";"MFH"
68163;"Baden-Württemberg";2006;"waerme";2017;721,2;40220;66,92;"Mannheim";"MFH"
68199;"Baden-Württemberg";1981;"waerme";2014;1070,69;74670;83,69;"Mannheim";"MFH"
68259;"Baden-Württemberg";1965;"heizoel";2012;324;76083,84;281,79;"Mannheim";"MFH"
68199;"Baden-Württemberg";1994;"waerme";2004;669,5;21799;39,07;"Mannheim";"MFH"
68259;"Baden-Württemberg";1998;"waerme";2015;5592,1;451000;96,78;"Mannheim";"MFH"
68219;"Baden-Württemberg";1970;"heizoel";2009;2208,14;345985,92;188,02;"Mannheim";"MFH"
68163;"Baden-Württemberg";1972;"heizoel";2004;408;36999,95;108,82;"Mannheim";"MFH"
68161;"Baden-Württemberg";1901;"waerme";2005;1535,5;117000;91,44;"Mannheim";"MFH"
68169;"Baden-Württemberg";1950;"waerme";2004;540;23000;51,11;"Mannheim";"MFH"
68309;"Baden-Württemberg";1972;"waerme";2005;15260,4;1726600;135,77;"Mannheim";"MFH"
68163;"Baden-Württemberg";1937;"heizoel";2005;330;35280;128,29;"Mannheim";"MFH"
68159;"Baden-Württemberg";1992;"waerme";2003;486;44000;108,64;"Mannheim";"MFH"
68219;"Baden-Württemberg";2002;"erdgas";2012;1596;41688,72;31,34;"Mannheim";"MFH"
68239;"Baden-Württemberg";1983;"waerme";2006;435,18;43000;118,57;"Mannheim";"MFH"
68239;"Baden-Württemberg";1982;"waerme";2007;421,91;40020;113,82;"Mannheim";"MFH"
68307;"Baden-Württemberg";1962;"waerme";2015;1666,8;180000;129,59;"Mannheim";"MFH"
68161;"Baden-Württemberg";1951;"heizoel";2005;493,2;69999,96;170,32;"Mannheim";"MFH"
68165;"Baden-Württemberg";1950;"heizoel";2010;720;90720;151,2;"Mannheim";"MFH"
68163;"Baden-Württemberg";2008;"waerme";2009;1925,27;78206;48,75;"Mannheim";"MFH"
68161;"Baden-Württemberg";1955;"waerme";2004;909,6;87000;114,77;"Mannheim";"MFH"
68199;"Baden-Württemberg";1924;"waerme";2013;640,8;40000;74,91;"Mannheim";"MFH"
68219;"Baden-Württemberg";1924;"heizoel";2015;480;60480;151,2;"Mannheim";"MFH"
68199;"Baden-Württemberg";1990;"waerme";2014;2649,97;174710;79,12;"Mannheim";"MFH"
68309;"Baden-Württemberg";1996;"waerme";2005;14400;596372;49,7;"Mannheim";"MFH"
68169;"Baden-Württemberg";1975;"waerme";2006;8279,89;739680;107,2;"Mannheim";"MFH"
68259;"Baden-Württemberg";1984;"erdgas";2006;4871,24;466600;114,94;"Mannheim";"MFH"
68239;"Baden-Württemberg";1995;"waerme";2007;591,65;44970;91,2;"Mannheim";"MFH"
68163;"Baden-Württemberg";1937;"heizoel";2006;330;36086,4;131,22;"Mannheim";"MFH"
68239;"Baden-Württemberg";1993;"waerme";2008;517,2;41477;96,23;"Mannheim";"MFH"
68219;"Baden-Württemberg";1992;"waerme";2015;3955,8;290230;88,04;"Mannheim";"MFH"
68259;"Baden-Württemberg";1994;"erdgas";2002;366;51000;167,21;"Mannheim";"MFH"
68199;"Baden-Württemberg";1954;"waerme";2006;382,1;37510;117,8;"Mannheim";"MFH"
68305;"Baden-Württemberg";1960;"heizoel";2005;396;72576;219,93;"Mannheim";"MFH"
68159;"Baden-Württemberg";1972;"waerme";2005;1270,8;195030;184,16;"Mannheim";"MFH"
68167;"Baden-Württemberg";1990;"waerme";2005;4273,46;302430;84,92;"Mannheim";"MFH"
68163;"Baden-Württemberg";1937;"heizoel";2008;330;43344;157,61;"Mannheim";"MFH"
68161;"Baden-Württemberg";1953;"waerme";2010;960;250000;312,5;"Mannheim";"MFH"
68229;"Baden-Württemberg";1955;"erdgas";2007;603,6;45767,7;90,99;"Mannheim";"MFH"
68165;"Baden-Württemberg";1900;"waerme";2010;443,46;49030;132,67;"Mannheim";"MFH"
68159;"Baden-Württemberg";1992;"waerme";2007;979,81;74520;91,27;"Mannheim";"MFH"
68161;"Baden-Württemberg";1962;"waerme";2006;1325,04;117190;106,13;"Mannheim";"MFH"
68309;"Baden-Württemberg";1972;"waerme";2006;15260,4;1713029;134,7;"Mannheim";"MFH"
68165;"Baden-Württemberg";1958;"waerme";2013;637,2;64350;121,19;"Mannheim";"MFH"
68199;"Baden-Württemberg";1993;"waerme";2016;351;34030;116,35;"Mannheim";"MFH"
68199;"Baden-Württemberg";1991;"waerme";2014;2976,38;194610;78,46;"Mannheim";"MFH"
68199;"Baden-Württemberg";2014;"waerme";2015;516;28000;65,12;"Mannheim";"MFH"
68259;"Baden-Württemberg";1984;"erdgas";2005;4871,24;537730;132,47;"Mannheim";"MFH"
68163;"Baden-Württemberg";1993;"erdgas";2004;565,36;55655,1;118,13;"Mannheim";"MFH"
68161;"Baden-Württemberg";1955;"waerme";2010;4260;347000;97,75;"Mannheim";"MFH"
68259;"Baden-Württemberg";1964;"heizoel";2004;819,6;99999,95;146,41;"Mannheim";"MFH"
68305;"Baden-Württemberg";1978;"heizoel";2006;600;80640;161,28;"Mannheim";"MFH"
68259;"Baden-Württemberg";1993;"erdgas";2013;582,01;86240;177,81;"Mannheim";"MFH"
68219;"Baden-Württemberg";1995;"erdgas";2004;389,09;47557,8;146,68;"Mannheim";"MFH"
68229;"Baden-Württemberg";1985;"erdgas";2006;301,66;33214,5;132,13;"Mannheim";"MFH"
68161;"Baden-Württemberg";1962;"waerme";2009;836,4;110240;158,16;"Mannheim";"MFH"
68259;"Baden-Württemberg";1986;"erdgas";2007;957,48;80020;100,28;"Mannheim";"MFH"
68219;"Baden-Württemberg";1998;"erdgas";2004;420,43;33176,7;94,69;"Mannheim";"MFH"
68163;"Baden-Württemberg";1980;"waerme";2006;1368,72;110710;97,06;"Mannheim";"MFH"
68229;"Baden-Württemberg";1996;"erdgas";2010;978,35;103505,4;126,96;"Mannheim";"MFH"
68167;"Baden-Württemberg";1985;"erdgas";2006;771,72;124635,6;193,8;"Mannheim";"MFH"
68259;"Baden-Württemberg";2004;"erdgas";2007;2850,48;226236,6;95,24;"Mannheim";"MFH"
68239;"Baden-Württemberg";1996;"waerme";2015;2875,64;173920;72,58;"Mannheim";"MFH"
68165;"Baden-Württemberg";1950;"waerme";2005;1343,8;149626;133,61;"Mannheim";"MFH"
68309;"Baden-Württemberg";1935;"heizoel";2011;307,2;42840;167,34;"Mannheim";"MFH"
68199;"Baden-Württemberg";1989;"waerme";2003;3748,69;917000;293,54;"Mannheim";"MFH"
68309;"Baden-Württemberg";1967;"waerme";2011;13514,4;2005600;178,09;"Mannheim";"MFH"
68169;"Baden-Württemberg";1983;"waerme";2005;5791,97;623570;129,19;"Mannheim";"MFH"
68169;"Baden-Württemberg";1970;"waerme";2003;636;50000;94,34;"Mannheim";"MFH"
68165;"Baden-Württemberg";1950;"waerme";2014;570;1e+05;210,53;"Mannheim";"MFH"
68259;"Baden-Württemberg";2002;"erdgas";2006;757,56;55161;87,38;"Mannheim";"MFH"
68159;"Baden-Württemberg";1953;"waerme";2004;526,2;92680;211,36;"Mannheim";"MFH"
68199;"Baden-Württemberg";1907;"waerme";2007;480;93000;232,5;"Mannheim";"MFH"
68239;"Baden-Württemberg";1960;"heizoel";2008;475,2;65600,64;165,66;"Mannheim";"MFH"
68239;"Baden-Württemberg";2000;"waerme";2014;3734,4;169000;54,31;"Mannheim";"MFH"
68161;"Baden-Württemberg";1900;"waerme";2008;480;23000;57,5;"Mannheim";"MFH"
68219;"Baden-Württemberg";1995;"erdgas";2007;1118,94;105042,6;112,65;"Mannheim";"MFH"
68199;"Baden-Württemberg";1997;"waerme";2004;724,73;35900;59,44;"Mannheim";"MFH"
68199;"Baden-Württemberg";1910;"waerme";2010;432;15000;41,67;"Mannheim";"MFH"
68169;"Baden-Württemberg";1950;"waerme";2006;359,8;52900;176,44;"Mannheim";"MFH"
68169;"Baden-Württemberg";1950;"waerme";2007;359,8;52900;176,44;"Mannheim";"MFH"
68169;"Baden-Württemberg";1995;"waerme";2008;521,05;35980;82,86;"Mannheim";"MFH"
68199;"Baden-Württemberg";1995;"waerme";2010;744,02;73310;118,24;"Mannheim";"MFH"
68159;"Baden-Württemberg";1966;"heizoel";2013;456;60480;159,16;"Mannheim";"MFH"
68169;"Baden-Württemberg";1909;"erdgas";2008;960;63000;78,75;"Mannheim";"MFH"
68309;"Baden-Württemberg";1980;"erdgas";2006;4772,4;381961,8;96,04;"Mannheim";"MFH"
68169;"Baden-Württemberg";1912;"erdgas";2007;960;63000;78,75;"Mannheim";"MFH"
68169;"Baden-Württemberg";1912;"erdgas";2008;960;54000;67,5;"Mannheim";"MFH"
68161;"Baden-Württemberg";1960;"waerme";2012;706,8;117400;199,32;"Mannheim";"MFH"
68239;"Baden-Württemberg";1995;"waerme";2007;1954,58;117707;72,27;"Mannheim";"MFH"
68199;"Baden-Württemberg";1925;"erdgas";2008;324;26100;96,67;"Mannheim";"MFH"
68259;"Baden-Württemberg";1983;"erdgas";2013;1158,85;162520;168,29;"Mannheim";"MFH"
68163;"Baden-Württemberg";1960;"erdgas";2008;795,6;118047,6;178,05;"Mannheim";"MFH"
68219;"Baden-Württemberg";1978;"waerme";2004;518,4;49810;115,3;"Mannheim";"MFH"
68165;"Baden-Württemberg";1980;"erdgas";2009;1568,4;124650;95,37;"Mannheim";"MFH"
68219;"Baden-Württemberg";1996;"erdgas";2005;569,89;88498,8;186,35;"Mannheim";"MFH"
68259;"Baden-Württemberg";1984;"erdgas";2008;554,32;53230,5;115,23;"Mannheim";"MFH"
68239;"Baden-Württemberg";1993;"waerme";2016;2204,39;166030;90,39;"Mannheim";"MFH"
68199;"Baden-Württemberg";1994;"waerme";2003;452,4;48000;127,32;"Mannheim";"MFH"
68169;"Baden-Württemberg";1950;"waerme";2005;596,4;56850;114,39;"Mannheim";"MFH"
68259;"Baden-Württemberg";2001;"erdgas";2007;1448,21;68282,1;56,58;"Mannheim";"MFH"
68199;"Baden-Württemberg";1991;"waerme";2006;371,4;38460;124,26;"Mannheim";"MFH"
