STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        183;20181019;   10;   9.8;   3.2;    3;   0.0;   6;    7.100;   0;   4.3;   9.8; 1020.09;   10.1;   78.83;   12.5;    6.9;    4.9;eor
        183;20181020;   10;  12.8;   6.2;    3;   0.1;   6;    0.650;   0;   5.3;  10.2; 1021.08;   11.2;   76.71;   12.5;    9.9;    8.4;eor
        183;20181021;   10;  10.8;   5.3;    3;   2.2;   6;    6.900;   0;   4.8;  11.0; 1021.40;   11.4;   81.79;   15.0;    6.9;    4.8;eor
        183;20181022;   10;  17.9;   9.1;    3;   9.3;   6;    6.133;   0;   5.6;   9.7; 1019.02;   10.9;   73.63;   12.5;    9.2;    8.2;eor
        183;20181023;   10;  26.2;  15.4;    3;   3.3;   6;    2.000;   0;   7.3;  10.6; 1000.15;   10.9;   81.08;   12.8;    7.7;    6.0;eor
        183;20181024;   10;  22.2;   8.7;    3;   2.5;   6;    7.033;   0;   4.6;   7.5; 1006.04;    9.0;   65.79;   10.5;    6.5;    5.3;eor
        183;20181025;   10;  23.4;  12.2;    3;   0.5;   6;    2.417;   0;   7.5;  10.1; 1000.73;   10.9;   77.33;   12.1;    9.3;    8.3;eor
        183;20181026;   10;  15.8;   8.7;    3;   5.8;   6;    0.067;   0;   7.4;  10.1;  996.70;    9.1;   86.96;   10.5;    7.4;    6.3;eor
        183;20181027;   10;  19.2;   8.4;    3;   2.3;   6;    0.083;   0;   7.5;   8.2;  996.86;    6.2;   86.67;    7.8;    4.8;    4.0;eor
        183;20181028;   10;  23.0;  11.1;    3;   2.2;   6;    1.667;   0;   7.5;   7.4; 1013.05;    6.4;   76.67;    8.0;    5.0;    4.0;eor
        183;20181029;   10;  25.4;  12.0;    3;   1.2;   6;    0.000;   0;   7.9;   8.7; 1006.68;    7.4;   84.46;    8.1;    6.4;    5.4;eor
        183;20181030;   10;  21.0;   8.9;    3;   0.5;   6;    3.750;   0;   6.2;  11.1;  990.55;   11.6;   80.92;   16.6;    8.0;    7.4;eor
        183;20181031;   10;  23.8;   9.7;    3;   0.0;   0;    4.917;   0;   6.5;   8.9; 1008.47;    9.6;   74.04;   11.9;    7.7;    4.6;eor
        183;20181101;   10;  10.1;   4.5;    3;   0.0;   0;    4.083;   0;   5.5;  10.9; 1009.84;   10.1;   87.71;   11.2;    8.7;    7.1;eor
        183;20181102;   10;  13.5;   7.7;    3;   0.0;   0;    3.950;   0;   3.5;   9.7; 1013.54;    8.6;   86.96;   12.3;    5.3;    3.6;eor
        183;20181103;   10;   8.0;   4.4;    3;   0.0;   0;    8.567;   0;   1.3;   9.0; 1023.50;    6.9;   90.79;   11.4;    4.0;    2.3;eor
        183;20181104;   10;  12.6;   6.2;    3;   0.0;   0;    1.000;   0;   6.1;  10.3; 1017.76;    9.3;   87.71;   10.4;    7.4;    5.0;eor
        183;20181105;   10;   9.6;   4.4;    3;   0.0;   0;    0.000;   0;   7.9;  11.9; 1010.05;    9.9;   97.29;   10.3;    9.4;    7.9;eor
        183;20181106;   10;  10.2;   4.9;    3;   0.0;   0;    7.583;   0;   2.5;  11.1; 1006.35;   10.8;   85.13;   12.7;    9.5;    8.2;eor
        183;20181107;   10;   8.7;   4.5;    3;   0.0;   0;    7.150;   0;   2.3;  11.3; 1007.00;   10.1;   91.08;   12.1;    7.6;    5.2;eor
        183;20181108;   10;   9.0;   4.4;    3;   0.0;   6;    2.567;   0;   6.4;  11.2; 1014.26;    9.4;   94.46;   12.1;    6.4;    4.4;eor
        183;20181109;   10;   9.6;   3.6;    3;   0.0;   6;    0.000;   0;   8.0;  11.2; 1013.27;    8.8;   98.83;    9.8;    7.4;    7.5;eor
        183;20181110;   10;  12.2;   6.7;    3;   0.0;   6;    0.167;   0;   8.0;  10.6; 1005.68;    8.7;   94.71;   10.3;    7.3;    7.3;eor
        183;20181111;   10;  11.5;   7.2;    3;   1.3;   6;    0.600;   0;   7.6;  10.8; 1005.45;    9.4;   91.79;   10.2;    8.7;    8.2;eor
        183;20181112;   10;  15.3;   6.0;    3;   1.5;   6;    0.000;   0;   7.9;  11.7; 1009.80;   10.3;   93.00;   12.2;    9.2;    7.9;eor
        183;20181113;   10;  16.5;   7.3;    3;   1.2;   6;    0.017;   0;   7.6;  11.3; 1013.76;    9.7;   93.92;   10.4;    8.7;    7.5;eor
        183;20181114;   10;  15.8;   7.8;    3;   0.0;   6;    0.050;   0;   7.8;  10.9; 1021.45;    9.3;   92.63;   10.5;    7.5;    7.0;eor
        183;20181115;   10;  11.4;   5.2;    3;   0.0;   0;    5.250;   0;   4.2;  10.0; 1025.90;    8.7;   89.21;   10.5;    7.7;    7.0;eor
        183;20181116;   10;  13.8;   6.9;    3;   0.0;   0;    7.883;   0;   1.3;   8.0; 1031.57;    7.8;   75.46;    9.2;    5.3;    5.0;eor
        183;20181117;   10;  10.4;   3.9;    3;   0.0;   0;    7.133;   0;   3.8;   7.3; 1035.15;    5.7;   79.33;    7.1;    4.5;    2.0;eor
        183;20181118;   10;  23.5;  11.1;    3;   0.6;   6;    0.000;   0;   7.8;   8.3; 1028.13;    6.8;   83.67;    8.0;    5.1;    3.5;eor
        183;20181119;   10;  23.5;  11.4;    3;   3.6;   6;    0.583;   0;   7.0;   7.7; 1022.61;    6.5;   79.54;    7.5;    4.8;    4.2;eor
        183;20181120;   10;  22.2;   5.9;    3;   0.0;   0;    0.083;   0;   7.3;   6.9; 1018.55;    5.6;   75.33;    6.5;    4.8;    4.1;eor
        183;20181121;   10;  19.6;   5.7;    3;   0.0;   0;    2.983;   0;   5.5;   6.7; 1020.36;    5.0;   77.21;    5.9;    3.1;    2.9;eor
        183;20181122;   10;  13.3;   4.0;    3;   0.0;   0;    0.000;   0;   7.8;   5.8; 1021.60;    2.2;   80.63;    3.5;    0.9;    0.9;eor
        183;20181123;   10;   8.9;   4.3;    3;   0.0;   6;    0.000;   0;   7.9;   6.0; 1017.71;    1.5;   88.17;    2.7;    0.6;    0.8;eor
        183;20181124;   10;   5.4;   2.4;    3;   0.0;   6;    0.000;   0;   8.0;   6.8; 1010.66;    3.3;   87.46;    5.2;    1.8;    1.7;eor
        183;20181125;   10;  14.9;   6.7;    3;   0.0;   6;    0.000;   0;   7.9;   7.6; 1009.89;    5.8;   82.08;    6.6;    4.8;    3.6;eor
        183;20181126;   10;  13.5;   6.8;    3;   0.0;   6;    2.733;   0;   5.3;   6.3; 1011.96;    4.7;   74.00;    6.4;    1.4;   -0.8;eor
        183;20181127;   10;  10.4;   3.6;    3;   0.0;   8;    0.017;   0;   7.4;   5.3; 1018.15;    2.3;   73.75;    3.9;    0.4;   -0.7;eor
        183;20181128;   10;  18.9;   7.2;    3;   0.0;   0;    6.783;   0;   4.7;   5.2; 1023.22;    2.8;   69.63;    4.3;    0.2;   -1.5;eor
        183;20181129;   10;  20.9;  13.4;    3;   0.4;   8;    0.000;   0;   7.9;   4.6; 1014.17;    1.5;   67.17;    2.5;    0.1;   -0.6;eor
        183;20181130;   10;  18.5;  11.8;    3;   0.2;   8;    0.000;   0;   7.5;   5.2; 1008.09;    1.6;   75.38;    2.2;    1.1;   -0.3;eor
        183;20181201;   10;  12.6;   7.9;    3;   0.0;   0;    0.000;   0;   7.8;   7.6; 1006.43;    3.5;   96.58;    5.6;    1.4;    1.0;eor
        183;20181202;   10;  13.1;   8.2;    3;   3.8;   6;    0.000;   0;   7.9;   8.4;  995.47;    5.3;   94.17;    7.9;    4.2;    4.1;eor
        183;20181203;   10;  12.9;   7.5;    3;   6.2;   6;    0.717;   0;   7.6;  11.1;  990.71;    9.1;   95.17;   11.1;    7.5;    6.5;eor
        183;20181204;   10;  20.7;  12.0;    3;   0.0;   0;    5.917;   0;   2.5;   7.2; 1003.45;    6.2;   75.54;    8.7;    4.8;    3.3;eor
        183;20181205;   10;  16.2;   7.9;    3;   1.6;   6;    3.500;   0;   4.1;   7.0; 1018.43;    4.1;   84.79;    6.0;    1.6;   -0.6;eor
        183;20181206;   10;  14.1;   8.7;    3;   5.5;   8;    0.000;   0;   7.8;   7.2; 1008.71;    3.8;   88.75;    7.8;    2.4;    1.8;eor
        183;20181207;   10;  17.7;   8.5;    3;   6.3;   6;    0.000;   0;   7.8;  11.5;  995.15;    9.1;   99.13;    9.8;    7.8;    7.6;eor
        183;20181208;   10;  22.1;  13.0;    3;   3.8;   6;    0.000;   0;   7.6;   8.7;  986.53;    6.5;   89.29;    9.0;    4.4;    3.9;eor
        183;20181209;   10;  19.9;   9.8;    3;   0.1;   6;    0.050;   0;   7.3;   8.5;  982.67;    6.2;   88.96;    7.1;    4.8;    3.4;eor
        183;20181210;   10;  19.5;  10.6;    3;   1.6;   8;    1.200;   0;   6.4;   6.8;  997.37;    5.4;   76.29;    6.0;    4.0;    3.2;eor
        183;20181211;   10;  16.3;   6.8;    3;   0.5;   6;    0.000;   0;   7.4;   6.9; 1008.53;    4.5;   81.54;    5.3;    3.2;    2.7;eor
        183;20181212;   10;  18.6;  11.5;    3;   1.7;   8;    0.867;   0;   7.3;   7.2; 1020.82;    4.6;   85.17;    6.1;    2.5;    2.1;eor
        183;20181213;   10;  17.5;   8.3;    3;   0.9;   8;    0.200;   0;   7.4;   6.6; 1021.20;    3.4;   84.71;    4.3;    1.7;    0.2;eor
        183;20181214;   10;  13.1;   4.6;    3;   0.0;   8;    0.000;   0;   7.9;   5.4; 1023.11;    2.0;   77.13;    3.1;    1.3;    0.1;eor
        183;20181215;   10;  13.5;   4.3;    3;   0.0;   8;    0.000;   0;   7.8;   5.4; 1024.23;    1.4;   79.79;    2.8;    0.1;   -0.4;eor
        183;20181216;   10;  14.0;   6.9;    3;   0.0;   0;    0.067;   0;   6.9;   4.6; 1013.38;    0.9;   69.83;    2.2;   -0.3;   -0.6;eor
        183;20181217;   10;   7.4;   3.7;    3;   0.0;   6;    2.783;   0;   7.4;   4.9; 1015.55;    0.2;   78.50;    1.3;   -0.8;   -1.2;eor
        183;20181218;   10;  11.5;   5.5;    3;   0.0;   6;    0.000;   0;   8.0;   6.9; 1019.28;    2.4;   94.46;    3.4;    1.0;    0.7;eor
        183;20181219;   10;  16.3;   7.9;    3;   1.3;   8;    0.000;   0;   7.8;   6.7; 1012.31;    2.4;   91.75;    3.1;    1.5;    1.4;eor
        183;20181220;   10;   8.2;   4.3;    3;   0.3;   6;    0.000;   0;   8.0;   7.2; 1008.86;    3.0;   95.29;    3.9;    2.1;    1.9;eor
        183;20181221;   10;  14.6;   6.4;    3;  14.5;   8;    0.000;   0;   8.0;   8.2;  999.30;    4.3;   98.00;    5.0;    3.6;    3.0;eor
        183;20181222;   10;  16.3;   4.7;    3;   1.9;   6;    0.000;   0;   7.9;   7.3; 1000.19;    3.1;   94.42;    4.6;    2.4;    1.9;eor
        183;20181223;   10;  14.6;   6.3;    3;   1.3;   8;    0.000;   0;   7.8;   7.3; 1007.83;    3.2;   94.63;    6.0;    0.6;    0.3;eor
        183;20181224;   10;  12.5;   5.7;    3;   0.1;   8;    1.700;   0;   7.6;   5.4; 1017.02;    1.3;   79.25;    4.5;   -1.6;   -2.2;eor
        183;20181225;   10;  17.3;  11.8;    3;   0.0;   0;    2.117;   0;   7.5;   7.8; 1017.69;    5.4;   87.42;    6.1;    4.3;    3.6;eor
        183;20181226;   10;  17.3;   8.8;    3;   0.2;   6;    1.633;   0;   7.5;   8.2; 1017.61;    6.0;   87.63;    7.4;    5.3;    4.8;eor
        183;20181227;   10;  18.2;  12.6;    3;   0.3;   6;    0.000;   0;   7.3;   9.5; 1014.39;    6.4;   98.13;    6.9;    5.9;    5.5;eor
        183;20181228;   10;  14.7;   8.0;    3;   0.9;   6;    2.183;   0;   7.7;   8.6; 1016.48;    6.0;   92.17;    6.4;    5.2;    4.4;eor
        183;20181229;   10;  14.6;   8.9;    3;   5.1;   6;    0.017;   0;   7.8;   9.3; 1014.71;    6.4;   97.08;    6.9;    6.0;    5.7;eor
        183;20181230;   10;  19.1;   8.7;    3;   0.0;   0;    2.533;   0;   5.1;   8.1; 1015.19;    5.3;   90.58;    6.7;    4.0;    2.5;eor
        183;20181231;   10;  21.4;   6.9;    3;   0.7;   6;    0.000;   0;   7.9;   8.2; 1021.26;    5.2;   92.71;    7.1;    3.8;    2.4;eor
        183;20190101;   10;  28.1;  16.5;    3;   0.2;   6;    4.350;   0;   6.7;   7.4; 1004.11;    6.1;   78.46;    7.1;    4.7;    4.2;eor
        183;20190102;   10;  26.6;   8.2;    3;   0.0;   6;    6.350;   0;   2.3;   4.2; 1017.93;    2.9;   55.50;    5.7;    1.5;   -0.2;eor
        183;20190103;   10;  18.2;   5.6;    3;   0.0;   8;    3.067;   0;   5.9;   5.1; 1027.07;    2.8;   67.71;    4.0;    0.9;   -2.0;eor
        183;20190104;   10;  15.2;   8.4;    3;   0.0;   8;    1.300;   0;   7.2;   7.6; 1018.23;    4.3;   91.08;    5.8;    1.9;    0.8;eor
        183;20190105;   10;  13.6;   6.1;    3;   0.0;   0;    1.967;   0;   5.5;   7.5; 1015.02;    4.6;   88.33;    6.1;    2.2;    0.2;eor
        183;20190106;   10;   9.3;   3.6;    3;   0.0;   6;    5.983;   0;   6.7;   5.3; 1022.38;    2.0;   75.75;    4.2;   -0.3;   -2.4;eor
        183;20190107;   10;  16.0;   7.1;    3;   5.3;   6;    0.000;   0;   7.9;   7.6; 1015.73;    3.5;   96.83;    6.1;    1.2;    0.6;eor
        183;20190108;   10;  19.9;  10.1;    3;   5.1;   8;    0.000;   0;   7.4;   7.9;  990.49;    4.5;   93.63;    6.2;    2.3;    1.9;eor
        183;20190109;   10;  21.5;  10.4;    3;   0.3;   8;    0.000;   0;   7.4;   6.1; 1004.70;    2.0;   85.92;    2.6;    1.0;   -0.4;eor
        183;20190110;   10;  12.6;   4.1;    3;   0.3;   8;    0.000;   0;   7.9;   5.2; 1017.15;    0.3;   83.75;    1.3;   -0.8;   -1.5;eor
        183;20190111;   10;  16.0;   8.8;    3;   0.3;   8;    1.117;   0;   7.5;   7.7; 1007.13;    3.8;   94.79;    5.8;    0.6;    0.6;eor
        183;20190112;   10;  17.9;   9.2;    3;   4.7;   6;    0.000;   0;   7.8;   7.7;  999.73;    4.2;   93.67;    5.3;    1.4;    0.8;eor
        183;20190113;   10;  20.3;  11.7;    3;   6.1;   8;    0.000;   0;   7.8;   8.4;  984.07;    5.3;   94.33;    6.7;    4.4;    3.8;eor
        183;20190114;   10;  25.8;  13.5;    3;   0.6;   8;    4.450;   1;   3.4;   4.9;  991.25;    1.9;   69.25;    4.4;   -0.9;   -0.8;eor
        183;20190115;   10;  23.2;  12.6;    3;   6.3;   8;    0.383;   0;   7.0;   7.5;  997.65;    4.3;   89.08;    6.1;    1.9;    0.8;eor
        183;20190116;   10;  18.5;  11.3;    3;   1.6;   8;    0.000;   0;   7.7;   8.6;  995.11;    5.7;   93.67;    6.5;    4.1;    4.0;eor
        183;20190117;   10;  19.8;  10.8;    3;   0.2;   8;    0.733;   0;   7.5;   6.8;  989.16;    3.5;   85.71;    5.1;   -0.5;   -0.6;eor
        183;20190118;   10;  11.7;   6.1;    3;   0.0;   6;    5.100;   0;   4.0;   4.7; 1007.35;    0.9;   72.25;    2.8;   -0.9;   -2.0;eor
        183;20190119;   10;  12.2;   6.0;    3;   0.0;   0;    0.617;   0;   7.3;   6.0; 1013.62;    1.2;   89.79;    2.9;   -1.2;   -1.5;eor
        183;20190120;   10;   9.1;   5.2;    3;   0.0;   0;    0.200;   0;   7.8;   5.3; 1014.71;   -0.9;   92.96;    0.7;   -1.9;   -2.6;eor
        183;20190121;   10;  14.1;   8.6;    3;   4.1;   8;    0.150;   0;   7.8;   5.1; 1012.32;   -1.5;   92.63;    1.3;   -3.0;   -3.3;eor
        183;20190122;   10;  11.3;   6.5;    3;   0.0;   8;    0.000;   0;   7.3;   5.5; 1005.73;   -0.5;   93.17;    1.1;   -1.7;   -3.0;eor
        183;20190123;   10;  13.6;   7.2;    3;   0.0;   0;    5.883;   0;   3.9;   4.0; 1002.59;   -2.4;   78.71;   -0.9;   -3.5;   -4.6;eor
        183;20190124;   10;  11.7;   5.1;    3;   0.0;   7;    3.183;   0;   6.7;   3.8; 1008.97;   -3.3;   78.08;   -1.1;   -5.9;   -5.8;eor
        183;20190125;   10;  10.6;   4.5;    3;   0.1;   8;    0.000;   0;   8.0;   3.5; 1008.24;   -4.5;   79.33;   -3.2;   -5.5;   -5.4;eor
        183;20190126;   10;  10.6;   5.3;    3;   1.7;   8;    0.000;   1;   7.8;   5.1;  996.01;   -1.5;   91.83;    1.1;   -3.5;   -3.7;eor
        183;20190127;   10;  12.2;   7.3;    3;   1.6;   6;    0.000;   0;   8.0;   7.0;  983.02;    2.2;   98.38;    3.0;    1.1;    0.8;eor
        183;20190128;   10;  10.6;   5.1;    3;   0.0;   8;    0.433;   0;   8.0;   6.9;  984.95;    2.5;   94.71;    3.8;    1.2;    0.8;eor
        183;20190129;   10;  12.9;   7.0;    3;   0.0;   6;    2.917;   0;   7.3;   5.6;  994.76;    1.2;   84.38;    2.6;   -0.8;   -2.0;eor
        183;20190130;   10;  17.7;   7.0;    3;   0.0;   0;    1.917;   0;   7.5;   5.5;  997.40;    1.3;   81.83;    2.7;   -1.0;   -2.0;eor
        183;20190131;   10;  15.3;   7.1;    3;   0.0;   0;    0.000;   0;   7.8;   5.2;  996.40;    0.4;   83.25;    1.2;    0.0;   -0.7;eor
        183;20190201;   10;  14.0;   6.2;    3;   0.0;   4;    0.183;   0;   7.5;   5.5;  994.16;    0.9;   84.58;    1.5;    0.1;   -0.1;eor
        183;20190202;   10;  13.0;   6.6;    3;   6.1;   8;    0.000;   0;   7.8;   6.5;  993.20;    1.6;   94.88;    2.4;    0.6;    0.1;eor
        183;20190203;   10;  13.7;   7.4;    3;   0.1;   8;    0.000;   0;   7.2;   6.0; 1007.40;    1.8;   85.75;    2.2;    1.1;    0.1;eor
        183;20190204;   10;  16.5;   8.0;    3;   0.1;   8;    5.133;   0;   4.9;   5.6; 1017.68;    1.4;   83.92;    4.2;   -1.3;   -3.7;eor
        183;20190205;   10;  19.2;  11.7;    3;   0.0;   6;    1.050;   0;   7.5;   6.8; 1015.44;    2.9;   89.25;    4.5;    0.6;    0.1;eor
        183;20190206;   10;  15.1;   8.1;    3;   4.0;   8;    0.050;   0;   7.8;   6.9; 1016.05;    2.8;   92.58;    3.8;    1.8;    1.5;eor
        183;20190207;   10;  16.6;   7.6;    3;   0.9;   6;    0.000;   0;   7.7;   7.0; 1003.91;    3.4;   90.38;    4.3;    2.8;    1.9;eor
        183;20190208;   10;  15.3;   9.9;    3;   0.8;   6;    2.000;   0;   7.7;   7.5; 1002.61;    5.3;   83.71;    7.2;    4.0;    3.3;eor
        183;20190209;   10;  21.6;  11.2;    3;   1.3;   6;    1.217;   0;   7.5;   7.5;  993.36;    6.3;   78.58;    8.8;    4.6;    4.0;eor
        183;20190210;   10;  17.7;   8.0;    3;  11.0;   8;    0.000;   0;   6.8;   7.9;  988.65;    4.9;   91.21;    6.7;    3.4;    2.9;eor
        183;20190211;   10;  20.1;   9.7;    3;   0.0;   6;    0.733;   0;   5.4;   6.5;  997.68;    3.2;   84.21;    4.1;    2.2;    0.6;eor
        183;20190212;   10;  18.0;   8.3;    3;   0.6;   6;    8.100;   0;   5.1;   5.8; 1018.90;    2.6;   78.79;    4.2;    1.8;    0.8;eor
        183;20190213;   10;  20.2;  12.6;    3;   0.1;   6;    1.967;   0;   7.7;   8.6; 1021.38;    5.3;   96.21;    6.5;    3.8;    3.1;eor
        183;20190214;   10;  15.5;   8.6;    3;   0.0;   6;    0.000;   0;   8.0;   8.2; 1027.25;    4.7;   96.21;    5.9;    1.7;    0.5;eor
        183;20190215;   10;  10.6;   6.6;    3;   0.1;   4;    5.350;   0;   4.2;   7.1; 1026.23;    4.1;   87.50;    7.9;    1.6;    0.0;eor
        183;20190216;   10;  13.9;   8.8;    3;   0.0;   0;    8.900;   0;   3.1;   6.9; 1017.86;    6.5;   71.04;   11.1;    3.3;    0.7;eor
        183;20190217;   10;  13.3;   5.9;    3;   0.0;   0;    3.600;   0;   6.9;   9.2; 1017.80;    7.5;   88.54;   10.3;    4.9;    3.7;eor
        183;20190218;   10;   9.2;   5.2;    3;   0.0;   0;    9.050;   0;   4.3;   7.9; 1012.46;    6.5;   82.38;   11.1;    3.0;    1.5;eor
        183;20190219;   10;  19.8;  10.9;    3;   0.5;   6;    0.517;   0;   6.4;   7.7; 1005.19;    5.1;   87.71;    7.6;    2.7;    0.6;eor
        183;20190220;   10;  19.4;  10.8;    3;   8.9;   6;    4.383;   0;   6.5;   8.2; 1011.91;    5.5;   91.25;    7.2;    4.4;    3.7;eor
        183;20190221;   10;  18.8;  10.5;    3;   3.4;   8;    0.000;   0;   7.8;   8.8; 1014.81;    5.5;   97.54;    6.6;    2.2;    1.9;eor
        183;20190222;   10;  18.5;   6.8;    3;   0.0;   0;    7.250;   0;   5.1;   4.9; 1034.48;    1.4;   72.08;    3.5;   -0.1;   -1.6;eor
        183;20190223;   10;  10.2;   6.0;    3;   0.0;   0;    8.267;   0;   3.9;   4.2; 1037.37;    1.6;   62.08;    5.2;   -1.1;   -2.7;eor
        183;20190224;   10;  11.4;   7.2;    3;   0.0;   0;    8.883;   0;   3.5;   6.1; 1032.05;    4.3;   73.29;    8.5;    0.8;   -0.7;eor
        183;20190225;   10;  13.9;   7.9;    3;   0.0;   0;    4.750;   0;   7.1;   7.9; 1029.58;    4.4;   94.50;    7.7;    0.8;    1.5;eor
        183;20190226;   10;  11.1;   5.9;    3;   0.0;   4;    0.900;   0;   8.0;   7.9; 1026.68;    3.8;   97.83;    6.6;    1.2;    0.4;eor
        183;20190227;   10;  16.8;   9.1;    3;   0.0;   0;    9.667;   0;   2.0;   6.9; 1016.91;    6.1;   74.00;    9.9;    2.6;    1.0;eor
        183;20190228;   10;  14.9;   7.8;    3;   0.0;   0;    5.333;   0;   4.9;   7.5; 1004.05;    5.0;   86.42;    7.1;    1.5;    0.4;eor
        183;20190301;    3;   8.5;   3.3;    3;   0.0;   7;    1.250;   0;   7.5;   6.7; 1007.03;    2.0;   94.38;    3.1;    0.8;   -0.3;eor
        183;20190302;    3;  10.7;   6.1;    3;   0.1;   6;    0.283;   0;   6.6;   6.3; 1007.47;    2.1;   88.17;    4.9;   -1.1;   -0.9;eor
        183;20190303;    3;  16.6;   8.9;    3;   5.0;   6;    0.783;   0;   7.7;   8.8;  995.32;    6.2;   92.04;    9.1;    2.7;    1.6;eor
        183;20190304;    3;  31.6;  12.3;    3;   5.3;   8;    0.917;   0;   7.7;   9.2;  980.88;    7.5;   88.38;   10.8;    4.6;    4.4;eor
        183;20190305;    3;  28.1;  15.8;    3;   1.0;   6;    1.267;   0;   7.5;   7.6;  989.83;    5.5;   84.17;    6.5;    3.7;    3.5;eor
        183;20190306;    3;  13.9;   6.7;    3;   3.6;   6;    0.967;   0;   6.3;   7.5; 1000.45;    4.9;   86.08;    7.6;    1.5;   -0.5;eor
        183;20190307;    3;  20.4;   9.2;    3;   0.7;   6;    1.333;   0;   6.4;   8.7;  987.93;    7.3;   85.00;   12.7;    5.6;    4.6;eor
        183;20190308;    3;  23.9;  14.1;    3;   1.5;   6;    5.383;   0;   4.4;   7.2;  993.11;    5.8;   77.75;    7.3;    3.1;    1.9;eor
        183;20190309;    3;  24.9;  12.5;    3;   6.5;   8;    4.750;   0;   6.8;   7.1;  994.03;    4.6;   83.96;    7.3;    2.8;    2.1;eor
        183;20190310;    3;  28.0;  11.8;    3;   1.7;   8;    5.700;   0;   6.5;   6.8;  993.53;    4.6;   80.17;    7.1;    2.2;    0.6;eor
        183;20190311;    3;  13.0;   5.0;    3;   0.0;   0;    4.300;   0;   5.0;   5.9; 1002.77;    2.6;   79.75;    4.9;   -0.6;   -2.4;eor
        183;20190312;    3;  18.7;   7.5;    3;   2.6;   6;    4.017;   0;   4.8;   6.6; 1006.48;    3.8;   81.54;    6.4;   -0.7;   -3.3;eor
        183;20190313;    3;  20.5;  12.1;    3;   2.7;   8;    2.800;   0;   7.0;   7.3;  989.91;    5.7;   80.04;    8.8;    3.7;    2.2;eor
        183;20190314;    3;  17.8;   9.8;    3;   2.1;   8;    1.517;   0;   7.4;   8.1;  987.65;    5.2;   91.25;    8.4;    4.2;    3.4;eor
        183;20190315;    3;  30.3;  12.2;    3;   6.1;   8;    1.300;   0;   7.3;   8.1;  985.84;    5.4;   89.88;    8.7;    3.8;    3.5;eor
        183;20190316;    3;  20.9;  11.1;    3;   5.8;   8;    4.200;   0;   7.2;   7.8;  993.96;    5.4;   87.29;    7.3;    3.6;    3.3;eor
        183;20190317;    3;  21.1;  11.5;    3;   0.2;   6;    2.933;   0;   5.3;   8.1;  989.91;    6.9;   80.83;   10.2;    3.7;    2.5;eor
        183;20190318;    3;  24.9;  12.3;    3;   1.9;   8;    1.767;   0;   7.2;   7.0;  998.50;    4.6;   82.88;    6.6;    2.1;    0.4;eor
        183;20190319;    3;   9.8;   5.3;    3;   0.0;   0;    9.717;   0;   2.4;   6.5; 1017.77;    3.8;   81.71;    6.2;    0.5;   -2.7;eor
        183;20190320;    3;  16.6;   8.8;    3;   0.5;   6;    0.433;   0;   6.4;   8.1; 1023.74;    5.0;   91.38;    8.6;    0.3;   -1.8;eor
        183;20190321;    3;  19.6;  10.8;    3;   0.1;   6;    0.033;   0;   7.9;  10.0; 1025.23;    7.8;   95.08;    9.6;    5.9;    5.5;eor
        183;20190322;    3;  13.1;   4.6;    3;   0.0;   6;    0.233;   0;   7.9;   9.4; 1026.38;    6.8;   95.42;    8.5;    5.5;    5.1;eor
        183;20190323;    3;  13.5;   8.1;    3;   0.0;   0;    3.717;   0;   6.8;   9.0; 1020.73;    6.8;   90.58;    9.1;    4.5;    3.1;eor
        183;20190324;    3;  12.8;   7.1;    3;   1.9;   8;    5.333;   0;   6.6;   7.3; 1018.62;    4.7;   84.83;    7.1;    3.2;    1.6;eor
        183;20190325;    3;  12.8;   6.3;    3;   3.8;   8;    2.717;   0;   4.7;   7.2; 1008.60;    4.0;   89.00;    5.8;    0.3;    0.1;eor
        183;20190326;    3;  17.2;   7.9;    3;   0.0;   6;    6.883;   0;   5.6;   6.7; 1015.68;    4.9;   77.92;    7.1;    3.4;    2.0;eor
        183;20190327;    3;  17.0;   9.6;    3;   0.0;   6;    0.217;   0;   7.2;   8.9; 1020.70;    6.1;   93.04;    8.5;    1.1;   -1.6;eor
        183;20190328;    3;  10.1;   5.8;    3;   0.1;   6;    0.083;   0;   6.7;   9.6; 1025.64;    6.9;   95.92;    8.6;    5.2;    3.9;eor
        183;20190329;    3;  17.2;   8.3;    3;   0.0;   0;    5.417;   0;   5.8;   8.7; 1024.15;    7.4;   85.50;   10.9;    5.0;    2.9;eor
        183;20190330;    3;  14.6;   6.1;    3;   0.0;   0;   10.933;   0;   3.7;   9.2; 1015.35;    9.3;   79.88;   16.1;    2.6;    0.7;eor
        183;20190331;    3;  15.1;   6.6;    3;   0.0;   0;   11.667;   0;   1.8;   6.6; 1017.36;    5.5;   72.46;    7.4;    2.5;   -1.4;eor
        183;20190401;    3;  12.7;   2.7;    3;   0.0;   0;   12.683;   0;   0.0;   5.9; 1022.75;    4.6;   69.04;    7.2;    1.8;   -2.6;eor
        183;20190402;    3;  14.0;   7.4;    3;   0.0;   6;   11.417;   0;   2.1;   6.4; 1010.28;    6.3;   66.58;    9.4;    4.3;    3.1;eor
        183;20190403;    3;  14.1;   5.9;    3;   0.0;   0;    8.717;   0;   7.5;   7.7; 1000.70;    7.8;   72.79;   10.7;    6.1;    4.8;eor
